AGS,AGS_STATE,AGS_8,Name,total,Protestant Count,Catholic Count,Other Count
1.3074E+11,13,13074035,"Insel Poel, Ostseebad",2523,500,69,1955
1.3074E+11,13,13074087,"Wismar, Hansestadt",42764,3750,1213,37801
1.30745E+11,13,13074002,Bad Kleinen,3755,361,71,3317
1.30745E+11,13,13074003,Barnekow,575,46,8,519
1.30745E+11,13,13074008,Bobitz,2486,469,64,1953
1.30745E+11,13,13074019,Dorf Mecklenburg,3165,322,68,2776
1.30745E+11,13,13074030,Groß Stieten,552,33,12,507
1.30745E+11,13,13074031,Hohen Viecheln,673,155,19,499
1.30745E+11,13,13074047,Lübow,1585,173,22,1389
1.30745E+11,13,13074053,Metelsdorf,476,44,9,422
1.30745E+11,13,13074082,Ventschow,735,79,16,639
1.30745E+11,13,13074020,Dragun,723,164,10,548
1.30745E+11,13,13074021,"Gadebusch, Stadt",5076,727,115,4232
1.30745E+11,13,13074040,Kneese,343,59,12,275
1.30745E+11,13,13074043,Krembz,884,161,18,707
1.30745E+11,13,13074054,Mühlen Eichsen,940,147,18,776
1.30745E+11,13,13074068,Roggendorf,992,156,18,810
1.30745E+11,13,13074070,Rögnitz,190,38,6,146
1.30745E+11,13,13074081,Veelböken,649,132,18,500
1.30745E+11,13,13074005,Bernstorf,367,70,13,284
1.30745E+11,13,13074022,Gägelow,2456,248,84,2122
1.30745E+11,13,13074069,Roggenstorf,474,133,11,332
1.30745E+11,13,13074071,Rüting,518,97,9,411
1.30745E+11,13,13074077,TestorfSteinfort,623,117,28,480
1.30745E+11,13,13074079,Upahl,1617,286,34,1296
1.30745E+11,13,13074085,Warnow,628,113,14,500
1.30745E+11,13,13074093,Stepenitztal,1784,342,39,1404
1.30745E+11,13,13074010,"Boltenhagen, Ostseebad",2456,362,105,1988
1.30745E+11,13,13074016,Damshagen,1294,246,50,993
1.30745E+11,13,13074032,Hohenkirchen,1177,147,51,974
1.30745E+11,13,13074037,Kalkhorst,1729,406,56,1268
1.30745E+11,13,13074039,"Klütz, Stadt",3078,538,138,2400
1.30745E+11,13,13074089,Zierow,782,71,15,695
1.30745E+11,13,13074001,Alt Meteln,1149,242,33,878
1.30745E+11,13,13074012,Brüsewitz,1872,213,39,1621
1.30745E+11,13,13074014,Cramonshagen,515,82,5,428
1.30745E+11,13,13074015,DalbergWendelstorf,537,76,20,439
1.30745E+11,13,13074024,Gottesgabe,751,114,21,614
1.30745E+11,13,13074025,Grambow,645,84,22,539
1.30745E+11,13,13074038,Klein Trebbow,1095,134,28,933
1.30745E+11,13,13074048,Lübstorf,1443,199,58,1188
1.30745E+11,13,13074050,Lützow,1543,258,31,1254
1.30745E+11,13,13074061,Perlin,377,55,9,311
1.30745E+11,13,13074062,Pingelshagen,526,56,8,459
1.30745E+11,13,13074064,Pokrent,690,167,20,504
1.30745E+11,13,13074072,Schildetal,718,182,22,515
1.30745E+11,13,13074075,Seehof,927,118,22,785
1.30745E+11,13,13074088,Zickhusen,529,98,11,419
1.30745E+11,13,13074004,Benz,644,112,17,515
1.30745E+11,13,13074007,Blowatz,1236,150,34,1053
1.30745E+11,13,13074009,Boiensdorf,498,89,5,403
1.30745E+11,13,13074034,Hornstorf,1268,158,17,1093
1.30745E+11,13,13074044,Krusenhagen,584,46,19,522
1.30745E+11,13,13074056,Neuburg,2184,269,37,1880
1.30745E+11,13,13074006,Bibow,377,53,4,323
1.30745E+11,13,13074023,Glasin,805,144,10,649
1.30745E+11,13,13074036,Jesendorf,506,81,7,421
1.30745E+11,13,13074046,Lübberstorf,231,44,9,179
1.30745E+11,13,13074057,"Neukloster, Stadt",3999,559,167,3273
1.30745E+11,13,13074060,Passee,202,33,0,169
1.30745E+11,13,13074084,"Warin, Stadt",3147,376,71,2699
1.30745E+11,13,13074090,Zurow,1288,154,53,1081
1.30745E+11,13,13074091,Züsow,304,45,10,251
1.30745E+11,13,13074013,Carlow,1195,383,40,773
1.30745E+11,13,13074018,Dechow,190,38,6,144
1.30745E+11,13,13074028,Groß Molzahn,396,87,9,300
1.30745E+11,13,13074033,Holdorf,416,57,11,349
1.30745E+11,13,13074042,Königsfeld,949,250,33,666
1.30745E+11,13,13074065,"Rehna, Stadt",3536,665,102,2770
1.30745E+11,13,13074066,Rieps,357,82,14,262
1.30745E+11,13,13074073,Schlagsdorf,1231,315,46,871
1.30745E+11,13,13074078,Thandorf,185,57,0,122
1.30745E+11,13,13074080,Utecht,419,88,21,307
1.30745E+11,13,13074092,Wedendorfersee,695,164,21,508
1.30745E+11,13,13074017,"Dassow, Stadt",4030,663,140,3230
1.30745E+11,13,13074027,Grieben,155,56,5,96
1.30745E+11,13,13074049,Lüdersdorf,5161,1296,333,3533
1.30745E+11,13,13074052,Menzendorf,241,47,4,190
1.30745E+11,13,13074067,Roduchelstorf,243,51,9,183
1.30745E+11,13,13074074,"Schönberg, Stadt",4415,733,131,3546
1.30745E+11,13,13074076,Selmsdorf,3077,716,98,2263
1.30745E+11,13,13074094,SiemzNiendorf,599,132,26,442
1.3075E+11,13,13075005,"Anklam, Hansestadt",11864,1781,242,9841
1.3075E+11,13,13075039,"Greifswald, Universitätsund Hansestadt",55617,8065,2025,45523
1.3075E+11,13,13075049,"Heringsdorf, Ostseebad",5991,1069,245,4679
1.3075E+11,13,13075105,"Pasewalk, Stadt",9714,1020,372,8320
1.3075E+11,13,13075130,"Strasburg (Uckermark), Stadt",4359,601,107,3647
1.3075E+11,13,13075136,"Ueckermünde, Seebad , Stadt",8794,876,269,7651
1.30756E+11,13,13075021,Buggenhagen,201,29,3,170
1.30756E+11,13,13075072,Krummin,215,52,3,157
1.30756E+11,13,13075074,"Lassan, Stadt",1268,260,20,994
1.30756E+11,13,13075087,Lütow,408,60,14,334
1.30756E+11,13,13075124,Sauzin,400,51,19,326
1.30756E+11,13,13075144,"Wolgast, Stadt",10838,1177,284,9380
1.30756E+11,13,13075147,Zemitz,620,89,8,525
1.30756E+11,13,13075001,Ahlbeck,610,120,21,470
1.30756E+11,13,13075003,Altwarp,422,58,8,354
1.30756E+11,13,13075031,"Eggesin, Stadt",4769,341,221,4206
1.30756E+11,13,13075037,Grambin,407,48,12,347
1.30756E+11,13,13075051,Hintersee,330,67,20,241
1.30756E+11,13,13075075,Leopoldshagen,609,143,13,454
1.30756E+11,13,13075078,Liepgarten,776,105,17,661
1.30756E+11,13,13075084,Lübs,341,44,5,291
1.30756E+11,13,13075085,Luckow,555,131,16,412
1.30756E+11,13,13075089,Meiersberg,408,56,6,344
1.30756E+11,13,13075093,Mönkebude,768,159,23,584
1.30756E+11,13,13075139,VogelsangWarsin,347,57,8,283
1.30756E+11,13,13075007,Bargischow,278,73,4,203
1.30756E+11,13,13075013,Blesewitz,244,45,0,196
1.30756E+11,13,13075015,Boldekow,633,201,16,417
1.30756E+11,13,13075020,Bugewitz,237,64,8,163
1.30756E+11,13,13075022,Butzow,435,132,16,289
1.30756E+11,13,13075029,Ducherow,2268,608,37,1623
1.30756E+11,13,13075053,Iven,174,99,0,75
1.30756E+11,13,13075068,Krien,671,241,13,414
1.30756E+11,13,13075073,Krusenfelde,158,73,3,83
1.30756E+11,13,13075088,Medow,492,170,14,308
1.30756E+11,13,13075098,Neu Kosenow,446,102,8,333
1.30756E+11,13,13075101,Neuenkirchen,216,56,0,159
1.30756E+11,13,13075110,Postlow,302,71,5,226
1.30756E+11,13,13075116,Rossin,168,21,3,143
1.30756E+11,13,13075122,Sarnow,364,85,0,277
1.30756E+11,13,13075127,Spantekow,1061,313,29,719
1.30756E+11,13,13075128,Stolpe an der Peene,283,60,9,212
1.30756E+11,13,13075155,NeetzowLiepen,819,212,24,584
1.30756E+11,13,13075002,Alt Tellin,384,91,18,278
1.30756E+11,13,13075009,Bentzin,829,189,29,606
1.30756E+11,13,13075023,Daberkow,335,66,14,252
1.30756E+11,13,13075054,"Jarmen, Stadt",2874,774,48,2050
1.30756E+11,13,13075070,Kruckow,666,157,22,489
1.30756E+11,13,13075134,Tutow,996,189,15,790
1.30756E+11,13,13075140,Völschow,522,145,14,364
1.30756E+11,13,13075008,Behrenhoff,836,99,10,724
1.30756E+11,13,13075025,Dargelin,369,47,9,317
1.30756E+11,13,13075027,Dersekow,1127,176,19,936
1.30756E+11,13,13075050,Hinrichshagen,910,116,36,756
1.30756E+11,13,13075076,Levenhagen,405,62,3,340
1.30756E+11,13,13075091,Mesekenhagen,1060,121,23,918
1.30756E+11,13,13075102,Neuenkirchen,2382,423,108,1851
1.30756E+11,13,13075141,Wackerow,1506,172,35,1303
1.30756E+11,13,13075142,Weitenhagen,2097,327,37,1732
1.30756E+11,13,13075011,Bergholz,316,78,22,220
1.30756E+11,13,13075012,Blankensee,560,94,87,383
1.30756E+11,13,13075016,Boock,584,99,57,424
1.30756E+11,13,13075035,Glasow,155,19,26,106
1.30756E+11,13,13075038,Grambow,864,172,132,562
1.30756E+11,13,13075067,Krackow,621,115,93,412
1.30756E+11,13,13075079,Löcknitz,3238,375,548,2318
1.30756E+11,13,13075095,Nadrensee,348,69,97,182
1.30756E+11,13,13075107,"Penkun, Stadt",1841,637,162,1045
1.30756E+11,13,13075108,Plöwen,288,61,25,200
1.30756E+11,13,13075113,Ramin,678,100,189,385
1.30756E+11,13,13075117,Rossow,453,90,17,344
1.30756E+11,13,13075119,Rothenklempenow,597,115,50,431
1.30756E+11,13,13075018,Brünzow,672,114,16,541
1.30756E+11,13,13075046,Hanshagen,878,150,9,719
1.30756E+11,13,13075059,Katzow,597,97,11,486
1.30756E+11,13,13075060,Kemnitz,1144,249,25,869
1.30756E+11,13,13075069,Kröslin,1813,574,30,1207
1.30756E+11,13,13075081,Loissin,786,115,18,657
1.30756E+11,13,13075083,"Lubmin, Seebad",2122,394,69,1664
1.30756E+11,13,13075097,Neu Boltenhagen,568,109,17,443
1.30756E+11,13,13075120,Rubenow,791,162,12,619
1.30756E+11,13,13075146,Wusterhusen,1098,209,8,877
1.30756E+11,13,13075036,Görmin,885,237,17,630
1.30756E+11,13,13075082,"Loitz, Stadt",4267,1312,87,2868
1.30756E+11,13,13075123,SassenTrantow,802,278,21,504
1.30756E+11,13,13075004,Altwigshagen,382,71,10,302
1.30756E+11,13,13075033,Ferdinandshof,2604,351,81,2171
1.30756E+11,13,13075045,Hammer a.d. Uecker,459,53,14,392
1.30756E+11,13,13075048,Heinrichswalde,389,70,9,309
1.30756E+11,13,13075118,Rothemühl,295,54,10,231
1.30756E+11,13,13075131,"Torgelow, Stadt",8896,663,200,8033
1.30756E+11,13,13075143,Wilhelmsburg,734,80,15,639
1.30756E+11,13,13075017,Brietzig,191,19,8,161
1.30756E+11,13,13075032,Fahrenwalde,269,68,4,196
1.30756E+11,13,13075042,Groß Luckow,184,19,0,163
1.30756E+11,13,13075055,Jatznick,2186,288,76,1822
1.30756E+11,13,13075063,Koblentz,190,47,7,137
1.30756E+11,13,13075071,Krugsdorf,474,58,11,405
1.30756E+11,13,13075103,Nieden,155,31,8,118
1.30756E+11,13,13075104,Papendorf,196,26,9,160
1.30756E+11,13,13075109,Polzow,241,49,4,194
1.30756E+11,13,13075115,Rollwitz,872,141,25,705
1.30756E+11,13,13075126,Schönwalde,412,69,7,336
1.30756E+11,13,13075138,Viereck,961,62,84,814
1.30756E+11,13,13075149,Zerrenthin,464,124,5,336
1.30756E+11,13,13075058,"Karlshagen, Ostseebad",2865,237,50,2580
1.30756E+11,13,13075092,Mölschow,696,118,13,566
1.30756E+11,13,13075106,Peenemünde,331,26,8,296
1.30756E+11,13,13075133,"Trassenheide, Ostseebad",765,74,17,672
1.30756E+11,13,13075151,"Zinnowitz, Ostseebad",3715,462,144,3113
1.30756E+11,13,13075010,Benz,1074,349,38,688
1.30756E+11,13,13075026,Dargen,552,153,6,399
1.30756E+11,13,13075034,Garz,279,58,23,196
1.30756E+11,13,13075056,Kamminke,234,72,21,139
1.30756E+11,13,13075065,Korswandt,581,155,25,401
1.30756E+11,13,13075066,"Koserow, Ostseebad",1584,289,28,1264
1.30756E+11,13,13075080,"Loddin, Seebad",933,152,11,770
1.30756E+11,13,13075090,Mellenthin,428,138,15,277
1.30756E+11,13,13075111,Pudagla,460,70,9,381
1.30756E+11,13,13075114,Rankwitz,528,152,12,363
1.30756E+11,13,13075129,Stolpe auf Usedom,341,119,10,214
1.30756E+11,13,13075135,"Ückeritz, Seebad",1000,175,25,800
1.30756E+11,13,13075137,"Usedom, Stadt",1492,458,49,985
1.30756E+11,13,13075148,"Zempin, Seebad",930,128,22,776
1.30756E+11,13,13075152,Zirchow,577,117,8,453
1.30756E+11,13,13075006,Bandelin,573,65,6,502
1.30756E+11,13,13075040,Gribow,134,25,4,104
1.30756E+11,13,13075041,Groß Kiesow,1217,272,25,921
1.30756E+11,13,13075043,Groß Polzin,378,75,3,301
1.30756E+11,13,13075044,"Gützkow, Stadt",3027,610,38,2378
1.30756E+11,13,13075061,Klein Bünzow,652,146,12,490
1.30756E+11,13,13075094,Murchin,822,167,10,648
1.30756E+11,13,13075121,Rubkow,600,171,13,419
1.30756E+11,13,13075125,Schmatzin,273,59,3,210
1.30756E+11,13,13075145,Wrangelsburg,246,43,4,198
1.30756E+11,13,13075150,Ziethen,428,102,10,322
1.30756E+11,13,13075154,Züssow,1278,332,37,911
1.30756E+11,13,13075156,Karlsburg,1778,417,31,1331
1.3076E+11,13,13076014,"Boizenburg/ Elbe, Stadt",11009,1292,518,9198
1.3076E+11,13,13076060,"Hagenow, Stadt",11855,1552,666,9636
1.3076E+11,13,13076088,"Lübtheen, Stadt",4639,921,139,3578
1.3076E+11,13,13076090,"Ludwigslust, Stadt",11845,2165,455,9224
1.3076E+11,13,13076108,"Parchim, Stadt",17814,2223,509,15082
1.30766E+11,13,13076009,Bengerstorf,500,123,12,364
1.30766E+11,13,13076010,Besitz,443,138,7,296
1.30766E+11,13,13076016,Brahlstorf,690,162,20,507
1.30766E+11,13,13076030,Dersenow,457,131,15,311
1.30766E+11,13,13076054,Gresse,630,136,24,465
1.30766E+11,13,13076055,Greven,773,146,56,575
1.30766E+11,13,13076102,Neu Gülze,739,133,28,577
1.30766E+11,13,13076106,Nostorf,764,80,13,671
1.30766E+11,13,13076122,Schwanheide,702,97,21,581
1.30766E+11,13,13076136,Teldau,865,167,101,595
1.30766E+11,13,13076138,Tessin b. Boizenburg,375,103,22,251
1.30766E+11,13,13076034,"Dömitz, Stadt",2930,558,109,2263
1.30766E+11,13,13076053,GrebsNiendorf,546,186,7,354
1.30766E+11,13,13076067,Karenz,223,100,3,121
1.30766E+11,13,13076093,Malk Göhren,403,115,6,280
1.30766E+11,13,13076094,Malliß,1115,270,28,815
1.30766E+11,13,13076103,Neu Kaliß,1928,478,59,1389
1.30766E+11,13,13076143,Vielank,1291,467,29,792
1.30766E+11,13,13076040,GallinKuppentin,442,150,10,281
1.30766E+11,13,13076051,Granzin,386,99,17,269
1.30766E+11,13,13076075,Kreien,354,143,8,199
1.30766E+11,13,13076077,Kritzow,468,148,10,310
1.30766E+11,13,13076089,"Lübz, Stadt",5958,1221,238,4497
1.30766E+11,13,13076109,Passow,700,184,29,489
1.30766E+11,13,13076125,Siggelkow,848,244,33,570
1.30766E+11,13,13076151,Werder,334,123,14,192
1.30766E+11,13,13076165,Gehlsbach,528,147,27,353
1.30766E+11,13,13076168,Ruhner Berge,1744,434,65,1246
1.30766E+11,13,13076032,Dobbertin,1110,243,17,850
1.30766E+11,13,13076048,"Goldberg, Stadt",3275,702,153,2418
1.30766E+11,13,13076096,Mestlin,722,107,25,590
1.30766E+11,13,13076104,Neu Poserin,504,85,17,405
1.30766E+11,13,13076135,Techentin,710,147,11,553
1.30766E+11,13,13076003,Balow,316,72,17,229
1.30766E+11,13,13076021,Brunow,297,129,11,161
1.30766E+11,13,13076027,Dambeck,286,112,14,161
1.30766E+11,13,13076037,Eldena,1167,393,33,743
1.30766E+11,13,13076049,Gorlosen,457,131,3,323
1.30766E+11,13,13076050,"Grabow, Stadt",5436,885,125,4427
1.30766E+11,13,13076069,Karstädt,608,107,5,499
1.30766E+11,13,13076076,Kremmin,245,45,7,186
1.30766E+11,13,13076097,Milow,353,153,7,196
1.30766E+11,13,13076098,Möllenbeck,191,31,7,154
1.30766E+11,13,13076100,Muchow,273,63,4,209
1.30766E+11,13,13076115,Prislich,695,166,14,516
1.30766E+11,13,13076161,Zierzow,391,117,8,271
1.30766E+11,13,13076002,Alt Zachun,352,46,7,300
1.30766E+11,13,13076004,Bandenitz,492,48,15,431
1.30766E+11,13,13076008,Belsch,220,50,4,166
1.30766E+11,13,13076013,Bobzin,255,71,13,170
1.30766E+11,13,13076019,Bresegard bei Picher,287,62,12,211
1.30766E+11,13,13076041,Gammelin,470,85,11,376
1.30766E+11,13,13076057,Groß Krams,165,24,3,137
1.30766E+11,13,13076064,Hoort,569,72,5,494
1.30766E+11,13,13076065,Hülseburg,155,24,11,123
1.30766E+11,13,13076070,Kirch Jesar,641,122,13,504
1.30766E+11,13,13076079,Kuhstorf,720,91,28,603
1.30766E+11,13,13076099,Moraas,484,99,11,376
1.30766E+11,13,13076110,PätowSteegen,408,40,8,360
1.30766E+11,13,13076111,Picher,618,165,19,434
1.30766E+11,13,13076116,Pritzier,431,71,33,326
1.30766E+11,13,13076119,Redefin,545,128,15,405
1.30766E+11,13,13076131,Strohkirchen,310,43,10,258
1.30766E+11,13,13076145,Warlitz,451,62,16,374
1.30766E+11,13,13076169,Toddin,880,101,59,721
1.30766E+11,13,13076001,Alt Krenzlin,749,179,10,557
1.30766E+11,13,13076018,Bresegard bei Eldena,187,69,3,116
1.30766E+11,13,13076046,Göhlen,532,216,10,310
1.30766E+11,13,13076058,Groß Laasch,933,189,29,715
1.30766E+11,13,13076086,Lübesse,676,69,8,598
1.30766E+11,13,13076087,Lüblow,555,140,13,402
1.30766E+11,13,13076118,Rastow,1850,324,50,1473
1.30766E+11,13,13076134,Sülstorf,839,90,25,727
1.30766E+11,13,13076141,Uelitz,478,77,8,391
1.30766E+11,13,13076146,Warlow,494,102,14,382
1.30766E+11,13,13076156,Wöbbelin,904,88,25,786
1.30766E+11,13,13076012,Blievenstorf,429,86,15,328
1.30766E+11,13,13076017,Brenz,507,131,17,356
1.30766E+11,13,13076105,"NeustadtGlewe, Stadt",6668,698,376,5595
1.30766E+11,13,13076035,Domsühl,1314,186,22,1110
1.30766E+11,13,13076056,Groß Godems,389,90,11,289
1.30766E+11,13,13076068,Karrenzin,532,223,3,305
1.30766E+11,13,13076085,Lewitzrand,1367,306,34,1024
1.30766E+11,13,13076120,Rom,791,174,16,600
1.30766E+11,13,13076126,Spornitz,1192,312,55,828
1.30766E+11,13,13076129,Stolpe,320,82,6,230
1.30766E+11,13,13076160,Ziegendorf,628,161,14,452
1.30766E+11,13,13076162,Zölkow,732,121,14,596
1.30766E+11,13,13076164,Obere Warnow,783,140,21,620
1.30766E+11,13,13076006,Barkhagen,581,138,24,422
1.30766E+11,13,13076114,"Plau am See, Stadt",5981,1222,195,4562
1.30766E+11,13,13076166,Ganzlin,1384,437,73,873
1.30766E+11,13,13076011,Blankenberg,388,40,8,341
1.30766E+11,13,13076015,Borkow,427,47,8,370
1.30766E+11,13,13076020,"Brüel, Stadt",2573,290,67,2217
1.30766E+11,13,13076026,Dabel,1332,218,36,1076
1.30766E+11,13,13076062,Hohen Pritz,358,67,14,277
1.30766E+11,13,13076072,Kobrow,409,63,18,323
1.30766E+11,13,13076078,KuhlenWendorf,776,94,13,665
1.30766E+11,13,13076101,Mustin,348,34,15,301
1.30766E+11,13,13076128,"Sternberg, Stadt",3866,412,83,3377
1.30766E+11,13,13076148,Weitendorf,373,40,27,306
1.30766E+11,13,13076155,Witzin,452,96,5,351
1.30766E+11,13,13076167,Kloster Tempzin,555,100,7,449
1.30766E+11,13,13076036,Dümmer,1564,278,63,1222
1.30766E+11,13,13076063,Holthusen,912,100,17,797
1.30766E+11,13,13076071,Klein Rogahn,1360,103,33,1221
1.30766E+11,13,13076107,Pampow,3013,272,73,2668
1.30766E+11,13,13076121,Schossin,250,45,4,203
1.30766E+11,13,13076130,Stralendorf,1337,149,19,1169
1.30766E+11,13,13076147,Warsow,675,110,8,559
1.30766E+11,13,13076154,Wittenförden,2432,287,39,2103
1.30766E+11,13,13076163,Zülow,143,24,0,118
1.30766E+11,13,13076152,"Wittenburg, Stadt",6210,1021,641,4546
1.30766E+11,13,13076153,Wittendörp,2902,671,403,1825
1.30766E+11,13,13076039,Gallin,568,101,27,442
1.30766E+11,13,13076073,Kogel,655,129,27,500
1.30766E+11,13,13076092,LüttowValluhn,811,149,41,621
1.30766E+11,13,13076142,Vellahn,2732,718,132,1881
1.30766E+11,13,13076159,"Zarrentin am Schaalsee, Stadt",5299,1029,240,4031
1.30766E+11,13,13076005,Banzkow,2710,384,33,2291
1.30766E+11,13,13076007,Barnin,471,60,22,389
1.30766E+11,13,13076023,Bülow,321,49,4,267
1.30766E+11,13,13076024,Cambs,606,104,18,485
1.30766E+11,13,13076025,"Crivitz, Stadt",4618,581,94,3946
1.30766E+11,13,13076029,Demen,822,121,6,695
1.30766E+11,13,13076033,Dobin am See,1970,261,74,1633
1.30766E+11,13,13076038,Friedrichsruhe,870,100,15,755
1.30766E+11,13,13076044,Gneven,362,39,11,312
1.30766E+11,13,13076080,Langen Brütz,485,78,9,395
1.30766E+11,13,13076082,Leezen,2198,370,79,1749
1.30766E+11,13,13076112,Pinnow,2005,376,55,1573
1.30766E+11,13,13076113,Plate,3230,403,61,2767
1.30766E+11,13,13076117,Raben Steinfeld,1079,135,43,900
1.30766E+11,13,13076133,Sukow,1472,186,21,1268
1.30766E+11,13,13076140,Tramm,867,112,11,743
1.30766E+11,13,13076158,Zapel,436,53,8,378
1.4511E+11,14,14511000,"Chemnitz, Stadt",240078,25542,5334,209205
1.4521E+11,14,14521010,Amtsberg,3694,1133,52,2509
1.4521E+11,14,14521020,"AnnabergBuchholz, Stadt",18942,4532,411,13999
1.4521E+11,14,14521035,"AueBad Schlema, Stadt",19278,3842,349,15087
1.4521E+11,14,14521110,Breitenbrunn/Erzgeb.,4943,1923,99,2923
1.4521E+11,14,14521130,Crottendorf,3938,1880,20,2039
1.4521E+11,14,14521150,Drebach,4922,2068,38,2816
1.4521E+11,14,14521160,"Ehrenfriedersdorf, Stadt",4442,1277,42,3128
1.4521E+11,14,14521170,"Eibenstock, Stadt",6986,2801,83,4101
1.4521E+11,14,14521200,Gelenau/Erzgeb.,4144,1103,18,3026
1.4521E+11,14,14521240,Großolbersdorf,2751,1236,19,1496
1.4521E+11,14,14521250,Großrückerswalde,3326,1831,27,1471
1.4521E+11,14,14521260,"GrünhainBeierfeld, Stadt",5617,1804,79,3733
1.4521E+11,14,14521290,Hohndorf,3362,755,44,2557
1.4521E+11,14,14521310,Jahnsdorf/Erzgeb.,5362,1426,58,3876
1.4521E+11,14,14521320,"Johanngeorgenstadt, Stadt",3696,770,97,2829
1.4521E+11,14,14521330,"Jöhstadt, Stadt",2553,1354,26,1172
1.4521E+11,14,14521355,"LauterBernsbach, Stadt",8425,2858,85,5480
1.4521E+11,14,14521370,"Lößnitz, Stadt",7781,1810,79,5892
1.4521E+11,14,14521390,"Marienberg, Stadt",16439,6341,232,9867
1.4521E+11,14,14521400,Mildenau,3417,1860,27,1529
1.4521E+11,14,14521410,Neukirchen/Erzgeb.,6879,1035,102,5740
1.4521E+11,14,14521440,"Oberwiesenthal, Kurort, Stadt",1992,660,70,1257
1.4521E+11,14,14521450,"Oelsnitz/Erzgeb., Stadt",11097,1482,228,9386
1.4521E+11,14,14521460,"Olbernhau, Stadt",10345,2985,218,7144
1.4521E+11,14,14521495,"PockauLengefeld, Stadt",7398,3094,140,4163
1.45211E+11,14,14521500,RaschauMarkersbach,4825,1765,58,3003
1.45211E+11,14,14521530,"Schneeberg, Stadt",13420,2890,254,10274
1.45211E+11,14,14521540,Schönheide,4149,1592,38,2519
1.45211E+11,14,14521550,"Schwarzenberg/Erzgeb., Stadt",15917,3972,364,11585
1.45211E+11,14,14521560,Sehmatal,6158,2825,60,3273
1.45211E+11,14,14521600,Stützengrün,3123,1576,25,1520
1.45211E+11,14,14521620,"Thalheim/Erzgeb., Stadt",6010,1242,191,4577
1.45211E+11,14,14521630,Thermalbad Wiesenbad,3108,1240,27,1840
1.45211E+11,14,14521640,"Thum, Stadt",4835,1827,53,2956
1.45211E+11,14,14521670,"Wolkenstein, Stadt",3815,1684,21,2106
1.45215E+11,14,14521060,Bärenstein,2196,691,74,1431
1.45215E+11,14,14521340,Königswalde,2135,1083,24,1028
1.45215E+11,14,14521040,Auerbach (Landkreis Erzgebirgskreis),2321,764,15,1544
1.45215E+11,14,14521120,Burkhardtsdorf,6022,1512,57,4453
1.45215E+11,14,14521230,Gornsdorf,1970,458,20,1492
1.45215E+11,14,14521210,"Geyer, Stadt",3298,1171,26,2099
1.45215E+11,14,14521610,Tannenberg,1041,443,10,588
1.45215E+11,14,14521380,"Lugau/Erzgeb., Stadt",7566,1239,117,6206
1.45215E+11,14,14521430,Niederwürschnitz,2548,494,35,2022
1.45215E+11,14,14521510,"Scheibenberg, Stadt",1983,1045,20,919
1.45215E+11,14,14521520,"Schlettau, Stadt",2291,1054,38,1201
1.45215E+11,14,14521140,Deutschneudorf,868,417,10,441
1.45215E+11,14,14521280,Heidersdorf,768,292,14,473
1.45215E+11,14,14521570,"Seiffen/Erzgeb., Kurort",1917,966,27,924
1.45215E+11,14,14521420,Niederdorf,1281,209,20,1051
1.45215E+11,14,14521590,"Stollberg/Erzgeb., Stadt",11321,2171,324,8824
1.45215E+11,14,14521220,Gornau/Erzgeb.,3716,1116,31,2570
1.45215E+11,14,14521690,"Zschopau, Stadt, Motorradstadt",8811,1710,148,6954
1.45215E+11,14,14521080,Bockau,2148,1041,7,1102
1.45215E+11,14,14521700,Zschorlau,5108,2218,38,2853
1.45215E+11,14,14521180,"Elterlein, Stadt",2745,1265,28,1454
1.45215E+11,14,14521710,"Zwönitz, Stadt",11596,3532,337,7734
1.45215E+11,14,14521090,Börnichen/Erzgeb.,957,384,9,559
1.45215E+11,14,14521270,Grünhainichen,3178,938,45,2197
1.4522E+11,14,14522020,"Augustusburg, Stadt",4495,921,105,3470
1.4522E+11,14,14522035,BobritzschHilbersdorf,5658,1251,100,4304
1.4522E+11,14,14522050,"BrandErbisdorf, Stadt",9029,1549,141,7340
1.4522E+11,14,14522070,Claußnitz,2984,744,21,2219
1.4522E+11,14,14522080,"Döbeln, Stadt",23488,2231,517,20742
1.4522E+11,14,14522110,Eppendorf,3927,1440,63,2424
1.4522E+11,14,14522120,Erlau,3178,767,36,2375
1.4522E+11,14,14522140,"Flöha, Stadt",10332,1343,203,8785
1.4522E+11,14,14522150,"Frankenberg/Sa., Stadt, Garnisonsstadt",13576,1633,227,11719
1.4522E+11,14,14522170,"Frauenstein, Stadt",2694,1037,37,1621
1.4522E+11,14,14522180,"Freiberg, Stadt, Universitätsstadt",40103,5312,1426,33365
1.4522E+11,14,14522190,"Geringswalde, Stadt",4108,697,39,3372
1.4522E+11,14,14522200,Großhartmannsdorf,2411,1038,26,1343
1.4522E+11,14,14522210,"Großschirma, Stadt",5351,1328,123,3900
1.4522E+11,14,14522220,Großweitzschen,2634,474,65,2099
1.4522E+11,14,14522230,"Hainichen, Stadt",8339,1241,157,6942
1.4522E+11,14,14522240,Halsbrücke,5023,1014,135,3875
1.4522E+11,14,14522250,"Hartha, Stadt",6719,1180,87,5448
1.4522E+11,14,14522260,Hartmannsdorf (Landkreis Mittelsachsen),4379,910,113,3355
1.4522E+11,14,14522290,KönigshainWiederau,2576,1150,32,1394
1.4522E+11,14,14522300,Kriebstein,1993,420,17,1555
1.4522E+11,14,14522310,"Leisnig, Stadt",8224,1288,145,6791
