ags,ags_name,election_date,eligible_voters,turnout,total_votes,cdu_csu,spd,fdp,afd,gruene,pds_linke,other
05316000,"Leverkusen, krfr. Stadt",15-05-2022,113428,0.51804669,58761,0.334218274,0.273310529,0.061809704,0.05729991,0.182484982,0.017256343,0.065332448
05334002,"Aachen, krfr. Stadt (ab 21.10.2009)",13-05-1990,167535,0.731405378,122536,0.386939348,0.438866945,0.06485441,0,0.077332376,0,0.025004897
05334002,"Aachen, krfr. Stadt (ab 21.10.2009)",14-05-1995,168666,0.656000617,110645,0.404744905,0.361191197,0.051281124,0,0.156301686,0,0.019675539
05334002,"Aachen, krfr. Stadt (ab 21.10.2009)",14-05-2000,161694,0.589545685,95326,0.36220968,0.351582989,0.118614019,0,0.132629083,0.01421438,0.010280511
05334002,"Aachen, krfr. Stadt (ab 21.10.2009)",22-05-2005,172716,0.650460872,112345,0.404317059,0.340006231,0.068191731,0,0.126200543,0.011437981,0.037091103
05334002,"Aachen, krfr. Stadt (ab 21.10.2009)",09-05-2010,175979,0.620278556,109156,0.327402983,0.278821137,0.06799443,0,0.18574334,0.059337096,0.069964088
05334002,"Aachen, krfr. Stadt (ab 21.10.2009)",13-05-2012,177789,0.627496639,111562,0.24043133,0.311136408,0.095005468,0,0.180796328,0.030323945,0.130151844
05334002,"Aachen, krfr. Stadt (ab 21.10.2009)",14-05-2017,176721,0.692752984,122424,0.278123571,0.28116219,0.148042867,0.046200091,0.112657649,0.073768215,0.051656538
05334002,"Aachen, krfr. Stadt (ab 21.10.2009)",15-05-2022,171242,0.589043576,100869,0.280839505,0.205077873,0.065262866,0.029929909,0.308191813,0.031089829,0.073174117
05334004,"Alsdorf, Stadt (ab 21.10.2009)",13-05-1990,34765,0.758032504,26353,0.319584108,0.567525519,0.023109323,0,0.041019998,0,0.038781163
05334004,"Alsdorf, Stadt (ab 21.10.2009)",14-05-1995,33518,0.652336058,21865,0.355774068,0.519277384,0.013857764,0,0.066727647,0,0.032426252
05334004,"Alsdorf, Stadt (ab 21.10.2009)",14-05-2000,33288,0.552931988,18406,0.322286211,0.506247963,0.068129958,0,0.037324785,0.010159731,0.039009019
05334004,"Alsdorf, Stadt (ab 21.10.2009)",22-05-2005,33803,0.584888915,19771,0.402559304,0.396439229,0.041474887,0,0.034646705,0.008851348,0.094937029
05334004,"Alsdorf, Stadt (ab 21.10.2009)",09-05-2010,33682,0.534172555,17992,0.315028902,0.39867719,0.05174522,0,0.070531347,0.066640729,0.076311694
05334004,"Alsdorf, Stadt (ab 21.10.2009)",13-05-2012,33492,0.540785859,18112,0.229958039,0.450474823,0.050795053,0,0.068959806,0.025342314,0.153268551
05334004,"Alsdorf, Stadt (ab 21.10.2009)",14-05-2017,33298,0.611508199,20362,0.274874767,0.408898929,0.088596405,0.090806404,0.037373539,0.037078872,0.046999312
05334004,"Alsdorf, Stadt (ab 21.10.2009)",15-05-2022,33081,0.473353284,15659,0.339421419,0.342231305,0.04859825,0.077080273,0.106647934,0.01660387,0.056517019
05334008,"Baesweiler, Stadt (ab 21.10.2009)",13-05-1990,16928,0.792001418,13407,0.406578653,0.485791005,0.027224584,0,0.043932274,0,0.026180354
05334008,"Baesweiler, Stadt (ab 21.10.2009)",14-05-1995,16831,0.680648803,11456,0.422486034,0.469622905,0.01737081,0,0.061190642,0,0.01737081
05334008,"Baesweiler, Stadt (ab 21.10.2009)",14-05-2000,17885,0.593178641,10609,0.425676313,0.432180224,0.064850599,0,0.035630125,0.007352248,0.017343765
05334008,"Baesweiler, Stadt (ab 21.10.2009)",22-05-2005,18482,0.626771994,11584,0.517783149,0.331750691,0.040745856,0,0.034789365,0.008546271,0.048342541
05334008,"Baesweiler, Stadt (ab 21.10.2009)",09-05-2010,18777,0.576875965,10832,0.430853028,0.301975628,0.050406204,0,0.078563516,0.056314623,0.058899557
05334008,"Baesweiler, Stadt (ab 21.10.2009)",13-05-2012,18863,0.592323596,11173,0.348697754,0.35335183,0.056564933,0,0.071959187,0.019869328,0.125839076
05334008,"Baesweiler, Stadt (ab 21.10.2009)",14-05-2017,19085,0.651768405,12439,0.39006351,0.31433395,0.100972747,0.068494252,0.038990273,0.030709864,0.042527534
05334008,"Baesweiler, Stadt (ab 21.10.2009)",15-05-2022,19454,0.511000308,9941,0.472890051,0.237702444,0.047781913,0.049492003,0.121315763,0.011367066,0.048586661
05334012,"Eschweiler, Stadt (ab 21.10.2009)",13-05-1990,42215,0.745943385,31490,0.342172118,0.547411877,0.036487774,0,0.041918069,0,0.02254684
05334012,"Eschweiler, Stadt (ab 21.10.2009)",14-05-1995,42212,0.639202123,26982,0.365651175,0.51741902,0.023941887,0,0.063004966,0,0.020865762
05334012,"Eschweiler, Stadt (ab 21.10.2009)",14-05-2000,41415,0.557744778,23099,0.334689813,0.506991645,0.085501537,0,0.036235335,0.010822979,0.014372917
05334012,"Eschweiler, Stadt (ab 21.10.2009)",22-05-2005,41781,0.605921352,25316,0.409582872,0.418984042,0.050955917,0,0.035116132,0.00944067,0.058066045
05334012,"Eschweiler, Stadt (ab 21.10.2009)",09-05-2010,42088,0.568142939,23912,0.31319003,0.423176648,0.058589829,0,0.069672131,0.058924389,0.057586149
05334012,"Eschweiler, Stadt (ab 21.10.2009)",13-05-2012,42113,0.573243417,24141,0.238846775,0.455946315,0.06341908,0,0.066484404,0.024895406,0.13060768
05334012,"Eschweiler, Stadt (ab 21.10.2009)",14-05-2017,41875,0.642865672,26920,0.283432392,0.408543834,0.110141159,0.074591382,0.032838039,0.035921248,0.042199108
05334012,"Eschweiler, Stadt (ab 21.10.2009)",15-05-2022,40482,0.512425275,20744,0.348197069,0.349980717,0.052159661,0.065079059,0.104078288,0.014172773,0.055196683
05334016,"Herzogenrath, Stadt (ab 21.10.2009)",13-05-1990,33506,0.771622993,25854,0.333255976,0.550475748,0.034617467,0,0.049663495,0,0.02262706
05334016,"Herzogenrath, Stadt (ab 21.10.2009)",14-05-1995,33894,0.693633091,23510,0.36524883,0.504253509,0.02547852,0,0.076265419,0,0.016588686
05334016,"Herzogenrath, Stadt (ab 21.10.2009)",14-05-2000,34185,0.593301155,20282,0.320382605,0.478700325,0.086776452,0,0.067547579,0.012178286,0.019475397
05334016,"Herzogenrath, Stadt (ab 21.10.2009)",22-05-2005,35010,0.638788917,22364,0.406680379,0.387810767,0.057055983,0,0.06385262,0.010463245,0.057726704
05334016,"Herzogenrath, Stadt (ab 21.10.2009)",09-05-2010,35552,0.601513276,21385,0.316156184,0.3657704,0.058358663,0,0.108393734,0.067196633,0.068505962
05334016,"Herzogenrath, Stadt (ab 21.10.2009)",13-05-2012,35544,0.608288319,21621,0.238333102,0.405716664,0.068498219,0,0.10573054,0.026317007,0.136025161
05334016,"Herzogenrath, Stadt (ab 21.10.2009)",14-05-2017,35111,0.678362906,23818,0.287681585,0.368418843,0.121420774,0.063649341,0.053656898,0.046729364,0.046477454
05334016,"Herzogenrath, Stadt (ab 21.10.2009)",15-05-2022,34617,0.553456394,19159,0.344903179,0.309932669,0.054125998,0.047549455,0.162430189,0.016754528,0.055274284
05334020,"Monschau, Stadt (ab 21.10.2009)",13-05-1990,9114,0.779679614,7106,0.562482409,0.307908809,0.056149733,0,0.046861807,0,0.015761328
05334020,"Monschau, Stadt (ab 21.10.2009)",14-05-1995,9313,0.69805648,6501,0.586371327,0.255806799,0.04014767,0,0.096139056,0,0.012459622
05334020,"Monschau, Stadt (ab 21.10.2009)",14-05-2000,9569,0.611871669,5855,0.51323655,0.284543126,0.093424424,0,0.064901793,0.007514944,0.017421008
05334020,"Monschau, Stadt (ab 21.10.2009)",22-05-2005,9792,0.69556781,6811,0.583761562,0.239906034,0.06122449,0,0.050506534,0.004110997,0.046542358
05334020,"Monschau, Stadt (ab 21.10.2009)",09-05-2010,9679,0.673623308,6520,0.436042945,0.247852761,0.070552147,0,0.124539877,0.05291411,0.050766871
05334020,"Monschau, Stadt (ab 21.10.2009)",13-05-2012,9590,0.677893639,6501,0.358406399,0.305491463,0.081218274,0,0.105214582,0.015382249,0.115213044
05334020,"Monschau, Stadt (ab 21.10.2009)",14-05-2017,9344,0.744006849,6952,0.399309551,0.283803222,0.129459148,0.047899885,0.058112773,0.035097814,0.035673188
05334020,"Monschau, Stadt (ab 21.10.2009)",15-05-2022,9327,0.720488903,6720,0.44375,0.19047619,0.06860119,0.033779762,0.179910714,0.010863095,0.04985119
05334024,Roetgen (ab 21.10.2009),13-05-1990,5320,0.789473684,4200,0.432142857,0.365952381,0.088333333,0,0.082857143,0,0.02
05334024,Roetgen (ab 21.10.2009),14-05-1995,5577,0.743231128,4145,0.432810615,0.324004825,0.064897467,0,0.154885404,0,0.013751508
05334024,Roetgen (ab 21.10.2009),14-05-2000,6006,0.655344655,3936,0.381097561,0.322662602,0.129573171,0,0.134908537,0.011941057,0.008892276
05334024,Roetgen (ab 21.10.2009),22-05-2005,6238,0.733247836,4574,0.457804985,0.293397464,0.074114561,0,0.111718408,0.006340184,0.040445999
05334024,Roetgen (ab 21.10.2009),09-05-2010,6354,0.710576015,4515,0.35393134,0.291472868,0.07751938,0,0.157253599,0.048062016,0.057364341
05334024,Roetgen (ab 21.10.2009),13-05-2012,6440,0.710093168,4573,0.254756178,0.328886945,0.096216925,0,0.162038049,0.01902471,0.1285808
05334024,Roetgen (ab 21.10.2009),14-05-2017,6639,0.782045489,5192,0.344761171,0.286402157,0.143489985,0.043913713,0.108821263,0.036209553,0.030238829
05334024,Roetgen (ab 21.10.2009),15-05-2022,6646,0.710502558,4722,0.370182126,0.233163914,0.055908513,0.028377806,0.236975858,0.016094875,0.052520119
05334028,Simmerath (ab 21.10.2009),13-05-1990,10188,0.774734982,7893,0.573166097,0.293171164,0.054605347,0,0.049284176,0,0.018370708
05334028,Simmerath (ab 21.10.2009),14-05-1995,10613,0.698294544,7411,0.583726892,0.261368236,0.047631899,0,0.084199163,0,0.012009176
05334028,Simmerath (ab 21.10.2009),14-05-2000,11168,0.614523639,6863,0.49541017,0.292000583,0.097187819,0,0.05434941,0.00641119,0.040798485
05334028,Simmerath (ab 21.10.2009),22-05-2005,11770,0.68700085,8086,0.580262182,0.226440762,0.073336631,0,0.050828593,0.005194163,0.051075934
05334028,Simmerath (ab 21.10.2009),09-05-2010,11999,0.654721227,7856,0.464358452,0.250254582,0.078411405,0,0.091904277,0.050025458,0.050789206
05334028,Simmerath (ab 21.10.2009),13-05-2012,11967,0.662739199,7931,0.384188627,0.286975161,0.074895978,0,0.088765603,0.017652251,0.130122305
05334028,Simmerath (ab 21.10.2009),14-05-2017,12265,0.729066449,8942,0.415790651,0.276000895,0.119436368,0.054573921,0.053008276,0.034220532,0.036457168
05334028,Simmerath (ab 21.10.2009),15-05-2022,12487,0.641467126,8010,0.491260924,0.203620474,0.054931336,0.039450687,0.134082397,0.007116105,0.05980025
05334032,"Stolberg (Rhld.), Stadt (ab 21.10.2009)",13-05-1990,43074,0.725820681,31264,0.372441146,0.495522006,0.059909161,0,0.038158905,0,0.023797339
05334032,"Stolberg (Rhld.), Stadt (ab 21.10.2009)",14-05-1995,42252,0.63973303,27030,0.378505364,0.473399926,0.040214576,0,0.07772845,0,0.020347762
05334032,"Stolberg (Rhld.), Stadt (ab 21.10.2009)",14-05-2000,41838,0.549189732,22977,0.356617487,0.445053749,0.105888497,0,0.052356705,0.011098055,0.013100057
05334032,"Stolberg (Rhld.), Stadt (ab 21.10.2009)",22-05-2005,41801,0.608358652,25430,0.437436099,0.379512387,0.059968541,0,0.042980731,0.008611876,0.055092411
05334032,"Stolberg (Rhld.), Stadt (ab 21.10.2009)",09-05-2010,41741,0.572913922,23914,0.348122439,0.353767667,0.062850213,0,0.091661788,0.058292214,0.06899724
05334032,"Stolberg (Rhld.), Stadt (ab 21.10.2009)",13-05-2012,41584,0.581473644,24180,0.263937138,0.398800662,0.075186104,0,0.082506203,0.022911497,0.1372622
05334032,"Stolberg (Rhld.), Stadt (ab 21.10.2009)",14-05-2017,40995,0.637028906,26115,0.322611526,0.342753207,0.118322803,0.072104155,0.045912311,0.040551407,0.04430404
05334032,"Stolberg (Rhld.), Stadt (ab 21.10.2009)",15-05-2022,40246,0.502410177,20220,0.374579624,0.303956479,0.05074184,0.054055391,0.13867458,0.012759644,0.055143422
05334036,"Würselen, Stadt (ab 21.10.2009)",13-05-1990,26294,0.790636647,20789,0.377892155,0.507046996,0.041079417,0,0.043436433,0,0.022030882
05334036,"Würselen, Stadt (ab 21.10.2009)",14-05-1995,26410,0.689132904,18200,0.386098901,0.478846154,0.027527473,0,0.079615385,0,0.018296703
05334036,"Würselen, Stadt (ab 21.10.2009)",14-05-2000,26972,0.609335607,16435,0.378764831,0.409735321,0.089078187,0,0.059020383,0.010708853,0.02695467
05334036,"Würselen, Stadt (ab 21.10.2009)",22-05-2005,27578,0.648487925,17884,0.456050101,0.356799374,0.057649295,0,0.053120107,0.009729367,0.051107135
05334036,"Würselen, Stadt (ab 21.10.2009)",09-05-2010,28263,0.604111382,17074,0.351880052,0.350357268,0.070575143,0,0.099566592,0.052711725,0.058041467
05334036,"Würselen, Stadt (ab 21.10.2009)",13-05-2012,28451,0.609293171,17335,0.268243438,0.387251226,0.08139602,0,0.099509663,0.022843957,0.123218921
05334036,"Würselen, Stadt (ab 21.10.2009)",14-05-2017,28895,0.689738709,19930,0.307476167,0.383090818,0.119668841,0.057300552,0.049322629,0.036026091,0.037029604
05334036,"Würselen, Stadt (ab 21.10.2009)",15-05-2022,28409,0.553451371,15723,0.3779177,0.28137124,0.061883864,0.041785919,0.16218279,0.013419831,0.052025695
05358004,Aldenhoven,13-05-1990,8955,0.809715243,7251,0.344504206,0.559784857,0.02261757,0,0.040821956,0,0.019721418
05358004,Aldenhoven,14-05-1995,9151,0.695770954,6367,0.359352913,0.52002513,0.017119523,0,0.071462227,0,0.021517198
05358004,Aldenhoven,14-05-2000,9391,0.583750399,5482,0.348777818,0.477562933,0.08281649,0,0.040861,0.011309741,0.024261219
05358004,Aldenhoven,22-05-2005,10012,0.627047543,6278,0.462249124,0.381172348,0.044759478,0,0.035202294,0.010353616,0.050334501
05358004,Aldenhoven,09-05-2010,10122,0.60689587,6143,0.373270389,0.364154322,0.054859189,0,0.05958001,0.060068371,0.070323946
05358004,Aldenhoven,13-05-2012,10184,0.587391987,5982,0.289368104,0.413574055,0.051822133,0,0.058341692,0.017051153,0.15078569
05358004,Aldenhoven,14-05-2017,10135,0.636605821,6452,0.327650341,0.354773714,0.096559206,0.084314941,0.032083075,0.035182889,0.054401736
05358004,Aldenhoven,15-05-2022,10029,0.524578722,5261,0.395362098,0.274282456,0.054932522,0.081353355,0.101691694,0.018057404,0.063486029
05358008,"Düren, Stadt",13-05-1990,65078,0.692061833,45038,0.37832497,0.499511524,0.047959501,0,0.037923531,0,0.027998579
05358008,"Düren, Stadt",14-05-1995,65380,0.591404099,38666,0.413438163,0.441731754,0.033310919,0,0.07476853,0,0.027233228
05358008,"Düren, Stadt",14-05-2000,63942,0.511807576,32726,0.41703844,0.415571717,0.075322374,0,0.05002139,0.008494775,0.022489763
05358008,"Düren, Stadt",22-05-2005,64206,0.558312307,35847,0.48065389,0.338884704,0.053756242,0,0.041872402,0.01272073,0.053282004
05358008,"Düren, Stadt",09-05-2010,64883,0.525468921,34094,0.373086174,0.323839972,0.054965683,0,0.097671144,0.062591658,0.068927084
05358008,"Düren, Stadt",13-05-2012,64479,0.525426883,33879,0.283272824,0.370052245,0.06744591,0,0.091443077,0.027007881,0.140765666
05358008,"Düren, Stadt",14-05-2017,63616,0.567876006,36126,0.329181199,0.321319825,0.102308587,0.088080607,0.054116149,0.044898411,0.045452029
05358008,"Düren, Stadt",15-05-2022,62657,0.455894792,28565,0.376824786,0.269735691,0.04782076,0.075476982,0.134605286,0.021179765,0.062454052
05358012,"Heimbach, Stadt",13-05-1990,3480,0.75545977,2629,0.506276151,0.325599087,0.085964245,0,0.042982122,0,0.02472423
05358012,"Heimbach, Stadt",14-05-1995,3618,0.669430625,2422,0.530966144,0.286127168,0.066473988,0,0.079273328,0,0.022295623
05358012,"Heimbach, Stadt",14-05-2000,3617,0.633397844,2291,0.523352248,0.275425578,0.122653863,0,0.043649062,0.011348756,0.010475775
05358012,"Heimbach, Stadt",22-05-2005,3637,0.689579324,2508,0.586523126,0.220494418,0.10645933,0,0.036283892,0.007575758,0.031499203
05358012,"Heimbach, Stadt",09-05-2010,3585,0.638493724,2289,0.464831804,0.224989078,0.096985583,0,0.085626911,0.051987768,0.051987768
05358012,"Heimbach, Stadt",13-05-2012,3579,0.64124057,2295,0.367755991,0.277995643,0.126361656,0,0.074509804,0.010893246,0.121568627
05358012,"Heimbach, Stadt",14-05-2017,3517,0.679840773,2391,0.421999164,0.250522794,0.141781681,0.061480552,0.04475115,0.033877039,0.029276453
05358012,"Heimbach, Stadt",15-05-2022,3424,0.61682243,2112,0.455492424,0.226799242,0.080965909,0.0625,0.09469697,0.013257576,0.050189394
05358016,Hürtgenwald,13-05-1990,6067,0.787539146,4778,0.496023441,0.34575136,0.074508162,0,0.053578903,0,0.017161992
05358016,Hürtgenwald,14-05-1995,6347,0.691822908,4391,0.501252562,0.327715782,0.053746299,0,0.087907083,0,0.016624915
05358016,Hürtgenwald,14-05-2000,6638,0.612684544,4067,0.47184657,0.32284239,0.107941972,0,0.060978608,0.006392919,0.019424637
05358016,Hürtgenwald,22-05-2005,6804,0.696208113,4737,0.563858982,0.247625079,0.064808951,0,0.051931602,0.008866371,0.04095419
05358016,Hürtgenwald,09-05-2010,6923,0.682507583,4725,0.445714286,0.24994709,0.068783069,0,0.10010582,0.05968254,0.06010582
05358016,Hürtgenwald,13-05-2012,6938,0.667915826,4634,0.340310747,0.310962451,0.085023738,0,0.102503237,0.017479499,0.126025032
05358016,Hürtgenwald,14-05-2017,6913,0.738319109,5104,0.403017241,0.255485893,0.137539185,0.067789969,0.050940439,0.036833856,0.035462382
05358016,Hürtgenwald,15-05-2022,6989,0.671913006,4696,0.466993186,0.208688245,0.065800681,0.055366269,0.12350937,0.010860307,0.055153322
05358020,Inden,13-05-1990,6047,0.808003969,4886,0.371469505,0.522103971,0.038681948,0,0.042979943,0,0.01473598
05358020,Inden,14-05-1995,5779,0.696314241,4024,0.357107356,0.487823062,0.027087475,0,0.099652087,0,0.016650099
05358020,Inden,14-05-2000,5775,0.624588745,3607,0.361519268,0.473246465,0.080676462,0,0.04491267,0.010257832,0.011644026
05358020,Inden,22-05-2005,5934,0.686046512,4071,0.448047163,0.373863915,0.053549496,0,0.0449521,0.010071236,0.046917219
05358020,Inden,09-05-2010,5495,0.665878071,3659,0.366493577,0.364580486,0.074610549,0,0.072697458,0.042361301,0.060945614
05358020,Inden,13-05-2012,5545,0.658431019,3651,0.282114489,0.41906327,0.061353054,0,0.067926595,0.013420981,0.13366201
05358020,Inden,14-05-2017,5694,0.717246224,4084,0.33129285,0.363369246,0.105778648,0.07639569,0.036728697,0.031341822,0.042605289
05358020,Inden,15-05-2022,5704,0.606241234,3458,0.408617698,0.290052053,0.059572007,0.058993638,0.094563331,0.012724118,0.063331405
05358024,"Jülich, Stadt",13-05-1990,24316,0.772742227,18790,0.396487493,0.45784992,0.071793507,0,0.045981905,0,0.020170303
05358024,"Jülich, Stadt",14-05-1995,24595,0.68318764,16803,0.406891626,0.428256859,0.042313873,0,0.094804499,0,0.017734928
05358024,"Jülich, Stadt",14-05-2000,24905,0.615659506,15333,0.390595448,0.403769647,0.106306659,0,0.061696993,0.009913259,0.016239483
05358024,"Jülich, Stadt",22-05-2005,25024,0.665441176,16652,0.470273841,0.346084554,0.056209464,0,0.05422772,0.008407399,0.045399952
05358024,"Jülich, Stadt",09-05-2010,25014,0.633885024,15856,0.382694248,0.319752775,0.068806761,0,0.101475782,0.052093845,0.057517659
05358024,"Jülich, Stadt",13-05-2012,24874,0.63359331,15760,0.300888325,0.363769036,0.084708122,0,0.094606599,0.021256345,0.117703046
05358024,"Jülich, Stadt",14-05-2017,24713,0.679237648,16786,0.343083522,0.328368879,0.128440367,0.056416061,0.052722507,0.039139759,0.039854641
05358024,"Jülich, Stadt",15-05-2022,24270,0.592336218,14376,0.418057874,0.249513077,0.05147468,0.049387869,0.146702838,0.015164162,0.058708959
05358028,Kreuzau,13-05-1990,11968,0.779328209,9327,0.437654122,0.43282942,0.059183017,0,0.041385226,0,0.019620457
05358028,Kreuzau,14-05-1995,12497,0.691525966,8642,0.46956723,0.389608887,0.038532747,0,0.078454062,0,0.01608424
05358028,Kreuzau,14-05-2000,13541,0.609113064,8248,0.473933075,0.340082444,0.083777886,0,0.058195926,0.007638215,0.023157129
05358028,Kreuzau,22-05-2005,13997,0.677573766,9484,0.551560523,0.275094897,0.058414171,0,0.051876845,0.007275411,0.037642345
05358028,Kreuzau,09-05-2010,14034,0.650634174,9131,0.412550652,0.275325813,0.071405103,0,0.115649984,0.045230533,0.060453401
05358028,Kreuzau,13-05-2012,14106,0.645470013,9105,0.33498078,0.327402526,0.078308622,0,0.099505766,0.017792422,0.122130697
05358028,Kreuzau,14-05-2017,14377,0.712735619,10247,0.391529228,0.279398848,0.120132722,0.067141602,0.051039329,0.038938226,0.038645457
05358028,Kreuzau,15-05-2022,14322,0.614997905,8808,0.420867393,0.235013624,0.057447775,0.055063579,0.144073569,0.015554042,0.062556767
05358032,Langerwehe,13-05-1990,9437,0.790929321,7464,0.412379421,0.455787781,0.050643087,0,0.053858521,0,0.019024652
05358032,Langerwehe,14-05-1995,9593,0.686438028,6585,0.46317388,0.397722096,0.031890661,0,0.077904328,0,0.020197418
05358032,Langerwehe,14-05-2000,10115,0.604053386,6110,0.411292962,0.39410802,0.095090016,0,0.05400982,0.005728314,0.025695581
05358032,Langerwehe,22-05-2005,10473,0.675737611,7077,0.497951109,0.31256182,0.05779285,0,0.05327116,0.012010739,0.045358203
05358032,Langerwehe,09-05-2010,10864,0.658597202,7155,0.372187282,0.332354997,0.070020964,0,0.096296296,0.048218029,0.064989518
05358032,Langerwehe,13-05-2012,10878,0.667677882,7263,0.280875671,0.375602368,0.067602919,0,0.098719537,0.019964202,0.136720363
05358032,Langerwehe,14-05-2017,11282,0.72451693,8174,0.350012234,0.323586983,0.111328603,0.071813066,0.051015415,0.034499633,0.043675067
05358032,Langerwehe,15-05-2022,11318,0.62943983,7124,0.392055025,0.272178551,0.064149354,0.059096013,0.130685008,0.013475576,0.059517125
05358036,"Linnich, Stadt",13-05-1990,9707,0.774286597,7516,0.475518893,0.399148483,0.047897818,0,0.046700373,0,0.017429484
05358036,"Linnich, Stadt",14-05-1995,9748,0.688961838,6716,0.472900536,0.392197737,0.026503871,0,0.085020846,0,0.012358547
05358036,"Linnich, Stadt",14-05-2000,9967,0.616735226,6147,0.471612169,0.368147064,0.077273467,0,0.046526761,0.006181877,0.013827884
05358036,"Linnich, Stadt",22-05-2005,10231,0.653015346,6681,0.538691813,0.309684179,0.046250561,0,0.04220925,0.007633588,0.036222122
05358036,"Linnich, Stadt",09-05-2010,10128,0.616508689,6244,0.431133889,0.299647662,0.063100577,0,0.078155029,0.047085202,0.065342729
05358036,"Linnich, Stadt",13-05-2012,10109,0.612424572,6191,0.34501696,0.352285576,0.06267162,0,0.076885802,0.015667905,0.129542885
05358036,"Linnich, Stadt",14-05-2017,10113,0.685058835,6928,0.374711316,0.329243649,0.100894919,0.066397229,0.039405312,0.029301386,0.047488453
05358036,"Linnich, Stadt",15-05-2022,10119,0.586322759,5933,0.466037418,0.235294118,0.052418675,0.059666273,0.1119164,0.00977583,0.056969493
05358040,Merzenich,13-05-1990,6357,0.751612396,4778,0.385516953,0.526580159,0.037044789,0,0.02344077,0,0.019673504
05358040,Merzenich,14-05-1995,6696,0.661887694,4432,0.387184116,0.474729242,0.027075812,0,0.087093863,0,0.016696751
05358040,Merzenich,14-05-2000,7269,0.557298115,4051,0.405578869,0.437176006,0.070846705,0,0.045174031,0.008392989,0.019254505
05358040,Merzenich,22-05-2005,7721,0.627897941,4848,0.51299505,0.33209571,0.044966997,0,0.040429043,0.008250825,0.043729373
05358040,Merzenich,09-05-2010,7790,0.602182285,4691,0.392027286,0.318269026,0.063099552,0,0.084203795,0.052440844,0.074184609
05358040,Merzenich,13-05-2012,7836,0.611919347,4795,0.306986444,0.364546403,0.068613139,0,0.084462982,0.015641293,0.140771637
05358040,Merzenich,14-05-2017,7813,0.673876872,5265,0.372459639,0.309021842,0.11320038,0.075023742,0.049002849,0.028679962,0.041215575
05358040,Merzenich,15-05-2022,7971,0.566679212,4517,0.432588001,0.245738322,0.057117556,0.071286252,0.118884215,0.014390082,0.051140137
05358044,"Nideggen, Stadt",13-05-1990,6349,0.74799181,4749,0.499263003,0.341545589,0.076647715,0,0.050115814,0,0.019793641
05358044,"Nideggen, Stadt",14-05-1995,6816,0.653902582,4457,0.489566973,0.34170967,0.041507741,0,0.091317029,0,0.023782814
05358044,"Nideggen, Stadt",14-05-2000,7508,0.581912627,4369,0.48065919,0.303501946,0.106202792,0,0.063172351,0.008697642,0.022888533
05358044,"Nideggen, Stadt",22-05-2005,7793,0.686385218,5349,0.57749112,0.22920172,0.070293513,0,0.058141709,0.008412787,0.039259675
05358044,"Nideggen, Stadt",09-05-2010,8013,0.623986023,5000,0.4232,0.237,0.088,0,0.1312,0.0472,0.059
05358044,"Nideggen, Stadt",13-05-2012,8029,0.640303898,5141,0.316086365,0.285353044,0.105815989,0,0.110873371,0.019062439,0.145107956
05358044,"Nideggen, Stadt",14-05-2017,8144,0.713408644,5810,0.402753873,0.254733219,0.131325301,0.070740103,0.058864028,0.034251291,0.0383821
05358044,"Nideggen, Stadt",15-05-2022,8417,0.618510158,5206,0.461966961,0.20399539,0.056089128,0.059930849,0.136573185,0.011525163,0.060315021
05358048,Niederzier,13-05-1990,8875,0.774422535,6873,0.366943111,0.52975411,0.041757602,0,0.033318784,0,0.016150153
05358048,Niederzier,14-05-1995,9183,0.674507242,6194,0.365837908,0.502260252,0.027768809,0,0.070067808,0,0.023248305
05358048,Niederzier,14-05-2000,9970,0.609729188,6079,0.345616055,0.479355157,0.076657345,0,0.041454187,0.005099523,0.037177167
05358048,Niederzier,22-05-2005,10512,0.653824201,6873,0.445802415,0.389640623,0.049177943,0,0.042630583,0.00742034,0.046704496
05358048,Niederzier,09-05-2010,10841,0.614887925,6666,0.358835884,0.384038404,0.050255026,0,0.072007201,0.04530453,0.072607261
05358048,Niederzier,13-05-2012,10859,0.619762409,6730,0.279346211,0.41961367,0.057355126,0,0.069985141,0.016939079,0.13640416
05358048,Niederzier,14-05-2017,10987,0.676799854,7436,0.316433566,0.370898332,0.102205487,0.084319527,0.036713287,0.034427111,0.04464766
05358048,Niederzier,15-05-2022,11086,0.548710085,6083,0.376294591,0.309551208,0.051454874,0.084662173,0.09534769,0.013644583,0.057373007
05358052,Nörvenich,13-05-1990,6673,0.760227784,5073,0.428346146,0.457717327,0.051448847,0,0.031342401,0,0.020303568
05358052,Nörvenich,14-05-1995,7519,0.633461897,4763,0.437959269,0.435859752,0.031702708,0,0.066974596,0,0.016166282
05358052,Nörvenich,14-05-2000,8242,0.562606164,4637,0.437567393,0.381065344,0.100064697,0,0.042484365,0.00776364,0.018546474
05358052,Nörvenich,22-05-2005,8440,0.632109005,5335,0.524461106,0.287535145,0.061105904,0,0.042549203,0.009372071,0.057544517
05358052,Nörvenich,09-05-2010,8451,0.60620045,5123,0.397228187,0.286550849,0.076908062,0,0.088815147,0.054460277,0.07807925
05358052,Nörvenich,13-05-2012,8424,0.605413105,5100,0.311764706,0.33627451,0.076078431,0,0.078431373,0.020980392,0.158235294
05358052,Nörvenich,14-05-2017,8436,0.682313893,5756,0.373002085,0.274322446,0.120048645,0.090687978,0.042216817,0.035788742,0.049513551
