ags,ags_name,election_date,eligible_voters,turnout,total_votes,cdu_csu,spd,fdp,afd,gruene,linke_pds,ad_demokraten,other
5382076,Windeck,2017-05-14,15192,0.634807794,9644,0.326182965,0.332912723,0.108307045,0.079284963,0.060672976,0.047528917,0.000210305,0.044900105
5512000,"Bottrop, krfr. Stadt",2017-05-14,88445,0.667725705,59057,0.274757481,0.380745895,0.095036506,0.110067528,0.039265759,0.043139204,0.002330922,0.054656703
5513000,"Gelsenkirchen, krfr. Stadt",2017-05-14,176670,0.58012679,102491,0.230237047,0.378858811,0.09164151,0.145880141,0.038699461,0.050051962,0.004919087,0.059711981
5515000,"Münster, krfr. Stadt",2017-05-14,231754,0.721821414,167285,0.316647719,0.278879526,0.135271367,0.037178724,0.124648874,0.068769511,0.000282705,0.038321574
5554004,"Ahaus, Stadt",2017-05-14,29137,0.687613687,20035,0.503799889,0.255674669,0.11379536,0.035230761,0.041270321,0.022749006,0.00140923,0.026070764
5554008,"Bocholt, Stadt",2017-05-14,55239,0.667644237,36880,0.43241468,0.299433482,0.108076302,0.051752922,0.048386655,0.026930129,0.000848409,0.032157421
5554012,"Borken, Stadt",2017-05-14,32010,0.681130897,21803,0.483498656,0.238342449,0.128256234,0.044034486,0.052053398,0.024195791,0.000139056,0.02947993
5554016,"Gescher, Stadt",2017-05-14,13465,0.692981805,9331,0.442401298,0.300054083,0.109464575,0.042401298,0.053001622,0.02401298,0.000216333,0.02844781
5554020,"Gronau (Westf.), Stadt",2017-05-14,32151,0.573792417,18448,0.407535373,0.30207305,0.106778546,0.064111001,0.042941757,0.040089942,0.001864648,0.034605682
5554024,Heek,2017-05-14,6251,0.755239162,4721,0.597433155,0.216256684,0.096898396,0.031871658,0.027165775,0.011336898,0.000213904,0.018823529
5554028,Heiden,2017-05-14,6439,0.73862401,4756,0.516108521,0.240144129,0.113607461,0.04472234,0.040271301,0.021407376,0,0.023738872
5554032,"Isselburg, Stadt",2017-05-14,7765,0.677527366,5261,0.413105959,0.325924507,0.105000958,0.050776011,0.046177429,0.027399885,0,0.031615252
5554036,Legden,2017-05-14,5305,0.725541942,3849,0.524071167,0.213762428,0.131868132,0.033228676,0.043956044,0.026425955,0.000261643,0.026425955
5554040,Raesfeld,2017-05-14,8847,0.761953204,6741,0.506421744,0.21744325,0.125896057,0.056600956,0.044205496,0.022998805,0.000149343,0.026284349
5554044,Reken,2017-05-14,11535,0.697529259,8046,0.496432595,0.2199274,0.121792465,0.067342596,0.041431969,0.024658906,0,0.028414069
5554048,"Rhede, Stadt",2017-05-14,14925,0.736348409,10990,0.485923888,0.273819349,0.100596057,0.038055938,0.057313159,0.018615314,0.000183402,0.025492893
5554052,Schöppingen,2017-05-14,4886,0.7253377,3544,0.537671233,0.207191781,0.123573059,0.034817352,0.04423516,0.019691781,0.000285388,0.032534247
5554056,"Stadtlohn, Stadt",2017-05-14,15221,0.722160173,10992,0.49646562,0.255209768,0.125493436,0.035894611,0.041494538,0.021298081,0.000275406,0.023868539
5554060,Südlohn,2017-05-14,6849,0.738355964,5057,0.527755591,0.204872204,0.14836262,0.035942492,0.034544728,0.023162939,0,0.025359425
5554064,"Velen, Stadt",2017-05-14,10044,0.707984867,7111,0.49314875,0.239299336,0.131939539,0.047040542,0.039694872,0.020483119,0,0.028393841
5554068,"Vreden, Stadt",2017-05-14,17303,0.729295498,12619,0.505159587,0.254539637,0.114390849,0.03487721,0.043036557,0.023038157,0.000159987,0.024798016
5558004,Ascheberg,2017-05-14,11837,0.728056095,8618,0.479578701,0.240491516,0.141837332,0.042715038,0.043651258,0.026331188,0.000234055,0.025160913
5558008,"Billerbeck, Stadt",2017-05-14,9128,0.742988606,6782,0.422700297,0.265430267,0.147626113,0.033976261,0.076409496,0.029080119,0.000148368,0.02462908
5558012,"Coesfeld, Stadt",2017-05-14,28863,0.700308353,20213,0.441587619,0.277134299,0.123464803,0.032551173,0.068996505,0.027808288,0.000149775,0.028307539
5558016,"Dülmen, Stadt",2017-05-14,36471,0.698061473,25459,0.414671845,0.30461319,0.118777743,0.048747622,0.052155992,0.031269816,0.000396322,0.02936747
5558020,Havixbeck,2017-05-14,9335,0.76464917,7138,0.391132448,0.28057046,0.12778876,0.03657159,0.099971759,0.032759108,0.000282406,0.030923468
5558024,"Lüdinghausen, Stadt",2017-05-14,19224,0.71150645,13678,0.432074221,0.263750828,0.128782858,0.048229144,0.062808335,0.031735513,0.000515426,0.032103674
5558028,Nordkirchen,2017-05-14,8086,0.724585704,5859,0.41838843,0.280130854,0.120695592,0.062844353,0.052341598,0.028409091,0.000516529,0.036673554
5558032,Nottuln,2017-05-14,15379,0.723844203,11132,0.403416795,0.278405496,0.147337973,0.042935913,0.065624153,0.031275423,0.000271174,0.030733074
5558036,"Olfen, Stadt",2017-05-14,10283,0.696392103,7161,0.42752086,0.265450431,0.121057842,0.068448593,0.045820959,0.038325555,0.000424268,0.032951492
5558040,Rosendahl,2017-05-14,8323,0.751652049,6256,0.529364311,0.22749274,0.128105841,0.031945789,0.041787673,0.016456922,0,0.024846725
5558044,Senden,2017-05-14,15914,0.715784844,11391,0.443686309,0.248560035,0.130615862,0.051395658,0.065928223,0.03207798,8.86132E-05,0.027647319
5562004,"Castrop-Rauxel, Stadt",2017-05-14,57510,0.601582334,34597,0.27896707,0.393256127,0.090805404,0.096683629,0.041410774,0.04676259,0.001842428,0.050271978
5562008,"Datteln, Stadt",2017-05-14,26705,0.619434563,16542,0.283603956,0.375534123,0.097912343,0.094188744,0.042973996,0.049688683,0.006226346,0.049871811
5562012,"Dorsten, Stadt",2017-05-14,59985,0.6641327,39838,0.354699663,0.334136261,0.107102107,0.083141053,0.040923959,0.039478689,0.001825604,0.038692665
5562014,"Gladbeck, Stadt",2017-05-14,54420,0.619128997,33693,0.260779361,0.384539058,0.091917734,0.126465813,0.032082506,0.049341512,0.005472368,0.049401648
5562016,"Haltern am See, Stadt",2017-05-14,30911,0.747662644,23111,0.393026803,0.299498801,0.117977773,0.064022663,0.057005884,0.034125082,0.00034866,0.033994334
5562020,"Herten, Stadt",2017-05-14,45143,0.625035997,28216,0.274122964,0.378362867,0.101370256,0.102625726,0.038489131,0.046308917,0.004089246,0.054630892
5562024,"Marl, Stadt",2017-05-14,64872,0.609939573,39568,0.27013672,0.389036817,0.091658559,0.115392493,0.034973629,0.043371396,0.005632649,0.049797737
5562028,"Oer-Erkenschwick, Stadt",2017-05-14,21732,0.62603534,13605,0.266478203,0.402097902,0.086891832,0.109135545,0.039354263,0.046793632,0.003273322,0.045975301
5562032,"Recklinghausen, Stadt",2017-05-14,88259,0.630473946,55645,0.282927007,0.360789158,0.101969262,0.103422592,0.046470225,0.050594049,0.002942993,0.050884715
5562036,"Waltrop, Stadt",2017-05-14,23543,0.670730153,15791,0.29987854,0.360352873,0.11001726,0.083551748,0.052163907,0.045707345,0.002045643,0.046282682
5566004,Altenberge,2017-05-14,7910,0.759039191,6004,0.434534786,0.243084661,0.130930427,0.033025985,0.093042749,0.037887678,0.000335289,0.027158424
5566008,"Emsdetten, Stadt",2017-05-14,27610,0.69297356,19133,0.396709902,0.320626384,0.100601076,0.040598967,0.066012865,0.043393441,0.000843615,0.031213751
5566012,"Greven, Stadt",2017-05-14,28122,0.647749093,18216,0.366461351,0.309527773,0.115032462,0.058820265,0.065978581,0.045335997,0.001109816,0.037733755
5566016,"Hörstel, Stadt",2017-05-14,15484,0.681671403,10555,0.471533825,0.305425318,0.084585207,0.042962396,0.041048703,0.025643479,0.000191369,0.028609702
5566020,Hopsten,2017-05-14,5679,0.723190703,4107,0.541543756,0.246066863,0.117502458,0.033923304,0.029744346,0.013520157,0.000245821,0.017453294
5566024,"Horstmar, Stadt",2017-05-14,4970,0.742857143,3692,0.507099945,0.250409612,0.103222283,0.034680502,0.052976516,0.026215183,0.00054615,0.024849809
5566028,"Ibbenbüren, Stadt",2017-05-14,39842,0.642964711,25617,0.347227142,0.395638997,0.08966033,0.049041603,0.052544574,0.038060377,0.000629748,0.027197229
5566032,Ladbergen,2017-05-14,5183,0.687632645,3564,0.345860413,0.356880475,0.129415089,0.041537157,0.074314778,0.027126307,0,0.024865781
5566036,Laer,2017-05-14,4988,0.740176423,3692,0.457923497,0.248087432,0.126502732,0.036885246,0.073224044,0.032240437,0.000273224,0.024863388
5566040,"Lengerich, Stadt",2017-05-14,16662,0.576881527,9612,0.298284391,0.397326597,0.104410062,0.053468056,0.073992211,0.036838228,0.000631512,0.035048942
5566044,Lienen,2017-05-14,6680,0.657035928,4389,0.345758061,0.360164647,0.115024011,0.036588155,0.077749828,0.036130803,0.000228676,0.02835582
5566048,Lotte,2017-05-14,10491,0.540558574,5671,0.282442748,0.398899343,0.092845731,0.076513403,0.071542695,0.047754305,0,0.030001775
5566052,Metelen,2017-05-14,4784,0.722198997,3455,0.480595273,0.280711993,0.094835133,0.045520864,0.047563467,0.018675226,0.000583601,0.031514444
5566056,Mettingen,2017-05-14,9423,0.680356574,6411,0.403090995,0.385743574,0.078694212,0.031067655,0.050307522,0.02838669,0.000473111,0.02223624
5566060,Neuenkirchen,2017-05-14,10569,0.711136342,7516,0.499127634,0.260501946,0.097033955,0.035028855,0.049657764,0.02321836,0.000402631,0.035028855
5566064,Nordwalde,2017-05-14,7239,0.727724824,5268,0.484407882,0.257509087,0.103309738,0.043810981,0.057585613,0.024870863,0.000573943,0.027931892
5566068,"Ochtrup, Stadt",2017-05-14,14366,0.680565223,9777,0.4491438,0.306065608,0.104910254,0.037548999,0.045801527,0.02362286,0.00030947,0.032597483
5566072,Recke,2017-05-14,8921,0.694540971,6196,0.472163265,0.322122449,0.072,0.030857143,0.05077551,0.022204082,0.000489796,0.029387755
5566076,"Rheine, Stadt",2017-05-14,57499,0.608323623,34978,0.409089597,0.30341942,0.111527918,0.049660944,0.045332564,0.037772327,0.000461694,0.042735536
5566080,Saerbeck,2017-05-14,5303,0.716198378,3798,0.455897981,0.261689692,0.113177471,0.041710946,0.066153029,0.028958555,0,0.032412327
5566084,"Steinfurt, Stadt",2017-05-14,25646,0.666224752,17086,0.388400496,0.305622751,0.119358074,0.043601392,0.068499616,0.038586347,0.000649006,0.035282318
5566088,"Tecklenburg, Stadt",2017-05-14,6981,0.707348517,4938,0.355773154,0.350469196,0.10995512,0.041615667,0.079763362,0.039167687,0.000203998,0.023051816
5566092,Westerkappeln,2017-05-14,8736,0.613095238,5356,0.292917847,0.439282342,0.092917847,0.046270066,0.066855524,0.034938621,0.000377715,0.026440038
5566096,Wettringen,2017-05-14,6098,0.723351919,4411,0.529061785,0.234782609,0.112814645,0.032723112,0.043935927,0.022883295,0,0.023798627
5570004,"Ahlen, Stadt",2017-05-14,37195,0.619115473,23028,0.341908202,0.365298212,0.100828121,0.076424985,0.035415382,0.038234517,0.00563827,0.036252313
5570008,"Beckum, Stadt",2017-05-14,27528,0.615119151,16933,0.36159273,0.35465742,0.102534975,0.060923114,0.045796963,0.041910798,0.001016382,0.031567619
5570012,Beelen,2017-05-14,4599,0.662317895,3046,0.426524492,0.256914362,0.122292569,0.052649117,0.065311563,0.032322559,0.000666445,0.043318894
5570016,"Drensteinfurt, Stadt",2017-05-14,12292,0.758460788,9323,0.428278024,0.276294455,0.12658091,0.045832883,0.069938385,0.024970273,0.000108096,0.027996973
5570020,"Ennigerloh, Stadt",2017-05-14,15445,0.661767562,10221,0.396979932,0.31243791,0.108484006,0.071130538,0.040830519,0.033677727,0.00069541,0.035763958
5570024,Everswinkel,2017-05-14,7425,0.762154882,5659,0.439466667,0.261866667,0.1408,0.041777778,0.061688889,0.030044444,0.000533333,0.023822222
5570028,"Oelde, Stadt",2017-05-14,21985,0.712758699,15670,0.411745704,0.308890037,0.110608606,0.050458716,0.05330146,0.031205582,0.000969117,0.032820778
5570032,Ostbevern,2017-05-14,8118,0.713722592,5794,0.462785428,0.234268782,0.137179711,0.040264947,0.065539481,0.029980826,0.000348614,0.029632212
5570036,"Sassenberg, Stadt",2017-05-14,10615,0.655204899,6955,0.452918061,0.269829719,0.110900888,0.054431669,0.044826081,0.02998108,0.000582157,0.036530345
5570040,"Sendenhorst, Stadt",2017-05-14,10308,0.715269693,7373,0.424989725,0.275928209,0.131661871,0.051102891,0.053020962,0.033155227,0.000137005,0.03000411
5570044,"Telgte, Stadt",2017-05-14,15233,0.742860894,11316,0.41334759,0.239953667,0.13810924,0.038670587,0.111913036,0.032968012,0.000356411,0.024681458
5570048,Wadersloh,2017-05-14,9674,0.719867687,6964,0.461973055,0.271765899,0.109952195,0.045487469,0.051716645,0.025641026,0,0.033463711
5570052,"Warendorf, Stadt",2017-05-14,29055,0.692032352,20107,0.419039952,0.277598873,0.130170071,0.045486565,0.06048103,0.031146221,0.001056657,0.03502063
5711000,"Bielefeld, krfr. Stadt",2017-05-14,237287,0.652248121,154770,0.266957896,0.322461213,0.110673614,0.067498563,0.098377997,0.083731651,0.001449616,0.048849449
5754004,"Borgholzhausen, Stadt",2017-05-14,6653,0.645723734,4296,0.299201503,0.34945984,0.108501644,0.062235791,0.091827149,0.046031,0.000234852,0.04250822
5754008,"Gütersloh, Stadt",2017-05-14,71018,0.616491594,43782,0.324523947,0.335856896,0.108459319,0.066820542,0.083162147,0.043462204,0.000577034,0.037137911
5754012,"Halle (Westf.), Stadt",2017-05-14,16135,0.654353889,10558,0.320929788,0.334513105,0.114501626,0.0607423,0.085230534,0.042471781,0.000382629,0.041228238
5754016,"Harsewinkel, Stadt",2017-05-14,17590,0.647185901,11384,0.410295164,0.288406828,0.105618777,0.067745377,0.054854196,0.032628023,0.001244666,0.03920697
5754020,Herzebrock-Clarholz,2017-05-14,11943,0.669262329,7993,0.427289956,0.265192672,0.127353127,0.056980417,0.054453569,0.031080227,0.000631712,0.03701832
5754024,Langenberg,2017-05-14,6344,0.690100883,4378,0.426062847,0.281885397,0.122227357,0.054990758,0.051987061,0.025184843,0,0.037661738
5754028,"Rheda-Wiedenbrück, Stadt",2017-05-14,32754,0.655645112,21475,0.388734517,0.286393821,0.131352141,0.058917722,0.059859652,0.037300429,0.001742571,0.035699148
5754032,"Rietberg, Stadt",2017-05-14,21528,0.684039391,14726,0.524237847,0.214295523,0.11157649,0.038931612,0.049024993,0.025542433,0.000617962,0.035773139
5754036,"Schloß Holte-Stukenbrock, Stadt",2017-05-14,20279,0.651067607,13203,0.407602876,0.261281934,0.127504972,0.072739789,0.055683035,0.02975371,0.000764877,0.044668808
5754040,Steinhagen,2017-05-14,15544,0.678332476,10544,0.324657927,0.336140082,0.13080088,0.058463305,0.073294422,0.040091857,0.000574108,0.035977418
5754044,"Verl, Stadt",2017-05-14,18667,0.664541705,12405,0.47247557,0.253664495,0.114983713,0.048534202,0.053175896,0.026221498,0.000732899,0.030211726
5754048,"Versmold, Stadt",2017-05-14,15490,0.592640413,9180,0.338290372,0.361202908,0.111478299,0.055518837,0.061136814,0.03602115,0.000550782,0.035800837
5754052,"Werther (Westf.), Stadt",2017-05-14,8617,0.711964721,6135,0.295547889,0.340561853,0.110727781,0.055199606,0.105799244,0.054706752,0.000985707,0.036471168
5758004,"Bünde, Stadt",2017-05-14,34863,0.593408485,20688,0.303280692,0.362734073,0.107417005,0.084486383,0.059991199,0.040825307,0.0013201,0.03994524
5758008,"Enger, Stadt",2017-05-14,15760,0.646256345,10185,0.306288435,0.37581829,0.099583416,0.069232295,0.069529855,0.040765721,0.000495933,0.038286054
5758012,"Herford, Stadt",2017-05-14,48598,0.584015803,28382,0.324498593,0.325175448,0.109401161,0.083930035,0.060738841,0.050977878,0.001959317,0.043318728
5758016,Hiddenhausen,2017-05-14,15644,0.665878292,10417,0.309438355,0.389853526,0.095450577,0.071975943,0.06149966,0.033756911,0.00038801,0.037637016
5758020,Kirchlengern,2017-05-14,12693,0.624675018,7929,0.318094752,0.381177372,0.090537607,0.071766058,0.057719321,0.040990933,0.000383093,0.039330865
5758024,"Löhne, Stadt",2017-05-14,30373,0.589833075,17915,0.300039635,0.390634732,0.091727535,0.077005832,0.054073948,0.045524036,0.000622841,0.04037144
5758028,Rödinghausen,2017-05-14,7709,0.632248022,4874,0.301643437,0.397961306,0.09714999,0.070522155,0.04992719,0.038485542,0.00020803,0.044102351
5758032,"Spenge, Stadt",2017-05-14,11626,0.664286943,7723,0.308769634,0.367408377,0.101439791,0.071858639,0.071204188,0.041753927,0.00078534,0.036780105
5758036,"Vlotho, Stadt",2017-05-14,14571,0.63255782,9217,0.311459246,0.354184926,0.115030675,0.069018405,0.070552147,0.039767748,0.000657318,0.039329535
5762004,"Bad Driburg, Stadt",2017-05-14,14875,0.638117647,9492,0.436535802,0.240557506,0.129907437,0.06436855,0.044260028,0.036918821,0.000425577,0.047026279
5762008,"Beverungen, Stadt",2017-05-14,10763,0.661525597,7120,0.49559534,0.256464905,0.101449275,0.05370844,0.036089798,0.028417164,0.000142086,0.028132992
5762012,"Borgentreich, Stadt",2017-05-14,7241,0.701836763,5082,0.506770211,0.248904819,0.097172441,0.061927519,0.034050179,0.021505376,0,0.029669454
5762016,"Brakel, Stadt",2017-05-14,12606,0.653101698,8233,0.470696646,0.242290208,0.120530778,0.062784126,0.043740017,0.030470574,0.00024573,0.029241922
5762020,"Höxter, Stadt",2017-05-14,23451,0.645558825,15139,0.441594871,0.275228745,0.107259734,0.062312162,0.048286916,0.034595605,0.00106859,0.029653376
5762024,"Marienmünster, Stadt",2017-05-14,4092,0.718963832,2942,0.520590254,0.241935484,0.090253946,0.054907344,0.043582704,0.028140014,0.000343171,0.020247083
5762028,"Nieheim, Stadt",2017-05-14,4926,0.69589931,3428,0.447461629,0.291027155,0.099763872,0.059622196,0.036599764,0.030401417,0.000295159,0.034828808
5762032,"Steinheim, Stadt",2017-05-14,10015,0.661907139,6629,0.399480599,0.309349221,0.118240147,0.064008555,0.040941033,0.029178124,0.000458295,0.038344027
5762036,"Warburg, Stadt",2017-05-14,18591,0.644397827,11980,0.444961503,0.259920467,0.102800575,0.071748879,0.05195025,0.038497335,0.000253829,0.029867163
5762040,"Willebadessen, Stadt",2017-05-14,6350,0.648976378,4121,0.445403007,0.288636924,0.10475721,0.070002465,0.033768795,0.025881193,0,0.031550407
5766004,Augustdorf,2017-05-14,6740,0.561424332,3784,0.348606645,0.300375134,0.092979636,0.085476956,0.033762058,0.03778135,0.002143623,0.098874598
5766008,"Bad Salzuflen, Stadt",2017-05-14,40506,0.623018812,25236,0.307224335,0.329437663,0.136281769,0.08304983,0.051991195,0.040264158,0.001080648,0.050670402
5766012,"Barntrup, Stadt",2017-05-14,6794,0.610244333,4146,0.325433667,0.374053262,0.094307354,0.067432201,0.048863914,0.035914977,0,0.053994625
5766016,"Blomberg, Stadt",2017-05-14,12092,0.639182931,7729,0.274895178,0.412866876,0.102332285,0.059093291,0.055293501,0.044549266,0.000131027,0.050838574
5766020,"Detmold, Stadt",2017-05-14,56635,0.633212678,35862,0.277591502,0.354512412,0.112535572,0.064861514,0.073314361,0.054013694,0.000197233,0.062973712
5766024,Dörentrup,2017-05-14,6286,0.643970729,4048,0.272158237,0.386079119,0.121932899,0.067601402,0.063345018,0.040811217,0,0.048072108
5766028,Extertal,2017-05-14,9473,0.595376333,5640,0.304737976,0.35086145,0.144292893,0.079684135,0.042893037,0.033201723,0.000717875,0.043610912
5766032,"Horn-Bad Meinberg, Stadt",2017-05-14,13327,0.633525925,8443,0.297054598,0.365421456,0.11039272,0.067528736,0.05783046,0.046455939,0.000239464,0.055076628
5766036,Kalletal,2017-05-14,11100,0.63045045,6998,0.306442252,0.396546721,0.086912362,0.076755659,0.04759141,0.03525827,0.000145096,0.05034823
5766040,"Lage, Stadt",2017-05-14,26464,0.621939238,16459,0.291802673,0.334421383,0.106362013,0.087085053,0.057091827,0.03719899,0.000369526,0.085668535
5766044,"Lemgo, Stadt",2017-05-14,32177,0.65500202,21076,0.299711816,0.348174832,0.111479347,0.067915466,0.070268972,0.042170989,0.001008646,0.059269933
5766048,Leopoldshöhe,2017-05-14,12682,0.70698628,8966,0.303033721,0.339912033,0.115258825,0.084696064,0.056388858,0.03157776,0,0.069132739
5766052,"Lügde, Stadt",2017-05-14,7742,0.613278223,4748,0.349223239,0.380080868,0.091508832,0.064694616,0.047669717,0.024898915,0.000212811,0.041711002
5766056,"Oerlinghausen, Stadt",2017-05-14,13219,0.6945306,9181,0.283110037,0.339446519,0.137931034,0.076103668,0.073248408,0.041071821,0.000219635,0.048868878
5766060,"Schieder-Schwalenberg, Stadt",2017-05-14,6745,0.61971831,4180,0.258536585,0.42097561,0.117073171,0.075609756,0.054146341,0.033414634,0.00097561,0.039268293
5766064,Schlangen,2017-05-14,7202,0.654679256,4715,0.315168419,0.355717657,0.113709504,0.075949367,0.050203819,0.041836516,0,0.047414718
5770004,"Bad Oeynhausen, Stadt",2017-05-14,37622,0.586385625,22061,0.326842009,0.348194648,0.108046188,0.076567082,0.061400293,0.041468109,0.001053886,0.036427786
5770008,"Espelkamp, Stadt",2017-05-14,18196,0.545559464,9927,0.394504819,0.290239902,0.08683617,0.110211195,0.03865081,0.037830634,0.002050441,0.03967603
5770012,Hille,2017-05-14,12721,0.684537379,8708,0.328039875,0.396893474,0.109307987,0.052741393,0.047872957,0.028399212,0.00023183,0.036513272
5770016,Hüllhorst,2017-05-14,10342,0.657609747,6801,0.33838609,0.388021994,0.09362461,0.063753901,0.045474811,0.03328875,0.000297221,0.037152623
5770020,"Lübbecke, Stadt",2017-05-14,19917,0.607420796,12098,0.317927288,0.379022148,0.103719181,0.063936481,0.053740075,0.045549519,0.000919348,0.035185959
5770024,"Minden, Stadt",2017-05-14,61110,0.588839797,35984,0.27171317,0.388912304,0.105622524,0.07505128,0.06856051,0.051729467,0.000421479,0.037989266
5770028,"Petershagen, Stadt",2017-05-14,20441,0.642483244,13133,0.329368429,0.380170363,0.098150564,0.06630343,0.058245722,0.032691275,0.00023022,0.034839997
5770032,"Porta Westfalica, Stadt",2017-05-14,28561,0.627464024,17921,0.283860045,0.382336343,0.114672686,0.075677201,0.05993228,0.041591422,0.000451467,0.041478555
5770036,"Preußisch Oldendorf, Stadt",2017-05-14,9774,0.613157356,5993,0.351629792,0.352980915,0.101672015,0.076676237,0.041884817,0.035466982,0.000675562,0.03901368
5770040,"Rahden, Stadt",2017-05-14,12403,0.627509474,7783,0.470274489,0.264732666,0.098868219,0.063743983,0.044750878,0.02731885,0,0.030310915
5770044,Stemwede,2017-05-14,10523,0.599923976,6313,0.450024065,0.258783892,0.121931654,0.052783571,0.054708808,0.029359859,0.000802182,0.031605968
5774004,Altenbeken,2017-05-14,7203,0.640288769,4612,0.450262927,0.250876424,0.115030675,0.071428571,0.041849255,0.03878177,0.000219106,0.031551271
5774008,"Bad Lippspringe, Stadt",2017-05-14,11709,0.590742164,6917,0.405421245,0.271208791,0.121318681,0.072234432,0.050549451,0.043516484,0.000586081,0.035164835
5774012,Borchen,2017-05-14,10359,0.709334878,7348,0.414597338,0.259020442,0.105501441,0.067498971,0.076416518,0.047743175,0,0.029222116
5774016,"Büren, Stadt",2017-05-14,16656,0.637728146,10622,0.47824848,0.236417173,0.11768617,0.071048632,0.032959726,0.032484802,9.49848E-05,0.03106003
5774020,"Delbrück, Stadt",2017-05-14,23587,0.655912155,15471,0.550821389,0.175600497,0.1279534,0.058969828,0.036258917,0.025067086,0.000196348,0.025132535
5774024,Hövelhof,2017-05-14,12568,0.669557607,8415,0.517092479,0.194914238,0.11143097,0.060693295,0.055055775,0.029986806,0.000719683,0.030106753
5774028,"Lichtenau, Stadt",2017-05-14,8438,0.722446077,6096,0.476222148,0.233288992,0.113734619,0.063851014,0.047721982,0.027934819,0.000166279,0.037080146
5774032,"Paderborn, Stadt",2017-05-14,109681,0.618329519,67819,0.378652924,0.24306652,0.119857607,0.072432899,0.077065149,0.06044267,0.000640472,0.047841759
5774036,"Salzkotten, Stadt",2017-05-14,19240,0.685602911,13191,0.468620848,0.222026634,0.117174346,0.068727996,0.053114955,0.037808051,0.000382673,0.032144497
5774040,"Bad Wünnenberg, Stadt",2017-05-14,9472,0.67578125,6401,0.51563981,0.203159558,0.121327014,0.060505529,0.038230648,0.031279621,0.000157978,0.029699842
5911000,"Bochum, krfr. Stadt",2017-05-14,274050,0.654453567,179353,0.252673714,0.353155743,0.103069767,0.08686117,0.072186047,0.074559549,0.001680056,0.055813953
5913000,"Dortmund, krfr. Stadt",2017-05-14,415351,0.620109257,257563,0.243213583,0.368563388,0.102895642,0.082993,0.073057356,0.067139083,0.001908741,0.060229206
5914000,"Hagen, krfr. Stadt",2017-05-14,133010,0.601789339,80044,0.291853947,0.345184587,0.112683703,0.103984647,0.044505328,0.046134034,0.002095854,0.053557901
5915000,"Hamm, krfr. Stadt",2017-05-14,126970,0.630329999,80033,0.297334158,0.39496382,0.090898759,0.084774016,0.042203897,0.043302562,0.002601437,0.043921351
5916000,"Herne, krfr. Stadt",2017-05-14,112340,0.592228948,66531,0.236627145,0.392300893,0.09226127,0.113124448,0.047288854,0.05349142,0.002834588,0.062071383
5954004,"Breckerfeld, Stadt",2017-05-14,7059,0.699532512,4938,0.36042475,0.314682459,0.122115581,0.069838677,0.055952624,0.030426792,0.000816827,0.045742291
5954008,"Ennepetal, Stadt",2017-05-14,22800,0.642807018,14656,0.307851098,0.338058212,0.130255281,0.088075415,0.046308402,0.041560586,0.001376178,0.046514828
5954012,"Gevelsberg, Stadt",2017-05-14,23544,0.662079511,15588,0.259254457,0.398444084,0.124408428,0.074619125,0.052188006,0.041750405,0.000842788,0.048492707
5954016,"Hattingen, Stadt",2017-05-14,43691,0.66949715,29251,0.289159545,0.35157953,0.119615238,0.078059583,0.059132902,0.052558735,0.001280233,0.048614235
5954020,"Herdecke, Stadt",2017-05-14,18831,0.71339812,13434,0.270310857,0.361465686,0.143490014,0.068553837,0.067652801,0.0489563,0.000525604,0.039044902
5954024,"Schwelm, Stadt",2017-05-14,21161,0.642408204,13594,0.301495202,0.337424682,0.134196236,0.077810013,0.053261921,0.049691289,0.001636539,0.044484118
5954028,"Sprockhövel, Stadt",2017-05-14,20834,0.722136892,15045,0.296030093,0.331430107,0.154900249,0.071807617,0.062269094,0.039497548,0.000268691,0.043796601
5954032,"Wetter (Ruhr), Stadt",2017-05-14,21175,0.682361275,14449,0.268502341,0.381438256,0.115451814,0.069466769,0.067509959,0.04857083,0.00195681,0.047103222
5954036,"Witten, Stadt",2017-05-14,74299,0.64595755,47994,0.240247012,0.370750522,0.109553818,0.079035555,0.075958438,0.061458048,0.001159188,0.061837419
5958004,"Arnsberg, Stadt",2017-05-14,57039,0.63190098,36043,0.369894819,0.318926933,0.120845921,0.065961732,0.046659953,0.037204879,0.00069934,0.039806423
5958008,Bestwig,2017-05-14,7961,0.678181133,5399,0.445713216,0.289404717,0.101647323,0.049045301,0.029764133,0.027330588,0.005990266,0.051104455
5958012,"Brilon, Stadt",2017-05-14,20309,0.666650254,13539,0.463925234,0.253084112,0.114841121,0.071401869,0.026616822,0.033420561,0.000672897,0.036037383
5958016,Eslohe (Sauerland),2017-05-14,6890,0.71988389,4960,0.563529173,0.180931084,0.147794267,0.03821915,0.028054483,0.015653588,0.001016467,0.024801789
5958020,"Hallenberg, Stadt",2017-05-14,3461,0.69026293,2389,0.588459907,0.159949088,0.120916419,0.059397539,0.020364871,0.013152312,0,0.037759864
5958024,"Marsberg, Stadt",2017-05-14,16033,0.636499719,10205,0.42453111,0.303562568,0.096556515,0.066984221,0.038999702,0.037808872,0.000595415,0.030961596
5958028,"Medebach, Stadt",2017-05-14,6126,0.663565132,4065,0.609281437,0.131487026,0.112275449,0.047654691,0.020459082,0.016217565,0,0.06262475
