ags,GEN,total_22,german_born,turkish_born,italian_born
033575403002,Alfstedt,848,0.95754717,0,0
033575403004,Basdahl,1451,0.929703653,0,0
033575403012,Ebersdorf,1062,0.946327684,0,0
033575403027,Hipstedt,1210,0.928099174,0,0.004132231
033575403035,Oerel,1892,0.908033827,0.002114165,0
033575404003,Anderlingen,832,0.959134615,0,0
033575404011,Deinstedt,645,0.941085271,0,0
033575404014,Farven,618,0.928802589,0,0.004854369
033575404036,Ostereistedt,951,0.94637224,0,0
033575404038,Rhade,1072,0.900186567,0,0
033575404040,Sandbostel,791,0.946902655,0,0
033575404042,Seedorf (Landkreis Rotenburg (Wümme)),727,0.936726272,0,0
033575404043,Selsingen,3591,0.920913395,0,0
033575405017,Groß Meckelsen,521,0.92706334,0.009596929,0
033575405019,Hamersen,535,0.942056075,0,0
033575405029,Kalbe,611,0.937806874,0,0
033575405032,Klein Meckelsen,927,0.937432578,0,0
033575405034,Lengenbostel,482,0.923236515,0,0
033575405044,Sittensen,5877,0.874255573,0.007486813,0.000680619
033575405048,Tiste,876,0.912100457,0.00456621,0
033575405050,Vierden,765,0.956862745,0,0
033575405056,Wohnste,794,0.934508816,0,0
033575406001,Ahausen,1890,0.915343915,0.001587302,0
033575406005,Bötersen,1046,0.921606119,0,0
033575406020,Hassendorf,1173,0.856777494,0.011935209,0.002557545
033575406022,Hellwege,1096,0.937043796,0.002737226,0
033575406028,Horstedt (Landkreis Rotenburg (Wümme)),1266,0.935229068,0.002369668,0
033575406037,Reeßum,1753,0.921277809,0.001711352,0
033575406045,Sottrum,6259,0.841348458,0.008947116,0.00095862
033575407007,Breddorf,1013,0.949654492,0,0
033575407010,Bülstedt,734,0.950953678,0,0
033575407026,Hepstedt,1050,0.941904762,0,0
033575407030,Kirchtimke,922,0.945770065,0,0
033575407047,Tarmstedt,4008,0.865269461,0.003742515,0.001996008
033575407052,Vorwerk,1013,0.923000987,0,0.005923001
033575407053,Westertimke,455,0.883516484,0,0
033575407055,Wilstedt,1689,0.935464772,0,0.001776199
033575408013,Elsdorf,1999,0.924462231,0.003001501,0.00150075
033575408018,Gyhum,2400,0.890416667,0.00125,0.00125
033575408021,Heeslingen,4856,0.934102142,0.001235585,0
033575408057,"Zeven, Stadt",13453,0.815803167,0.007953616,0.002304319
033580002002,Bispingen,6524,0.905119559,0.001072961,0.001992643
033580008008,"Bad Fallingbostel, Stadt",12901,0.795519727,0.011937059,0.002325401
033580016016,"Munster, Stadt",15019,0.828949997,0.003595446,0.001731141
033580017017,Neuenkirchen (Landkreis Soltau0Fallingbostel),5529,0.900343643,0.001085187,0.001266052
033580019019,"Schneverdingen, Stadt",18824,0.88859966,0.005737357,0.001434339
033580021021,"Soltau, Stadt",22122,0.815929844,0.012973511,0.001943766
033580023023,Wietzendorf,4144,0.89261583,0,0.000965251
033580024024,"Walsrode, Stadt",31007,0.861579643,0.010352501,0.002580063
033585401001,"Ahlden (Aller), Flecken",1583,0.878711308,0,0.00315856
033585401006,Eickeloh,818,0.925427873,0,0
033585401011,Grethem,665,0.912781955,0.006015038,0
033585401012,Hademstorf,877,0.874572406,0,0
033585401014,Hodenhagen,3121,0.829862224,0.028196091,0.004485742
033585402003,Böhme,922,0.944685466,0,0
033585402009,Frankenfeld,531,0.915254237,0.005649718,0
033585402013,Häuslingen,805,0.873291925,0,0
033585402018,"Rethem (Aller), Stadt",2299,0.879512832,0.040887342,0.001304915
033585403005,Buchholz (Aller),2156,0.9067718,0.004638219,0.002319109
033585403007,Essel,1223,0.894521668,0.002452984,0.002452984
033585403010,Gilten,1259,0.910246227,0.002382844,0
033585403015,Lindwedel,2700,0.868148148,0,0.001111111
033585403020,Schwarmstedt,5700,0.806315789,0.009649123,0.00122807
033589501501,"Osterheide, gemfr. Bezirk",2042,0.219392752,0.085210578,0.001958864
033590010010,"Buxtehude, Hansestadt",39950,0.830813517,0.010813517,0.002428035
033590013013,Drochtersen,11138,0.898186389,0.003232178,0.000538696
033590028028,Jork,11674,0.841185541,0.021843413,0.00188453
033590038038,"Stade, Hansestadt",47852,0.782057176,0.018494525,0.001546435
033595401003,Apensen,4382,0.89023277,0.005020539,0.000684619
033595401006,Beckdorf,2771,0.925658607,0.002887044,0
033595401037,Sauensiek,2524,0.923534073,0.003961965,0.001980983
033595402011,Deinste,2110,0.900473934,0.006635071,0
033595402017,Fredenbeck,6244,0.896380525,0.004324151,0.000960922
033595402031,Kutenholz,4533,0.903816457,0.000661813,0
033595403002,Ahlerstedt,5374,0.933196874,0.000558243,0
033595403005,Bargstedt (Landkreis Stade),2089,0.926759215,0.001436094,0
033595403008,Brest,795,0.950943396,0.005031447,0
033595403023,"Harsefeld, Flecken",14452,0.863063936,0.004013285,0.000484362
033595405001,Agathenburg,1330,0.84887218,0.011278195,0
033595405007,Bliedersdorf,1832,0.901200873,0.00709607,0
033595405012,Dollern,2225,0.896629213,0.004044944,0
033595405027,"Horneburg, Flecken",6533,0.8685137,0.011174039,0.001071483
033595405034,Nottensdorf,1597,0.892924233,0.003757044,0.001878522
033595406020,Grünendeich,1827,0.916803503,0.004926108,0.001642036
033595406021,Guderhandviertel,1088,0.886948529,0.006433824,0.003676471
033595406026,Hollern0Twielenfleth,3240,0.88117284,0.008333333,0.002160494
033595406032,Mittelnkirchen,1071,0.871148459,0.013071895,0
033595406033,Neuenkirchen (Landkreis Stade),839,0.891537545,0.00476758,0
033595406039,Steinkirchen (Landkreis Stade),1763,0.874078276,0.010777085,0.00226886
033595407004,Balje,972,0.864197531,0,0
033595407018,"Freiburg (Elbe), Flecken",1775,0.896901408,0,0
033595407030,Krummendeich,470,0.9,0.006382979,0
033595407035,Oederquart,984,0.942073171,0,0
033595407040,Wischhafen,2863,0.93573175,0.001397136,0.001047852
033595409009,Burweg,1015,0.936945813,0,0
033595409014,Düdenbüttel,1009,0.890981169,0.004955401,0
033595409015,Engelschoff,756,0.931216931,0.003968254,0
033595409016,Estorf,1462,0.950752394,0,0
033595409019,Großenwörden,472,0.934322034,0,0
033595409022,Hammah,3115,0.847512039,0.001605136,0.000963082
033595409024,Heinbockel,1433,0.908583391,0,0
033595409025,Himmelpforten,5317,0.875869851,0.000752304,0.000564228
033595409029,Kranenburg,750,0.942666667,0,0
033595409036,Oldendorf,2997,0.892225559,0,0.001001001
033600004004,Bienenbüttel,6579,0.906064751,0.001671987,0.001519988
033600025025,"Uelzen, Hansestadt",32680,0.81502448,0.006364749,0.001499388
033605404015,Oetzen,1091,0.949587534,0,0
033605404016,Rätzlingen,453,0.900662252,0,0
033605404018,Rosche,2013,0.907103825,0.003477397,0
033605404022,Stoetze,604,0.913907285,0,0
033605404024,Suhlendorf,2337,0.922550278,0.001283697,0
033605405007,Eimke,847,0.92325856,0,0.003541913
033605405009,Gerdau,1422,0.936708861,0,0
033605405023,Suderburg,4301,0.916066031,0.003487561,0
033605407001,Altenmedingen,1409,0.930447126,0.00212917,0
033605407002,"Bad Bevensen, Stadt",9090,0.865016502,0.002640264,0.002090209
033605407003,Barum,726,0.946280992,0,0
033605407006,"Ebstorf, Klosterflecken",5316,0.892400301,0.000564334,0.000940557
033605407008,Emmendorf,706,0.943342776,0,0.004249292
033605407010,Hanstedt,910,0.947252747,0,0
033605407011,Himbergen,1689,0.923623446,0.003552398,0
033605407012,Jelmstorf,736,0.88451087,0,0
033605407014,Natendorf,727,0.902338377,0,0
033605407017,Römstedt,799,0.936170213,0,0
033605407019,Schwienau,673,0.913818722,0,0
033605407026,Weste,928,0.932112069,0.003232759,0
033605407029,Wriedel,2285,0.909846827,0.00131291,0.00131291
033605408005,"Bad Bodenteich, Flecken",3809,0.8734576,0.003938041,0.001575217
033605408013,Lüder,1178,0.922750424,0,0
033605408020,Soltendieck,1055,0.906161137,0,0
033605408030,Wrestedt,6177,0.925853974,0.002428363,0.000809454
033610001001,"Achim, Stadt",32176,0.83841994,0.021164843,0.001429637
033610003003,Dörverden,8737,0.811834726,0.016138263,0.001259013
033610005005,Kirchlinteln,10096,0.895998415,0.001683835,0.000891442
033610006006,"Langwedel, Flecken",14304,0.889401566,0.008459172,0.000908837
033610008008,"Ottersberg, Flecken",13139,0.879290661,0.016896263,0.000837202
033610009009,Oyten,16080,0.870584577,0.010136816,0.000932836
033610012012,"Verden (Aller), Stadt",26950,0.776697588,0.018070501,0.003191095
033615401002,Blender,2865,0.896684119,0,0
033615401004,Emtinghausen,1487,0.910558171,0,0
033615401010,Riede,2949,0.922346558,0,0.001017294
033615401013,Thedinghausen,7897,0.881980499,0.008484235,0.001139673
034010000000,"Delmenhorst, Stadt",80845,0.75042365,0.036390624,0.001484322
034020000000,"Emden, Stadt",48920,0.845850368,0.00598937,0.002636958
034030000000,"Oldenburg (Oldenburg), Stadt",172759,0.832714938,0.011055864,0.001921752
034040000000,"Osnabrück, Stadt",164898,0.783405499,0.015882546,0.003311138
034050000000,"Wilhelmshaven, Stadt",75366,0.828304541,0.007974418,0.001552424
034510001001,Apen,11608,0.91540317,0.000861475,0.000430737
034510002002,Bad Zwischenahn,29440,0.870346467,0.009442935,0.001188859
034510004004,Edewecht,22455,0.876998441,0.006412826,0.000623469
034510005005,Rastede,22555,0.89886943,0.005275992,0.001418754
034510007007,"Westerstede, Stadt",23674,0.862211709,0.00587142,0.000591366
034510008008,Wiefelstede,16229,0.896912934,0.003142523,0.00129398
034520001001,"Aurich, Stadt",41631,0.875045039,0.007206168,0.001104946
034520002002,Baltrum,562,0.741992883,0.005338078,0
034520006006,Großefehn,14014,0.945483088,0.001498501,0.000285429
034520007007,Großheide,8448,0.971117424,0,0.000591856
034520011011,Hinte,7201,0.928343286,0.001249826,0.000555478
034520012012,Ihlow (Landkreis Aurich),12337,0.955337602,0,0.000243171
034520013013,"Juist, Inselgemeinde",1186,0.652613828,0.003372681,0.004215852
034520014014,Krummhörn,11480,0.95087108,0.000261324,0.00130662
034520019019,"Norden, Stadt",24865,0.866800724,0.005670621,0.002614116
034520020020,"Norderney, Stadt",5367,0.772125955,0.005030743,0.010434135
034520023023,Südbrookmerland,18206,0.956442931,0.001373174,0.000274635
034520025025,"Wiesmoor, Stadt",13833,0.930094701,0.000867491,0.000722909
034520027027,Dornum,4349,0.923200736,0,0.00114969
034525401015,Leezdorf,1775,0.974647887,0.001690141,0.001690141
034525401017,"Marienhafe, Flecken",2465,0.906288032,0.003245436,0
034525401021,Osteel,2045,0.97603912,0.001466993,0
034525401022,Rechtsupweg,2020,0.963861386,0.001485149,0.001485149
034525401024,Upgant0Schott,3622,0.95057979,0.001104362,0
034525401026,Wirdum,941,0.964930925,0,0
034525403003,Berumbur,2619,0.963726613,0.001145475,0.0015273
034525403008,"Hage, Flecken",6463,0.947083398,0.000618908,0.001547269
034525403009,Hagermarsch,395,0.959493671,0,0
034525403010,Halbemond,975,0.964102564,0,0.003076923
034525403016,Lütetsburg,716,0.92877095,0,0.004189944
034530001001,Barßel,13516,0.875258952,0.004957088,0.001035809
034530002002,Bösel,8525,0.780058651,0.003636364,0.001290323
034530003003,Cappeln (Oldenburg),8546,0.658319682,0.001404166,0.00093611
034530004004,"Cloppenburg, Stadt",35988,0.677253529,0.010725797,0.001528287
034530005005,Emstek,12345,0.778776833,0.00291616,0.002754151
034530006006,Essen (Oldenburg),9274,0.718675868,0.002372223,0.000539142
034530007007,"Friesoythe, Stadt",22200,0.813513514,0.003693694,0.000585586
034530008008,Garrel,14703,0.75596817,0.006189213,0.000952187
034530009009,Lastrup,7541,0.833576449,0.001193476,0.000928259
034530010010,Lindern (Oldenburg),5041,0.812735568,0.00178536,0.00059512
034530011011,"Löningen, Stadt",14282,0.803528918,0.004201092,0.001260328
034530012012,Molbergen,9156,0.728811708,0.001201398,0.001201398
034530013013,Saterland,14291,0.814638584,0.007347282,0.000909663
034540010010,Emsbüren,10704,0.85211136,0.001307922,0.000560538
034540014014,Geeste,11669,0.86725512,0.001285457,0.00119976
034540018018,"Haren (Ems), Stadt",24152,0.799602517,0.00149056,0.000910898
034540019019,"Haselünne, Stadt",13205,0.877773571,0.001893222,0.001514578
034540032032,"Lingen (Ems), Stadt",55092,0.829467073,0.004646773,0.001288753
034540035035,"Meppen, Stadt",36429,0.833703917,0.002662714,0.001921546
034540041041,"Papenburg, Stadt",36770,0.774462877,0.008240413,0.002801197
034540044044,Rhede (Ems),4314,0.852804822,0,0.002781641
034540045045,Salzbergen,7852,0.890855833,0.002037697,0.001400917
034540054054,Twist,9689,0.829703788,0.000928888,0.000825679
034545401007,Dersum,1469,0.875425459,0,0.002722941
034545401008,Dörpen,5323,0.781889912,0.002630096,0.001127184
034545401020,Heede (Landkreis Emsland),2518,0.782366958,0.002382844,0.001191422
034545401025,Kluse,1758,0.825369738,0,0
034545401030,Lehe (Landkreis Emsland),986,0.870182556,0,0
034545401037,Neubörger,1550,0.865806452,0,0.001935484
034545401038,Neulehe,836,0.866028708,0,0
034545401056,Walchum,1649,0.864766525,0.002425713,0
034545401060,Wippingen,994,0.903420523,0.004024145,0
034545402001,Andervenne,908,0.918502203,0,0
034545402003,Beesten,1689,0.934280639,0,0
034545402012,"Freren, Stadt",4828,0.785418393,0.001242751,0.001035626
034545402036,Messingen,1046,0.922562141,0.002868069,0
034545402053,Thuine,1722,0.895470383,0.00174216,0
034545403009,Dohren (Landkreis Emsland),1164,0.951890034,0,0
034545403021,Herzlake,4606,0.773339123,0.001085541,0.000651324
034545403026,Lähden,4612,0.843451865,0.000650477,0.000650477
034545404013,Fresenburg,938,0.879530917,0.00533049,0
034545404029,Lathen,6588,0.71523983,0.00531269,0.000758956
034545404039,Niederlangen,1299,0.883756736,0,0
034545404040,Oberlangen,987,0.865248227,0.006079027,0
034545404043,Renkenberge,673,0.918276374,0,0
034545404052,Sustrum,1311,0.793287567,0.00228833,0.00228833
034545405002,Bawinkel,2517,0.891140246,0.001589193,0
034545405015,Gersten,1172,0.906996587,0,0
034545405017,Handrup,837,0.924731183,0,0
034545405028,Langen,1451,0.931082012,0.00206754,0
034545405031,Lengerich,2787,0.862935056,0.001076426,0
034545405059,Wettrup,513,0.972709552,0,0
034545406004,Bockhorst,994,0.895372233,0.00804829,0
034545406006,Breddenberg,824,0.837378641,0,0
034545406011,Esterwegen,5289,0.817356778,0.013424088,0
034545406022,Hilkenbrook,771,0.887159533,0,0
034545406051,Surwold,4263,0.850574713,0.002814919,0
034545407005,Börger,2888,0.842797784,0.002077562,0
034545407016,Groß Berßen,683,0.932650073,0,0
034545407023,Hüven,551,0.900181488,0,0
034545407024,Klein Berßen,1160,0.910344828,0,0.002586207
034545407047,Sögel,7612,0.639910667,0.000788229,0.000656858
034545407048,Spahnharrenstätte,1558,0.86970475,0.001925546,0.001925546
034545407050,Stavern,1045,0.941626794,0,0
034545407058,Werpeloh,1138,0.851493849,0,0
034545408034,Lünne,2047,0.881289692,0.001954079,0.001465559
034545408046,Schapen,2416,0.867135762,0,0
034545408049,Spelle,9702,0.77458256,0.006184292,0.002061431
034545409027,Lahn,868,0.857142857,0,0
034545409033,Lorup,3293,0.759489827,0,0
034545409042,Rastdorf,1082,0.811460259,0,0
034545409055,Vrees,1951,0.786263455,0,0
034545409057,"Werlte, Stadt",10204,0.732849863,0.000294002,0.000294002
034550007007,"Jever, Stadt",14580,0.923799726,0.000891632,0.002331962
034550014014,Sande,8588,0.910922217,0.003143922,0.000465766
034550015015,"Schortens, Stadt",20718,0.921807124,0.002606429,0.000772275
034550020020,Wangerland,9084,0.924702774,0.003742845,0.002421841
034550021021,"Wangerooge, Nordseebad",1069,0.798877456,0.003741815,0.011225444
034550025025,Bockhorn (Landkreis Friesland),9007,0.93771511,0.001443322,0.001110248
034550026026,"Varel, Stadt",24560,0.903298046,0.003013029,0.001587948
034550027027,Zetel,12046,0.929022082,0.006475178,0.00033206
034560001001,"Bad Bentheim, Stadt",16482,0.739291348,0.009828904,0.002184201
034560015015,"Nordhorn, Stadt",55724,0.800462996,0.012849042,0.00183045
034560025025,Wietmarschen,12783,0.892591723,0.001095205,0.000547602
034565401002,Emlichheim,7477,0.810619232,0.001069948,0.000534974
034565401009,Hoogstede,2880,0.902777778,0.002083333,0
034565401012,Laar,2090,0.700478469,0.001435407,0.001435407
034565401019,Ringe,1982,0.830474268,0,0
034565402004,Esche,588,0.906462585,0,0
034565402005,Georgsdorf,1256,0.917197452,0,0.002388535
034565402013,Lage,1034,0.857833656,0,0
034565402014,"Neuenhaus, Stadt",10591,0.8105939,0.001699556,0.000944198
034565402017,Osterwald,1230,0.929268293,0,0
034565403003,Engden,417,0.896882494,0.007194245,0
034565403010,Isterberg,633,0.898894155,0,0
034565403016,Ohne,622,0.924437299,0,0
034565403018,Quendorf,644,0.940993789,0,0
034565403020,Samern,813,0.904059041,0.003690037,0
034565403027,"Schüttorf, Stadt",13361,0.771499139,0.023501235,0.001422049
034565404006,Getelo,528,0.748106061,0,0
034565404007,Gölenkamp,583,0.910806175,0,0
034565404008,Halle (Landkreis Grafschaft Bentheim),683,0.875549048,0,0
034565404011,Itterbeck,1721,0.847181871,0.001743173,0
034565404023,Uelsen,5873,0.840286055,0.001021624,0.001702707
034565404024,Wielen,503,0.5944334,0,0
034565404026,Wilsum,1652,0.826271186,0,0
034570002002,"Borkum, Stadt",4468,0.783795882,0.002909579,0.011414503
034570012012,Jemgum,3539,0.922294433,0.001695394,0
034570013013,"Leer (Ostfriesland), Stadt",34181,0.800239899,0.009566718,0.002047921
034570014014,Moormerland,23372,0.911817559,0.006118432,0.000427862
034570017017,Ostrhauderfehn,11454,0.898288807,0.002793784,0.00061114
034570018018,Rhauderfehn,18032,0.896517303,0.002717391,0.000277285
034570020020,Uplengen,11907,0.93558411,0.000755858,0.000251953
034570021021,"Weener, Stadt",15435,0.867573696,0.001749271,0.001295756
034570022022,Westoverledingen,21002,0.885820398,0.00199981,0.001285592
034570024024,Bunde,7527,0.864753554,0.002391391,0.001594261
034575402003,Brinkum,808,0.936881188,0.004950495,0
034575402009,Firrel,813,0.944649446,0.003690037,0
034575402010,Hesel,4641,0.907778496,0.000646412,0.000861883
034575402011,Holtland,2208,0.928442029,0.001358696,0.001358696
034575402015,Neukamperfehn,1795,0.943732591,0,0
034575402019,Schwerinsdorf,719,0.95132128,0.004172462,0
034575403006,"Detern, Flecken",2758,0.881435823,0.001087745,0
034575403008,Filsum,2213,0.931766832,0,0
034575403016,Nortmoor,1838,0.910228509,0,0
034580003003,Dötlingen,6139,0.911874898,0.001466037,0.001466037
034580005005,Ganderkesee,30897,0.898630935,0.007897207,0.000906237
034580007007,Großenkneten,15626,0.75687956,0.003263791,0.000959939
034580009009,Hatten,14056,0.922951053,0.002205464,0.00071144
034580010010,Hude (Oldb),15827,0.920578758,0.007518797,0.001263663
034580013013,Wardenburg,16209,0.908507619,0.002652847,0.000740329
034580014014,"Wildeshausen, Stadt",20702,0.774707758,0.007149068,0.001304222
034585401001,Beckeln,778,0.912596401,0,0
034585401002,Colnrade,767,0.908735332,0,0
034585401004,Dünsen,1189,0.89234651,0.002523129,0
034585401006,Groß Ippener,1064,0.911654135,0,0.004699248
034585401008,"Harpstedt, Flecken",4712,0.920203735,0.002971138,0.001697793
034585401011,Kirchseelte,1182,0.924703892,0,0
034585401012,Prinzhöfte,652,0.938650307,0.004601227,0
034585401015,Winkelsett,529,0.897920605,0,0
034590003003,Bad Essen,16143,0.788081521,0.018026389,0.000867249
034590004004,"Bad Iburg, Stadt",10710,0.862931839,0.006255836,0.002334267
034590005005,Bad Laer,8945,0.843152599,0.008049189,0.001117943
034590006006,Bad Rothenfelde,8574,0.761838115,0.008630744,0.005131794
034590008008,Belm,13729,0.735231991,0.009978877,0.000946901
034590012012,Bissendorf,14347,0.888896633,0.003485049,0.001742525
034590013013,Bohmte,12968,0.798041333,0.012569402,0.001156693
034590014014,"Bramsche, Stadt",30625,0.818416327,0.006889796,0.001632653
034590015015,"Dissen am Teutoburger Wald, Stadt",10254,0.681685196,0.018919446,0.007119173
034590019019,"Georgsmarienhütte, Stadt",31548,0.846741473,0.015246608,0.001458096
034590020020,Hagen am Teutoburger Wald,13185,0.903905954,0.001365188,0.000455063
034590021021,Hasbergen,10998,0.84815421,0.004909984,0.002000364
034590022022,Hilter am Teutoburger Wald,10135,0.856043414,0.002861371,0.000394672
034590024024,"Melle, Stadt",46187,0.863251564,0.012882413,0.002446576
034590029029,Ostercappeln,9888,0.825242718,0.001820388,0.000505663
034590033033,Wallenhorst,22790,0.89008337,0.002588855,0.002237824
034590034034,Glandorf,6508,0.884296251,0.005224339,0.000768285
034595401007,Badbergen,4306,0.753831863,0.00394798,0
034595401025,Menslage,2341,0.835540367,0,0.001708672
034595401028,Nortrup,2871,0.801114594,0,0
034595401030,"Quakenbrück, Stadt",13806,0.647399681,0.006808634,0.001231349
034595402001,Alfhausen,3989,0.774880923,0.002005515,0.001253447
034595402002,Ankum,7678,0.764261526,0.001432665,0.00117218
034595402010,"Bersenbrück, Stadt",8248,0.720659554,0.004122211,0.001333657
034595402016,Eggermühlen,1749,0.834762722,0,0
034595402018,Gehrde,2510,0.768924303,0,0
034595402023,Kettenkamp,1780,0.865730337,0.002247191,0.001685393
034595402031,Rieste,3595,0.846731572,0.003894298,0
034595403009,Berge (Landkreis Osnabrück),3478,0.928407131,0,0.000862565
034595403011,Bippen,2893,0.88247494,0,0
034595403017,"Fürstenau, Stadt",9254,0.80019451,0.00237735,0.001512859
034595404026,Merzen,3743,0.858669516,0.006144804,0.001068662
034595404027,Neuenkirchen (Landkreis Osnabrück),4612,0.829791847,0.000867303,0
034595404032,Voltlage,1771,0.920948617,0,0
034600001001,Bakum,6686,0.858360754,0.003440024,0
034600002002,"Damme, Stadt",17352,0.800714615,0.006627478,0.000691563
034600003003,"Dinklage, Stadt",13406,0.812322841,0.010293898,0.000895122
034600004004,Goldenstedt,10365,0.820453449,0.00656054,0.000578871
034600005005,Holdorf (Landkreis Vechta),7521,0.803882462,0.004520675,0.000664805
034600006006,"Lohne (Oldenburg), Stadt",27985,0.758799357,0.023333929,0.002144006
034600007007,Neuenkirchen0Vörden,8845,0.790842284,0.011984172,0.000791408
034600008008,Steinfeld (Oldenburg),10064,0.752881558,0.013215421,0.001490461
034600009009,"Vechta, Stadt",33126,0.760007245,0.019259796,0.002384834
034600010010,Visbek,9762,0.834152838,0.011063307,0.000307314
034610001001,Berne,6884,0.894102266,0.002469494,0.001016851
034610002002,"Brake (Unterweser), Stadt",15076,0.830525338,0.015123375,0.000795967
034610003003,Butjadingen,5979,0.909683894,0.000669008,0.005519318
034610004004,"Elsfleth, Stadt",9012,0.858189081,0.011207279,0.001664447
034610005005,Jade,5849,0.944947854,0.000683878,0.000512908
034610006006,Lemwerder,6953,0.831727312,0.021861067,0.00100676
034610007007,"Nordenham, Stadt",25862,0.851635604,0.027028072,0.000966669
034610008008,Ovelgönne,5361,0.918858422,0.001678791,0.000746129
034610009009,Stadland,7637,0.916590284,0.001964122,0
034620005005,Friedeburg,10282,0.939700447,0.000583544,0.000680801
034620007007,Langeoog,1393,0.753050969,0,0.011486001
034620014014,Spiekeroog,632,0.783227848,0,0
034620019019,"Wittmund, Stadt",19979,0.892787427,0.004454677,0.001001051
034625401002,Dunum,1028,0.980544747,0,0.002918288
034625401003,"Esens, Stadt",6826,0.913858775,0.002783475,0.002490478
034625401006,Holtgast,1791,0.964265773,0,0
034625401008,Moorweg,884,0.961538462,0,0
034625401010,Neuharlingersiel,927,0.942826321,0,0.003236246
034625401015,Stedesdorf,1619,0.97282273,0,0
034625401017,Werdum,692,0.937861272,0.00433526,0
034625402001,Blomberg,1882,0.948990436,0.002656748,0
034625402004,Eversmeer,835,0.976047904,0,0
034625402009,Nenndorf,755,0.961589404,0,0
034625402011,Neuschoo,1179,0.977947413,0,0
034625402012,Ochtersum,936,0.971153846,0,0
034625402013,Schweindorf,744,0.977150538,0,0
034625402016,Utarp,670,0.944776119,0,0
034625402018,Westerholt,2595,0.93911368,0.001926782,0.001156069
040110000000,"Bremen, Stadt",575071,0.731017561,0.0345766,0.003674329
040120000000,"Bremerhaven, Stadt",118133,0.716827643,0.026918812,0.001853843
051110000000,"Düsseldorf, Stadt",611258,0.704111848,0.019360074,0.008449787
051120000000,"Duisburg, Stadt",501415,0.737614551,0.061665487,0.005406699
051130000000,"Essen, Stadt",571039,0.776724532,0.022329473,0.003842119
051140000000,"Krefeld, Stadt",230666,0.756114902,0.033650386,0.007413316
051160000000,"Mönchengladbach, Stadt",264089,0.761815146,0.024404651,0.004676454
051170000000,"Mülheim an der Ruhr, Stadt",171435,0.789996208,0.024504914,0.00470149
051190000000,"Oberhausen, Stadt",212127,0.81074545,0.030543024,0.006703531
051200000000,"Remscheid, Stadt",113743,0.76109299,0.044952217,0.01728458
051220000000,"Solingen, Klingenstadt",164621,0.783156462,0.032055449,0.020544159
051240000000,"Wuppertal, Stadt",356768,0.736495426,0.030739865,0.010788524
051540004004,Bedburg0Hau,13197,0.851632947,0.005834659,0.001818595
051540008008,"Emmerich am Rhein, Stadt",30770,0.704907377,0.019012025,0.002729932
051540012012,"Geldern, Stadt",34603,0.810449961,0.009507846,0.002080744
051540016016,"Goch, Stadt",34379,0.806248,0.008115419,0.003694116
051540020020,Issum,12232,0.90794637,0.002125572,0.001798561
051540024024,"Kalkar, Stadt",14160,0.854519774,0.01009887,0.000847458
051540028028,Kerken,12801,0.906726037,0.006171393,0.001249902
051540032032,"Kevelaer, Stadt",27863,0.842515163,0.004629796,0.002512292
051540036036,"Kleve, Stadt",52208,0.722475483,0.011664879,0.002604965
051540040040,Kranenburg (Kreis Kleve),10981,0.656042255,0.00528185,0.000819597
051540044044,"Rees, Stadt",21647,0.898323093,0.007899478,0.001432069
051540048048,Rheurdt,6402,0.912683536,0.00390503,0.001718213
051540052052,"Straelen, Stadt",16314,0.795574353,0.003984308,0.002390585
051540056056,Uedem,8197,0.873002318,0.005123826,0.002317921
051540060060,Wachtendonk,8161,0.879671609,0.002818282,0.002328146
051540064064,Weeze,11446,0.724357854,0.012231347,0.003931504
051580004004,"Erkrath, Fundort des Neanderthalers, Stadt",43815,0.764030583,0.010498688,0.008010955
051580008008,"Haan, Stadt",30000,0.8353,0.017166667,0.0077
051580012012,"Heiligenhaus, Stadt",26425,0.77884579,0.039470199,0.006168401
051580016016,"Hilden, Stadt",55085,0.795570482,0.017100844,0.00806027
051580020020,"Langenfeld (Rheinland), Stadt",59650,0.829036044,0.018273261,0.005716681
051580024024,"Mettmann, Stadt",39448,0.792562361,0.01769418,0.009252687
051580026026,"Monheim am Rhein, Stadt",42188,0.780458898,0.029415948,0.00533327
051580028028,"Ratingen, Stadt",88425,0.787480916,0.020966921,0.00437659
051580032032,"Velbert, Stadt",82319,0.783549363,0.030636912,0.009426742
051580036036,"Wülfrath, Stadt",20773,0.810715833,0.034756655,0.005969287
051620004004,"Dormagen, Stadt",64259,0.786489052,0.029178792,0.005789072
051620008008,"Grevenbroich, Stadt",65230,0.807757167,0.036057029,0.005626246
051620012012,"Jüchen, Stadt",23626,0.860958266,0.011555066,0.002920511
051620016016,"Kaarst, Stadt",43165,0.821823236,0.011791961,0.002641029
051620020020,"Korschenbroich, Stadt",34168,0.883399672,0.006029033,0.002224303
051620022022,"Meerbusch, Stadt",56999,0.805365006,0.014824821,0.004070247
051620024024,"Neuss, Stadt",153079,0.756844505,0.033708085,0.004879833
051620028028,Rommerskirchen,13886,0.885208123,0.009361947,0.002952614
051660004004,"Brüggen, Burggemeinde",16082,0.860465116,0.007399577,0.003917423
051660008008,"Grefrath, Sport0 und Freizeitgemeinde",14710,0.892318151,0.006730116,0.001087695
051660012012,"Kempen, Stadt",34165,0.860061466,0.007024733,0.00310259
051660016016,"Nettetal, Stadt",41669,0.807362788,0.020038878,0.002951835
