ags,GEN,total_22,german_born,turkish_born,italian_born
081185001074,Walheim,3219,0.791860826,0.018328674,0.017396707
081185002071,Tamm,12168,0.782215648,0.018162393,0.015203813
081185002077,Ingersheim,6239,0.809264305,0.017951595,0.016188492
081185002079,"Bietigheim0Bissingen, Stadt",43328,0.689069424,0.0293113,0.017702179
081185003010,"Bönnigheim, Stadt",7919,0.796691501,0.035231721,0.0247506
081185003015,Erligheim,2839,0.835857696,0.008101444,0.017611835
081185003040,Kirchheim am Neckar,5828,0.720658888,0.053706246,0.020247083
081185004063,Pleidelsheim,6058,0.778309673,0.035655332,0.031858699
081185004078,"Freiberg am Neckar, Stadt",15434,0.809511468,0.025074511,0.017882597
081185005001,Affalterbach,4304,0.866635688,0.014172862,0.008828996
081185005006,Benningen am Neckar,6212,0.819220863,0.023985834,0.010141661
081185005014,Erdmannhausen,5193,0.839976892,0.021374928,0.011168881
081185005049,"Marbach am Neckar, Stadt",15429,0.78242271,0.031239873,0.012962603
081185006027,Hemmingen,7809,0.776283775,0.031502113,0.011140991
081185006067,Schwieberdingen,11141,0.760254914,0.019567364,0.017772193
081185007054,Murr,6498,0.817790089,0.029547553,0.013080948
081185007070,"Steinheim an der Murr, Stadt",11986,0.834390122,0.01743701,0.013599199
081185008012,Eberdingen,6698,0.809793968,0.032845626,0.007614213
081185008059,"Oberriexingen, Stadt",3265,0.847166922,0.01194487,0.00704441
081185008068,Sersheim,5359,0.809106177,0.032655346,0.01511476
081185008073,"Vaihingen an der Enz, Stadt",28576,0.800321948,0.026910694,0.011163214
081190001001,Alfdorf,7292,0.877125617,0.007268239,0.004114098
081190020020,"Fellbach, Stadt",46147,0.73768609,0.021149804,0.028127506
081190041041,Korb,11262,0.814064997,0.018202806,0.014739833
081190044044,"Murrhardt, Stadt",14360,0.781615599,0.027924791,0.011281337
081190061061,Rudersberg,11704,0.819548872,0.018369788,0.010423787
081190079079,"Waiblingen, Stadt",57280,0.729277235,0.027898045,0.018173883
081190089089,Berglen,6708,0.898479428,0.005515802,0.003279666
081190090090,Remshalden,14349,0.83176528,0.01317165,0.009617395
081190091091,"Weinstadt, Stadt",26807,0.823553549,0.010258515,0.018689148
081190093093,Kernen im Remstal,15761,0.818222194,0.01268955,0.01636952
081195001003,Allmersbach im Tal,5065,0.831391905,0.005528134,0.007699901
081195001004,Althütte,4290,0.877622378,0.003962704,0.004895105
081195001006,Auenwald,6804,0.865520282,0.006466784,0.005731922
081195001008,"Backnang, Stadt",38202,0.712632846,0.029553427,0.009842417
081195001018,Burgstetten,3749,0.849293145,0.008802347,0.009335823
081195001038,Kirchberg an der Murr,4004,0.832667333,0.01973027,0.005494505
081195001053,Oppenweiler,4440,0.80472973,0.010585586,0.008108108
081195001083,Weissach im Tal,7436,0.838891877,0.006858526,0.007261969
081195001087,Aspach (Landkreis Rems0Murr0Kreis),8380,0.825536993,0.008949881,0.005011933
081195002055,Plüderhausen,9687,0.774543202,0.028491793,0.017342831
081195002076,Urbach (Landkreis Rems0Murr0Kreis),8951,0.834878784,0.022902469,0.014188359
081195003067,"Schorndorf, Stadt",40548,0.75648614,0.017707409,0.011739173
081195003086,Winterbach (Landkreis Rems0Murr0Kreis),7661,0.828481921,0.01448897,0.006396032
081195004024,Großerlach,2616,0.852446483,0.001911315,0.004969419
081195004069,Spiegelberg,2186,0.879231473,0.007319305,0.005489478
081195004075,Sulzbach an der Murr,5279,0.807539307,0.02102671,0.008334912
081195005037,Kaisersbach,2461,0.909792767,0.00365705,0.001219017
081195005084,"Welzheim, Stadt",11120,0.791996403,0.039298561,0.004136691
081195006042,Leutenbach (Landkreis Rems0Murr0Kreis),12121,0.811484201,0.019057834,0.012375217
081195006068,Schwaikheim,9693,0.803260085,0.019601774,0.013514908
081195006085,"Winnenden, Stadt",29297,0.753729051,0.019899648,0.014404205
081210000000,"Heilbronn, Universitätsstadt",128303,0.632596276,0.047192973,0.013655176
081250007007,"Bad Wimpfen, Stadt",7311,0.768431131,0.017507865,0.010532075
081250039039,"Gundelsheim, Stadt",7589,0.794044011,0.02358677,0.006324944
081250058058,"Leingarten, Stadt",11717,0.786805496,0.031236665,0.006571648
081250068068,"Neudenau, Stadt",5338,0.803109779,0.019670288,0.005432746
081250107107,Wüstenrot,6779,0.861483995,0.002507745,0.00236023
081255001005,"Bad Friedrichshall, Stadt",19746,0.680340322,0.041122253,0.008356123
081255001078,Oedheim,6534,0.782063055,0.023722069,0.004285277
081255001079,Offenau,2909,0.751460983,0.040563768,0.004125129
081255002006,"Bad Rappenau, Stadt",22333,0.74477231,0.012940492,0.005104554
081255002049,Kirchardt,5878,0.729669956,0.062266077,0.009697176
081255002087,Siegelsbach,1667,0.772645471,0.014397121,0.00719856
081255003013,"Brackenheim, Stadt",16475,0.801942337,0.018694992,0.008437026
081255003017,Cleebronn,3125,0.80064,0.024,0.01024
081255004026,"Eppingen, Stadt",22424,0.758562255,0.023590796,0.005173029
081255004034,Gemmingen,5466,0.793084523,0.03622393,0.006037322
081255004047,Ittlingen,2619,0.804505536,0.025582283,0.006109202
081255005030,Flein,7276,0.827102804,0.016767455,0.006184717
081255005094,Talheim (Landkreis Heilbronn),4972,0.833065165,0.010458568,0.007240547
081255006056,"Lauffen am Neckar, Stadt",11985,0.778806842,0.029370046,0.008760951
081255006066,Neckarwestheim,4103,0.812819888,0.016573239,0.007311723
081255006074,Nordheim,8457,0.794608017,0.021284143,0.005557526
081255007048,Jagsthausen,1731,0.647602542,0.014442519,0.002310803
081255007063,"Möckmühl, Stadt",8261,0.633821571,0.014041884,0.00169471
081255007084,Roigheim,1444,0.731301939,0.002077562,0.006925208
081255007103,"Widdern, Stadt",1804,0.709534368,0.008314856,0.003325942
081255008027,Erlenbach,5151,0.825276645,0.024072996,0.006018249
081255008065,"Neckarsulm, Stadt",26221,0.677472255,0.060981656,0.009801304
081255008096,Untereisesheim,4241,0.762556001,0.031832115,0.008960151
081255009069,"Neuenstadt am Kocher, Stadt",10157,0.782711431,0.018804765,0.003150537
081255009111,Hardthausen am Kocher,4227,0.818310859,0.007806955,0.001656021
081255009113,Langenbrettach,3918,0.846605411,0.006636039,0.002552323
081255010038,"Güglingen, Stadt",6380,0.720376176,0.055485893,0.009090909
081255010081,Pfaffenhofen,2443,0.805566926,0.044617274,0.001637331
081255010108,Zaberfeld,4179,0.837042355,0.018425461,0.006700168
081255011059,"Löwenstein, Stadt",3388,0.847402597,0.005312869,0.002656434
081255011110,Obersulm,13845,0.811989888,0.023040809,0.003322499
081255012001,Abstatt,4896,0.826797386,0.015727124,0.007965686
081255012008,"Beilstein, Stadt",6201,0.843573617,0.028382519,0.008708273
081255012046,Ilsfeld,9669,0.806184714,0.024821595,0.005067742
081255012098,Untergruppenbach,8540,0.841686183,0.018969555,0.005386417
081255013061,Massenbachhausen,3668,0.764449291,0.019356598,0.015267176
081255013086,"Schwaigern, Stadt",11493,0.801531367,0.017314887,0.020882276
081255014021,Eberstadt,3105,0.815136876,0.011594203,0.00257649
081255014024,Ellhofen,3929,0.79409519,0.019343344,0.004835836
081255014057,Lehrensteinsfeld,2656,0.856174699,0.013930723,0.004141566
081255014102,"Weinsberg, Stadt",12708,0.739219389,0.024866226,0.004406673
081260011011,Bretzfeld,12498,0.831253,0.00800128,0.003600576
081260072072,Schöntal,5568,0.878771552,0.001616379,0.001077586
081265001047,Kupferzell,6421,0.80127706,0.00763121,0.002959041
081265001058,"Neuenstein, Stadt",6644,0.827363034,0.013997592,0.004816376
081265001085,"Waldenburg, Stadt (Landkreis Hohenlohekreis)",2970,0.812794613,0.001010101,0.003367003
081265002020,Dörzbach,2516,0.798887122,0.002782194,0.001192369
081265002045,"Krautheim, Stadt",4662,0.765336765,0.000858001,0.002145002
081265002056,Mulfingen,3621,0.885114609,0.0008285,0.003037835
081265003039,"Ingelfingen, Stadt",5430,0.844935543,0.005893186,0.004604052
081265003046,"Künzelsau, Stadt",15733,0.67298036,0.005148414,0.002478866
081265004028,"Forchtenberg, Stadt",5271,0.818061089,0.01062417,0.003225194
081265004060,"Niedernhall, Stadt",4143,0.776490466,0.006999759,0.004103307
081265004086,Weißbach (Landkreis Hohenlohekreis),2018,0.709117939,0.009910803,0.005450942
081265005066,"Öhringen, Stadt",25320,0.675197472,0.011848341,0.004265403
081265005069,Pfedelbach,9427,0.820621619,0.003606662,0.00307627
081265005094,Zweiflingen,1785,0.858823529,0.001680672,0.003921569
081270008008,Blaufelden,5323,0.802742814,0.003569416,0.001127184
081270052052,Mainhardt,5963,0.845882945,0.003186316,0.002180111
081270075075,"Schrozberg, Stadt",5719,0.752229411,0.006644518,0.002273125
081275001009,Braunsbach,2444,0.888297872,0,0.004091653
081275001086,Untermünkheim,3018,0.859178264,0.003644798,0
081275002014,"Crailsheim, Stadt",34395,0.648379125,0.01936328,0.002587585
081275002073,Satteldorf,5564,0.828540618,0.005032351,0.001976995
081275002103,Frankenhardt,4892,0.868765331,0.003270646,0.001226492
081275002104,Stimpfach,3033,0.81107814,0.004286185,0.003626772
081275003101,Kreßberg,3971,0.841601612,0.002770083,0.004281038
081275003102,Fichtenau,4619,0.876813163,0.000649491,0.001082485
081275004032,"Gerabronn, Stadt",4463,0.758458436,0.003585032,0.002912839
081275004047,"Langenburg, Stadt",1845,0.833604336,0.001626016,0.004336043
081275005043,"Ilshofen, Stadt",6909,0.78983934,0.015776523,0.00231582
081275005089,"Vellberg, Stadt",4596,0.84921671,0.010661445,0.003916449
081275005099,Wolpertshausen,2292,0.815445026,0.003490401,0.003490401
081275006023,Fichtenberg,2824,0.870750708,0.007082153,0
081275006025,"Gaildorf, Stadt",12071,0.725457709,0.037942175,0.005964709
081275006062,Oberrot,3451,0.842364532,0.030425963,0.005795422
081275006079,Sulzbach0Laufen,2528,0.859968354,0.012658228,0.003164557
081275007012,Bühlertann,3066,0.836268754,0.004240052,0.001304631
081275007013,Bühlerzell,2050,0.918536585,0,0
081275007063,Obersontheim,5340,0.799438202,0.0082397,0.002808989
081275008046,"Kirchberg an der Jagst, Stadt",4198,0.782991901,0.005002382,0.00357313
081275008071,Rot am See,5434,0.832351859,0.003864556,0.000920132
081275008091,Wallhausen (Landkreis Schwäbisch Hall),3679,0.780375102,0.002989943,0.001087252
081275009056,Michelbach an der Bilz,3374,0.855957321,0.001778305,0.006224066
081275009059,Michelfeld,3750,0.870133333,0.005066667,0.005866667
081275009076,"Schwäbisch Hall, Stadt",41247,0.745678474,0.013479768,0.006909593
081275009100,Rosengarten (Landkreis Schwäbisch Hall),5238,0.844597174,0.012791142,0.006300115
081280020020,"Creglingen, Stadt",4504,0.908969805,0.001110124,0.002442274
081280039039,"Freudenberg, Stadt (Landkreis Main0Tauber0Kreis)",3697,0.841763592,0.025696511,0.002704896
081280064064,"Külsheim, Stadt",5218,0.841318513,0.012265236,0.001724799
081280082082,"Niederstetten, Stadt",4857,0.858142887,0.000823554,0.002470661
081280126126,"Weikersheim, Stadt",7560,0.849603175,0.000925926,0.002380952
081280131131,"Wertheim, Stadt",22799,0.72253169,0.013026887,0.006623098
081280139139,"Lauda0Königshofen, Stadt",14278,0.806415464,0.025843956,0.003641967
081285001006,Assamstadt,2237,0.87885561,0.001341082,0
081285001007,"Bad Mergentheim, Stadt",23971,0.725459931,0.007091903,0.003545951
081285001058,Igersheim,5452,0.821349963,0.002384446,0.003668379
081285002014,"Boxberg, Stadt",6659,0.858236973,0.006457426,0.00225259
081285002138,Ahorn (Landkreis Main0Tauber0Kreis),2202,0.924613987,0.002270663,0.00181653
081285003047,"Grünsfeld, Stadt",3639,0.882934872,0.001099203,0.004946414
081285003137,Wittighausen,1687,0.911084766,0,0.001778305
081285004045,Großrinderfeld,4048,0.927865613,0.001729249,0.001729249
081285004061,Königheim,3003,0.922077922,0.001332001,0.000999001
081285004115,"Tauberbischofsheim, Stadt",13201,0.787894856,0.015377623,0.00287857
081285004128,Werbach,3203,0.900718077,0.008429597,0.001561037
081350010010,Dischingen,4332,0.898891967,0.000692521,0.002539243
081350015015,Gerstetten,11621,0.829704845,0.016521814,0.003442045
081350020020,"Herbrechtingen, Stadt",13192,0.772513645,0.017510612,0.006594906
081350025025,Königsbronn,7032,0.819254835,0.010807736,0.011518771
081350032032,Steinheim am Albuch,8722,0.828365054,0.007108461,0.007337767
081355001016,"Giengen an der Brenz, Stadt",19433,0.691864354,0.043945865,0.015077446
081355001021,Hermaringen,2281,0.882069268,0.014467339,0.004822446
081355002019,"Heidenheim an der Brenz, Stadt",49964,0.660655672,0.029801457,0.010147306
081355002026,Nattheim,6363,0.868143957,0.013987113,0.001728744
081355003027,"Niederstotzingen, Stadt",4742,0.854702657,0.019401097,0.005061156
081355003031,Sontheim an der Brenz,5744,0.844359331,0.037778552,0.008182451
081360002002,Abtsgmünd,7351,0.88613794,0.003400898,0.00299279
081360027027,Gschwend,4641,0.904546434,0.003232062,0.003232062
081360042042,"Lorch, Stadt (Landkreis Ostalbkreis)",10784,0.821309347,0.023924332,0.011962166
081360045045,"Neresheim, Stadt",7967,0.862809087,0.008158654,0.009790385
081360050050,"Oberkochen, Stadt",7793,0.745155909,0.010522264,0.012190427
081365001021,Essingen (Landkreis Ostalbkreis),6386,0.891011588,0.00861259,0.003445036
081365001033,Hüttlingen,5983,0.892194551,0.007855591,0.006518469
081365001088,"Aalen, Stadt",67139,0.797345805,0.027495197,0.008311116
081365002010,"Bopfingen, Stadt",11670,0.782262211,0.023907455,0.003341902
081365002037,Kirchheim am Ries,1784,0.835762332,0.006165919,0.003363229
081365002087,Riesbürg,2217,0.852503383,0.00360848,0.0067659
081365003003,Adelmannsfelden,1701,0.874779541,0.001763668,0.001763668
081365003018,Ellenberg (Landkreis Ostalbkreis),1754,0.892246294,0,0.005701254
081365003019,"Ellwangen (Jagst), Stadt",24614,0.785041034,0.009669294,0.002600146
081365003035,Jagstzell,2306,0.890719861,0.002168257,0.001734605
081365003046,Neuler,3206,0.942607611,0,0.001559576
081365003060,Rosenberg (Landkreis Ostalbkreis),2623,0.882577202,0.003431186,0.001143729
081365003084,Wört,1472,0.786684783,0,0.002038043
081365003089,Rainau,3292,0.90218712,0.003037667,0.003341434
081365004038,"Lauchheim, Stadt",4712,0.855263158,0.002971138,0.004032258
081365004082,Westhausen (Landkreis Ostalbkreis),6098,0.887668088,0.002459823,0.003935717
081365005020,Eschach,1832,0.8930131,0.002183406,0.002183406
081365005024,Göggingen,2484,0.849838969,0.007648953,0.007246377
081365005034,Iggingen,2497,0.887865439,0.00680817,0.004004806
081365005040,Leinzell,2039,0.787150564,0.024521824,0.006375674
081365005049,Obergröningen,435,0.905747126,0,0
081365005062,Schechingen,2218,0.845807033,0.004959423,0.001803427
081365006007,Bartholomä,2090,0.907655502,0.001435407,0.001913876
081365006009,Böbingen an der Rems,4640,0.838146552,0.006896552,0.003663793
081365006028,"Heubach, Stadt",10026,0.731398364,0.030819868,0.014562138
081365006029,Heuchlingen,1853,0.879114949,0.002698327,0.001618996
081365006043,Mögglingen,4288,0.833955224,0.017257463,0.005130597
081365007065,"Schwäbisch Gmünd, Stadt",63449,0.721508613,0.035272424,0.009944995
081365007079,Waldstetten,7056,0.902919501,0.008786848,0.005243764
081365008015,Durlangen,2755,0.856987296,0.020326679,0.003629764
081365008044,Mutlangen,6852,0.821803853,0.025831874,0.004670169
081365008061,Ruppertshofen (Landkreis Ostalbkreis),1833,0.816148391,0.006001091,0.001636661
081365008066,Spraitbach,3418,0.791983616,0.010825044,0.003510825
081365008070,Täferrot,1035,0.890821256,0.002898551,0.011594203
081365009068,Stödtlen,1797,0.905954368,0,0.002225932
081365009071,Tannhausen,1801,0.898945031,0.001665741,0.003331483
081365009075,Unterschneidheim,4806,0.903454016,0.001040366,0.001664586
082110000000,"Baden0Baden, Stadt",55887,0.697228336,0.010288618,0.011845331
082120000000,"Karlsruhe, Stadt",305408,0.734263674,0.017740203,0.010097967
082150017017,"Ettlingen, Stadt",38461,0.80429526,0.01929227,0.012454174
082150046046,Malsch (Landkreis Karlsruhe),14884,0.81308788,0.012362268,0.006920183
082150047047,Marxzell,5047,0.87992867,0.000990688,0.005151575
082150064064,"Östringen, Stadt",13258,0.807889576,0.013501282,0.011691054
082150084084,Ubstadt0Weiher,13154,0.843165577,0.010719173,0.003497035
082150089089,Walzbachtal,9900,0.841313131,0.008484848,0.008080808
082150090090,Weingarten (Baden),10428,0.828922133,0.006137323,0.008918297
082150096096,Karlsbad,16181,0.846239417,0.010444348,0.007168902
082150097097,"Kraichtal, Stadt",14731,0.8335483,0.019143303,0.005227072
082150101101,Pfinztal,18286,0.8112217,0.014601334,0.012741988
082150102102,Eggenstein0Leopoldshafen,16823,0.792129822,0.014385068,0.005468704
082150105105,Linkenheim0Hochstetten,12265,0.795760294,0.025030575,0.006522625
082150106106,"Waghäusel, Stadt",21993,0.808757332,0.021552312,0.005638158
082150108108,"Rheinstetten, Stadt",20820,0.825456292,0.01104707,0.006099904
082150109109,"Stutensee, Stadt",24980,0.775020016,0.015692554,0.008646918
082150110110,Waldbronn,13324,0.829555689,0.012833984,0.008255779
082155001039,Kronau,5960,0.870302013,0.014261745,0.004697987
082155001100,Bad Schönborn,13129,0.760301622,0.029933734,0.00472237
082155002007,"Bretten, Stadt",29871,0.731512169,0.029660875,0.014328278
082155002025,Gondelsheim,4103,0.775042652,0.021935169,0.011942481
082155003009,"Bruchsal, Stadt",46780,0.735121847,0.021654553,0.005622061
082155003021,Forst (Landkreis Karlsruhe),8029,0.817287333,0.013451239,0.006351974
082155003029,Hambrücken,5571,0.855142703,0.010052055,0.003769521
082155003103,Karlsdorf0Neuthard,10691,0.797025535,0.013375737,0.005331587
082155004099,Graben0Neudorf,12146,0.793923926,0.0242055,0.003375597
082155004111,Dettenheim,6749,0.863090828,0.002963402,0.002518892
082155005040,Kürnbach,2346,0.834185848,0.02514919,0.008098892
082155005059,Oberderdingen,11358,0.787374538,0.042525092,0.005810882
082155006066,"Philippsburg, Stadt",13558,0.708732851,0.04963859,0.005605547
082155006107,Oberhausen0Rheinhausen,9505,0.853971594,0.013256181,0.006522883
082155007082,Sulzfeld (Landkreis Karlsruhe),4951,0.787921632,0.031710766,0.005251464
082155007094,Zaisenhausen,1832,0.859170306,0.02128821,0
082160008008,Bühlertal,7788,0.841936312,0.008346174,0.00526451
082160013013,Forbach,4497,0.838336669,0.022237047,0.003780298
082160015015,"Gaggenau, Stadt",29553,0.783236896,0.016952594,0.011944642
082165001006,Bischweier,3009,0.854769026,0.009305417,0.008640744
082165001024,"Kuppenheim, Stadt",8219,0.805329115,0.014843655,0.013018615
082165002007,"Bühl, Stadt",28782,0.798658884,0.015044125,0.00899868
082165002041,Ottersweier,6356,0.865324103,0.007394588,0.004877281
082165003002,Au am Rhein,3377,0.916197809,0.00355345,0.002665087
082165003005,Bietigheim,6373,0.841361996,0.010199278,0.005491919
082165003009,Durmersheim,11947,0.80112162,0.012973968,0.009374738
082165003012,Elchesheim0Illingen,3239,0.879592467,0.002778635,0.004013584
082165004017,"Gernsbach, Stadt",14167,0.791981365,0.011929131,0.013270276
082165004029,Loffenau,2520,0.871428571,0.002380952,0.002777778
082165004059,Weisenbach,2434,0.854971241,0.015201315,0.026705012
082165005023,Iffezheim,5175,0.86531401,0.009661836,0.005603865
082165005033,Muggensturm,6100,0.84295082,0.00852459,0.006557377
082165005039,Ötigheim,4905,0.836289501,0.011824669,0.005300714
082165005043,"Rastatt, Stadt",50546,0.594310133,0.024769517,0.008071855
082165005052,Steinmauern,3120,0.819551282,0.004166667,0.003205128
082165006028,"Lichtenau, Stadt (Landkreis Rastatt)",4940,0.829959514,0.023076923,0.003441296
082165006063,Rheinmünster,6592,0.848300971,0.00621966,0.003944175
082165007022,Hügelsheim,5052,0.62787015,0.01266825,0.004948535
082165007049,Sinzheim,11380,0.832688928,0.006678383,0.010017575
082210000000,"Heidelberg, Stadt",153809,0.719476754,0.016735042,0.009303747
082220000000,"Mannheim, Universitätsstadt",313693,0.684812858,0.043660522,0.017137775
082250014014,"Buchen (Odenwald), Stadt",18021,0.765162866,0.016924699,0.002552578
082250060060,Mudau,4863,0.890396874,0.001439441,0.003701419
082255001032,Hardheim,6765,0.775166297,0.006504065,0.001773836
082255001039,Höpfingen,3039,0.868377756,0.005923001,0.001316222
082255001109,"Walldürn, Stadt",11557,0.782209916,0.012892619,0.00294194
082255002033,Haßmersheim,4956,0.783292978,0.0322841,0.005246166
082255002042,Hüffenhardt,2034,0.866764995,0.001474926,0.007866273
082255003002,Aglasterhausen,4836,0.828163772,0.011373036,0.004755997
082255003068,Neunkirchen (Landkreis Neckar0Odenwald0Kreis),1855,0.872237197,0.008625337,0.004851752
082255003116,Schwarzach,2924,0.879616963,0.008549932,0.008891929
082255004024,Fahrenbach,2698,0.884358784,0.00222387,0.005930319
082255004052,Limbach (Landkreis Neckar0Odenwald0Kreis),4407,0.878375312,0.002042206,0.003630588
082255005058,"Mosbach, Stadt",24413,0.749969279,0.029205751,0.009462172
082255005067,Neckarzimmern,1434,0.784518828,0.043235704,0.007670851
082255005074,Obrigheim,5395,0.800741427,0.029101019,0.00871177
082255005117,Elztal,5836,0.843899931,0.011137766,0.004626456
082255006010,Binau,1369,0.850255661,0.022644266,0.008035062
082255006064,Neckargerach,2278,0.856892011,0.027655838,0.004828797
082255006113,Zwingenberg,658,0.873860182,0,0
082255006118,Waldbrunn (Landkreis Neckar0Odenwald0Kreis),4691,0.888936261,0.001918567,0.005755702
082255007075,"Osterburken, Stadt",6525,0.711724138,0.006436782,0.003065134
082255007082,Rosenberg (Landkreis Neckar0Odenwald0Kreis),2062,0.854025218,0.009214355,0.002909796
082255007114,"Ravenstein, Stadt",2992,0.856951872,0.006350267,0.001002674
082255008009,Billigheim,5975,0.845523013,0.009372385,0.005355649
082255008115,Schefflenz,3846,0.888455538,0.007280291,0.002080083
082255009001,"Adelsheim, Stadt",5058,0.701858442,0.00118624,0.002767892
082255009091,Seckach,3983,0.794376098,0.00426814,0.004770274
082260009009,Brühl,14279,0.829259752,0.014286715,0.012045661
082260012012,Dossenheim,12641,0.822877937,0.00474646,0.009334705
082260018018,"Eppelheim, Stadt",15590,0.731751123,0.02508018,0.009044259
082260028028,Heddesheim,12127,0.835820896,0.011297106,0.005689783
082260036036,Ilvesheim,9253,0.846860478,0.017832054,0.006052091
082260037037,Ketsch,13120,0.857164634,0.016996951,0.006859756
082260038038,"Ladenburg, Stadt",12371,0.843828308,0.013741816,0.006951742
082260041041,"Leimen, Stadt",26852,0.650603307,0.024132281,0.008081335
082260060060,Nußloch,11321,0.810352442,0.018814592,0.003533257
082260062062,Oftersheim,12241,0.815783024,0.01772731,0.01070174
082260063063,Plankstadt,10374,0.835743204,0.024677077,0.009832273
082260076076,Sandhausen,15350,0.808925081,0.018501629,0.010684039
082260082082,"Schriesheim, Stadt",14994,0.85560891,0.006335868,0.005468854
082260084084,"Schwetzingen, Stadt",21732,0.749493834,0.026044543,0.014862875
082260095095,"Walldorf, Stadt",15987,0.741727654,0.047100769,0.004941515
082260096096,"Weinheim, Stadt",45823,0.799729394,0.032189075,0.007136154
082260103103,St. Leon0Rot,13996,0.847027722,0.025221492,0.003072306
082260105105,Edingen0Neckarhausen,14365,0.820744866,0.030073094,0.00898016
082260107107,Hirschberg an der Bergstraße,9642,0.859676416,0.010786144,0.003318814
082265001013,"Eberbach, Stadt",14607,0.771479428,0.02936948,0.012254399
082265001081,Schönbrunn,2888,0.882617729,0.003808864,0.002077562
082265002020,Eschelbronn,2694,0.800668151,0.022271715,0.003340757
082265002048,Mauer,4142,0.863351038,0.010864317,0.004345727
082265002049,Meckesheim,5303,0.849141995,0.014520083,0.005657175
082265002086,Spechbach,1689,0.857312019,0.013025459,0.002368265
082265002104,Lobbach,2394,0.860066834,0.004177109,0.005012531
082265003031,"Hemsbach, Stadt",11986,0.828549975,0.023110295,0.006591023
082265003040,Laudenbach (Landkreis Rhein0Neckar0Kreis),6484,0.872455275,0.009099321,0.004935225
082265004003,Altlußheim,6247,0.83047863,0.014246838,0.005282536
082265004032,"Hockenheim, Stadt",21634,0.773319774,0.029305722,0.006748636
082265004059,Neulußheim,7143,0.814223716,0.036259275,0.006719866
082265004068,Reilingen,8179,0.808778579,0.017606064,0.006846803
082265005006,Bammental,6504,0.825184502,0.011838868,0.003843788
082265005022,Gaiberg,2335,0.852248394,0.005567452,0.003426124
082265005056,"Neckargemünd, Stadt",13201,0.828422089,0.006969169,0.00537838
082265005097,Wiesenbach (Landkreis Rhein0Neckar0Kreis),3184,0.842650754,0.010364322,0.007851759
082265006046,Malsch (Landkreis Rhein0Neckar0Kreis),3409,0.886183632,0.008213552,0.003813435
082265006054,Mühlhausen (Landkreis Rhein0Neckar0Kreis),8702,0.845897495,0.026430706,0.007814296
082265006065,"Rauenberg, Stadt",8724,0.841471802,0.016391564,0.008482348
082265007027,Heddesbach,487,0.850102669,0.006160164,0
082265007029,Heiligkreuzsteinach,2646,0.828798186,0.002645503,0.004535147
082265007080,"Schönau, Stadt",4412,0.819582956,0.004759746,0.005213055
082265007099,Wilhelmsfeld,3211,0.845842417,0.007785737,0.004982871
082265008085,"Sinsheim, Stadt",36517,0.758194813,0.026836816,0.005038749
082265008101,Zuzenhausen,2267,0.834142038,0.020732245,0.003528893
082265008102,Angelbachtal,5183,0.847771561,0.018136215,0.00617403
082265009017,Epfenbach,2400,0.884583333,0.001666667,0.00125
082265009055,"Neckarbischofsheim, Stadt",4128,0.80377907,0.024709302,0.010174419
082265009058,Neidenstein,1790,0.859217877,0.004469274,0.011173184
082265009066,Reichartshausen,2123,0.862929816,0.007536505,0.005652379
082265009091,"Waibstadt, Stadt",5764,0.796495489,0.039035392,0.004337266
082265009106,Helmstadt0Bargen,3840,0.853385417,0.011458333,0.0015625
082265010010,Dielheim,9151,0.855425637,0.022948312,0.003933996
082265010098,"Wiesloch, Stadt",27095,0.763314265,0.04303377,0.006680199
082310000000,"Pforzheim, Stadt",133110,0.606678687,0.033739013,0.01820299
082350065065,Schömberg (Landkreis Calw),7730,0.77606727,0.01228978,0.005433376
082350080080,"Wildberg, Stadt",9998,0.828065613,0.021604321,0.00840168
082355001006,"Altensteig, Stadt",10846,0.748847501,0.031440162,0.004978794
082355001022,Egenhausen,1992,0.86997992,0.011546185,0
082355001066,Simmersfeld,2220,0.880630631,0.001351351,0.001801802
082355002007,Althengstett,7732,0.850232799,0.014614589,0.008406622
082355002029,Gechingen,3605,0.858252427,0.016088766,0.009431345
082355002057,Ostelsheim,2475,0.834343434,0.013333333,0.012525253
082355002067,Simmozheim,2809,0.85261659,0.014595942,0.010323959
082355003018,Dobel,2318,0.777394305,0.00474547,0.005176877
082355003033,"Bad Herrenalb, Stadt",7558,0.743318338,0.012834083,0.004366234
082355004008,"Bad Liebenzell, Stadt",9195,0.779119086,0.008700381,0.008482871
082355004073,Unterreichenbach,2370,0.779324895,0.023628692,0.0092827
082355005047,"Neubulach, Stadt",5730,0.827923211,0.015881326,0.005759162
082355005050,Neuweiler,3120,0.899679487,0.002884615,0.00224359
082355005084,"Bad Teinach0Zavelstein, Stadt",3103,0.830164357,0.005800838,0.004189494
082355006055,Oberreichenbach (Landkreis Calw),2908,0.903026135,0.001031637,0.004470426
082355006085,"Calw, Stadt",24538,0.745659793,0.02575597,0.023881327
082355007020,Ebhausen,4782,0.777498954,0.01861146,0.004600586
082355007032,"Haiterbach, Stadt",5959,0.754656822,0.024836382,0.004698775
082355007046,"Nagold, Stadt",23221,0.714870161,0.036863184,0.004952414
082355007060,Rohrdorf (Landkreis Calw),1936,0.729338843,0.039256198,0.007231405
082355008025,Enzklösterle,1304,0.77607362,0.003834356,0.007668712
082355008035,Höfen an der Enz,1622,0.770653514,0.006165228,0.008631319
