stimmbezirk,valid_votes,eligible_voters,cdu_csu,spd,gruene,linke_pds,fdp,afd,ad_demokraten,other
30322,316,694,0.262658228,0.183544304,0.212025316,0.117088608,0.151898734,0.041139241,0,0.03164557
30323,659,1485,0.256449165,0.194233687,0.197268589,0.100151745,0.182094082,0.030349014,0.001517451,0.037936267
30324,621,1377,0.268921095,0.154589372,0.204508857,0.066022544,0.228663446,0.053140097,0,0.024154589
30325,605,1323,0.216528926,0.208264463,0.190082645,0.094214876,0.195041322,0.056198347,0,0.039669421
30326,753,1695,0.256308101,0.176626826,0.220451527,0.107569721,0.175298805,0.03187251,0,0.03187251
30401,1714,2119,0.287047841,0.198366394,0.168028005,0.088681447,0.17386231,0.047841307,0.000583431,0.035589265
30402,1244,1374,0.377813505,0.159967846,0.129421222,0.073954984,0.199356913,0.032154341,0,0.02733119
30403,1511,2094,0.330244871,0.174718729,0.140966248,0.081403044,0.205162144,0.037061549,0.000661813,0.029781602
30404,1406,1904,0.33428165,0.181365576,0.121621622,0.084637269,0.207681366,0.044096728,0,0.026315789
30405,635,1320,0.302362205,0.198425197,0.149606299,0.081889764,0.177952756,0.051968504,0,0.037795276
30406,310,736,0.296774194,0.141935484,0.190322581,0.093548387,0.229032258,0.038709677,0,0.009677419
30407,271,742,0.217712177,0.191881919,0.151291513,0.121771218,0.236162362,0.05904059,0,0.022140221
30408,329,739,0.26443769,0.191489362,0.161094225,0.155015198,0.11550152,0.05775076,0,0.054711246
30409,296,717,0.260135135,0.172297297,0.189189189,0.074324324,0.22972973,0.043918919,0,0.030405405
30501,1181,1824,0.298052498,0.223539373,0.121083827,0.089754445,0.157493649,0.062658764,0.00254022,0.044877223
30502,1707,1778,0.383128295,0.130052724,0.091388401,0.03983597,0.286467487,0.0533099,0,0.015817223
30503,413,857,0.227602906,0.225181598,0.167070218,0.099273608,0.1937046,0.043583535,0.002421308,0.041162228
30504,358,821,0.324022346,0.175977654,0.131284916,0.044692737,0.265363128,0.044692737,0,0.01396648
30505,349,864,0.320916905,0.12034384,0.12034384,0.085959885,0.286532951,0.045845272,0,0.020057307
30506,369,802,0.411924119,0.10298103,0.073170732,0.024390244,0.308943089,0.067750678,0,0.010840108
30507,378,777,0.417989418,0.105820106,0.042328042,0.037037037,0.306878307,0.060846561,0.007936508,0.021164021
30601,1382,1479,0.413892909,0.120115774,0.104196816,0.032561505,0.270622287,0.046309696,0,0.012301013
30602,1517,1702,0.427818062,0.111404087,0.087013843,0.038233355,0.28279499,0.034937376,0,0.017798286
30603,1705,1980,0.357771261,0.148973607,0.112609971,0.059824047,0.256304985,0.035777126,0,0.028739003
30604,1233,1360,0.352798054,0.158961882,0.118410381,0.066504461,0.231143552,0.04136253,0,0.03081914
30605,667,1465,0.4017991,0.095952024,0.148425787,0.03898051,0.27886057,0.028485757,0,0.007496252
30606,647,1376,0.352395672,0.103554869,0.182380216,0.057187017,0.253477589,0.027820711,0,0.023183926
30607,372,1000,0.293010753,0.172043011,0.13172043,0.14516129,0.134408602,0.075268817,0,0.048387097
30608,665,1404,0.321804511,0.186466165,0.132330827,0.064661654,0.216541353,0.04962406,0,0.028571429
30609,301,733,0.272425249,0.172757475,0.149501661,0.132890365,0.146179402,0.066445183,0.003322259,0.056478405
30610,461,901,0.355748373,0.145336226,0.151843818,0.036876356,0.227765727,0.054229935,0.002169197,0.026030369
30701,1495,1595,0.340468227,0.189297659,0.088963211,0.076254181,0.224749164,0.047491639,0.004013378,0.028762542
30702,1263,1405,0.339667458,0.194774347,0.076801267,0.08709422,0.189231987,0.071258907,0.001583531,0.039588282
30703,1560,1871,0.383974359,0.2,0.075641026,0.058333333,0.186538462,0.068589744,0,0.026923077
30704,1601,1946,0.329793879,0.237976265,0.088069956,0.067457839,0.183635228,0.069956277,0.00062461,0.022485946
30705,575,1207,0.292173913,0.196521739,0.142608696,0.07826087,0.189565217,0.057391304,0.003478261,0.04
30706,487,1050,0.334702259,0.205338809,0.104722793,0.061601643,0.211498973,0.05338809,0,0.028747433
30707,313,677,0.325878594,0.178913738,0.108626198,0.10543131,0.169329073,0.089456869,0,0.022364217
30708,358,774,0.293296089,0.234636872,0.094972067,0.108938547,0.170391061,0.058659218,0.002793296,0.036312849
30709,506,1091,0.306324111,0.207509881,0.108695652,0.079051383,0.197628458,0.075098814,0.001976285,0.023715415
30710,485,1124,0.251546392,0.226804124,0.088659794,0.111340206,0.156701031,0.117525773,0.002061856,0.045360825
30711,470,1167,0.257446809,0.24893617,0.10212766,0.114893617,0.134042553,0.112765957,0.010638298,0.019148936
30712,296,656,0.35472973,0.260135135,0.050675676,0.067567568,0.14527027,0.097972973,0.003378378,0.02027027
30713,372,884,0.252688172,0.295698925,0.080645161,0.120967742,0.172043011,0.061827957,0.002688172,0.01344086
30801,1349,1345,0.366938473,0.214232765,0.097850259,0.068939956,0.163083766,0.054855448,0,0.034099333
30802,1580,1539,0.389240506,0.182911392,0.099367089,0.062025316,0.201265823,0.042405063,0.001898734,0.020886076
30803,276,607,0.344202899,0.239130435,0.105072464,0.047101449,0.163043478,0.072463768,0,0.028985507
30804,357,631,0.254901961,0.260504202,0.100840336,0.131652661,0.134453782,0.084033613,0,0.033613445
30805,315,690,0.326984127,0.244444444,0.142857143,0.063492063,0.158730159,0.047619048,0,0.015873016
30806,225,584,0.324444444,0.191111111,0.137777778,0.062222222,0.182222222,0.062222222,0,0.04
30807,531,1133,0.31826742,0.154425612,0.126177024,0.069679849,0.231638418,0.075329567,0.001883239,0.02259887
30808,631,1071,0.416798732,0.156893819,0.147385103,0.049128368,0.171156894,0.042789223,0,0.015847861
30809,447,770,0.371364653,0.14541387,0.118568233,0.058165548,0.237136465,0.051454139,0,0.017897092
30901,2708,3156,0.379615953,0.171713442,0.093057607,0.051698671,0.218980798,0.059084195,0.003692762,0.022156573
30902,1520,1832,0.350657895,0.193421053,0.116447368,0.057894737,0.186184211,0.059868421,0.010526316,0.025
30903,755,1502,0.350993377,0.19602649,0.095364238,0.064900662,0.19205298,0.070198675,0.001324503,0.029139073
30904,574,1208,0.322299652,0.210801394,0.134146341,0.069686411,0.191637631,0.048780488,0.008710801,0.013937282
30905,452,925,0.371681416,0.181415929,0.099557522,0.097345133,0.112831858,0.086283186,0.019911504,0.030973451
30906,405,805,0.397530864,0.222222222,0.098765432,0.044444444,0.162962963,0.044444444,0.002469136,0.027160494
40101,2164,2649,0.208410351,0.194547135,0.219963031,0.165434381,0.120609982,0.034658041,0.005545287,0.050831793
40102,1766,2561,0.204416761,0.222536806,0.186862967,0.164212911,0.133635334,0.036806342,0.004530011,0.046998867
40103,1527,1616,0.201047806,0.19908317,0.2383759,0.166339227,0.110019646,0.029469548,0.001309758,0.054354944
40104,1479,1876,0.201487492,0.204868154,0.202163624,0.162271805,0.127789047,0.041244084,0.006761325,0.053414469
40105,1689,2003,0.176435761,0.195381883,0.240970989,0.20071048,0.086441681,0.030787448,0.002960332,0.066311427
40106,1239,1405,0.185633575,0.184826473,0.223567393,0.220338983,0.089588378,0.030669895,0.007263923,0.05811138
40107,731,1013,0.158686731,0.207934337,0.214774282,0.235294118,0.091655267,0.034199726,0.001367989,0.056087551
40108,2333,2076,0.206600943,0.211315902,0.201457351,0.174453493,0.115302186,0.033004715,0.002571796,0.055293613
40109,579,1023,0.195164076,0.227979275,0.236614853,0.164075993,0.089810017,0.039723661,0.003454231,0.043177893
40110,423,896,0.222222222,0.182033097,0.302600473,0.14893617,0.075650118,0.026004728,0,0.042553191
40111,412,885,0.155339806,0.276699029,0.223300971,0.160194175,0.111650485,0.033980583,0.002427184,0.036407767
40112,369,781,0.135501355,0.197831978,0.219512195,0.257452575,0.067750678,0.048780488,0.005420054,0.067750678
40113,411,802,0.155717762,0.211678832,0.245742092,0.243309002,0.075425791,0.02189781,0,0.04622871
40114,406,725,0.147783251,0.236453202,0.256157635,0.231527094,0.066502463,0.02955665,0,0.032019704
40115,403,773,0.131513648,0.193548387,0.267990074,0.218362283,0.101736973,0.034739454,0.004962779,0.047146402
40116,553,1259,0.132007233,0.236889693,0.231464738,0.238698011,0.065099458,0.036166365,0.007233273,0.05244123
40117,513,1128,0.142300195,0.216374269,0.22417154,0.22417154,0.081871345,0.037037037,0.001949318,0.072124756
40118,570,1335,0.133333333,0.207017544,0.219298246,0.249122807,0.084210526,0.049122807,0.001754386,0.056140351
40119,483,1111,0.120082816,0.227743271,0.18426501,0.244306418,0.076604555,0.064182195,0.008281573,0.074534161
40120,595,1211,0.127731092,0.189915966,0.240336134,0.277310924,0.077310924,0.023529412,0.006722689,0.057142857
40121,514,1133,0.116731518,0.256809339,0.200389105,0.223735409,0.075875486,0.054474708,0.003891051,0.068093385
40122,770,1421,0.124675325,0.163636364,0.275324675,0.261038961,0.080519481,0.048051948,0.001298701,0.045454545
40123,541,1270,0.138632163,0.166358595,0.162661738,0.258780037,0.090573013,0.088724584,0.005545287,0.088724584
40124,601,1381,0.124792013,0.231281198,0.174708819,0.194675541,0.093178037,0.103161398,0.018302829,0.059900166
40201,726,1054,0.219008264,0.258953168,0.141873278,0.14738292,0.115702479,0.039944904,0.009641873,0.067493113
40202,1262,1259,0.262282092,0.209984152,0.179080824,0.129952456,0.130744849,0.037242472,0.000792393,0.049920761
40203,1729,2018,0.207056102,0.205320995,0.191440139,0.167148641,0.1156738,0.051474841,0.002313476,0.059572007
40204,1421,1701,0.201970443,0.230119634,0.194933146,0.163969036,0.096410978,0.055594652,0.004222379,0.052779733
40205,1449,1645,0.23326432,0.235334714,0.197377502,0.138026225,0.109730849,0.035196687,0.004830918,0.046238785
40206,1471,1549,0.272603671,0.223657376,0.1760707,0.120326309,0.125084976,0.044867437,0,0.037389531
40207,488,1097,0.143442623,0.239754098,0.200819672,0.229508197,0.077868852,0.043032787,0.006147541,0.05942623
40208,382,727,0.185863874,0.214659686,0.277486911,0.159685864,0.115183246,0.020942408,0.010471204,0.015706806
40209,377,755,0.151193634,0.172413793,0.294429708,0.206896552,0.084880637,0.031830239,0.00265252,0.055702918
40210,354,655,0.192090395,0.220338983,0.234463277,0.175141243,0.107344633,0.039548023,0,0.031073446
40211,330,669,0.145454545,0.242424242,0.242424242,0.209090909,0.081818182,0.027272727,0,0.051515152
40212,283,595,0.173144876,0.190812721,0.229681979,0.212014134,0.077738516,0.03180212,0,0.084805654
40213,323,696,0.160990712,0.229102167,0.226006192,0.188854489,0.086687307,0.043343653,0.00619195,0.058823529
40214,371,732,0.229110512,0.20754717,0.258760108,0.161725067,0.105121294,0.029649596,0,0.008086253
40215,370,723,0.205405405,0.227027027,0.232432432,0.151351351,0.105405405,0.043243243,0.002702703,0.032432432
40216,462,914,0.175324675,0.296536797,0.125541126,0.17965368,0.075757576,0.114718615,0.002164502,0.03030303
40217,657,1571,0.231354642,0.207001522,0.178082192,0.164383562,0.101978691,0.068493151,0.00761035,0.04109589
40218,351,637,0.230769231,0.236467236,0.131054131,0.162393162,0.085470085,0.105413105,0,0.048433048
40219,351,671,0.273504274,0.162393162,0.205128205,0.131054131,0.108262108,0.076923077,0,0.042735043
40220,642,1406,0.207165109,0.239875389,0.196261682,0.144859813,0.08411215,0.037383178,0.018691589,0.07165109
40301,1293,1865,0.196442382,0.302397525,0.101314772,0.133023975,0.087393658,0.116009281,0.013147718,0.050270688
40302,1368,1781,0.225877193,0.260964912,0.119152047,0.127192982,0.117690058,0.078947368,0.022660819,0.04751462
40303,937,1142,0.235859125,0.294557097,0.094983991,0.119530416,0.09284952,0.097118463,0.007470651,0.057630736
40304,248,708,0.157258065,0.282258065,0.092741935,0.185483871,0.064516129,0.14516129,0.048387097,0.024193548
40305,336,593,0.199404762,0.303571429,0.157738095,0.148809524,0.068452381,0.089285714,0,0.032738095
40306,303,617,0.178217822,0.333333333,0.102310231,0.125412541,0.092409241,0.128712871,0.00660066,0.0330033
40307,518,1135,0.194980695,0.266409266,0.193050193,0.189189189,0.046332046,0.083011583,0,0.027027027
40308,360,679,0.2,0.211111111,0.161111111,0.15,0.119444444,0.086111111,0.011111111,0.061111111
40309,369,753,0.20596206,0.224932249,0.149051491,0.181571816,0.119241192,0.081300813,0.005420054,0.032520325
40310,277,569,0.176895307,0.231046931,0.155234657,0.162454874,0.108303249,0.122743682,0,0.0433213
40311,350,674,0.2,0.262857143,0.171428571,0.162857143,0.082857143,0.06,0.002857143,0.057142857
40312,476,1440,0.144957983,0.262605042,0.088235294,0.214285714,0.090336134,0.138655462,0.008403361,0.052521008
40401,1170,1518,0.311965812,0.276923077,0.101709402,0.067521368,0.11025641,0.096581197,0.002564103,0.032478632
40402,1225,1329,0.293061224,0.291428571,0.103673469,0.068571429,0.124897959,0.084081633,0.003265306,0.031020408
40403,243,530,0.288065844,0.296296296,0.082304527,0.106995885,0.086419753,0.111111111,0,0.028806584
40404,598,1136,0.239130435,0.245819398,0.112040134,0.118729097,0.147157191,0.110367893,0.001672241,0.025083612
40405,473,1192,0.156448203,0.363636364,0.054968288,0.101479915,0.093023256,0.175475687,0.002114165,0.052854123
40406,606,1244,0.247524752,0.229372937,0.138613861,0.097359736,0.127062706,0.089108911,0.02970297,0.041254125
40501,1232,1379,0.343344156,0.227272727,0.102272727,0.071428571,0.141233766,0.071428571,0.002435065,0.040584416
40502,1100,1332,0.274545455,0.3,0.07,0.068181818,0.131818182,0.116363636,0.009090909,0.03
40503,516,1371,0.30620155,0.246124031,0.124031008,0.065891473,0.114341085,0.102713178,0.003875969,0.036821705
40504,418,1118,0.172248804,0.401913876,0.052631579,0.093301435,0.078947368,0.136363636,0.014354067,0.050239234
40505,277,706,0.23465704,0.335740072,0.064981949,0.083032491,0.057761733,0.173285199,0.007220217,0.0433213
40506,223,505,0.183856502,0.358744395,0.062780269,0.094170404,0.094170404,0.139013453,0.013452915,0.053811659
40507,465,1261,0.159139785,0.350537634,0.062365591,0.107526882,0.077419355,0.180645161,0.019354839,0.043010753
40601,1363,1726,0.266324285,0.239178283,0.100513573,0.13352898,0.105649303,0.1027146,0.011738811,0.040352164
40602,1302,1769,0.271889401,0.235791091,0.115975422,0.0906298,0.14516129,0.093701997,0.004608295,0.042242704
40603,754,1738,0.289124668,0.220159151,0.119363395,0.104774536,0.137931034,0.094164456,0.00795756,0.026525199
40604,429,1044,0.188811189,0.277389277,0.130536131,0.116550117,0.086247086,0.121212121,0.020979021,0.058275058
40605,465,1151,0.176344086,0.266666667,0.152688172,0.141935484,0.064516129,0.103225806,0.023655914,0.070967742
50101,1364,1519,0.236070381,0.209677419,0.208944282,0.157624633,0.101906158,0.055718475,0,0.030058651
50102,1186,1357,0.197301855,0.204047218,0.223440135,0.164418212,0.107082631,0.050590219,0,0.05311973
50103,1467,1894,0.203817314,0.252897069,0.206543967,0.149284254,0.090661213,0.041581459,0.003408316,0.051806408
50104,1400,1496,0.210714286,0.207142857,0.233571429,0.158571429,0.097857143,0.034285714,0.001428571,0.056428571
50105,1454,1482,0.201513067,0.244841816,0.221458047,0.152682256,0.105914718,0.03301238,0.001375516,0.039202201
50106,1830,2344,0.183060109,0.227322404,0.25136612,0.150819672,0.11147541,0.031693989,0.003825137,0.040437158
50107,1687,1744,0.210432721,0.225251926,0.238292828,0.153526971,0.091286307,0.039715471,0.005927682,0.035566094
50108,1451,1697,0.22329428,0.196416265,0.226740179,0.16471399,0.11026878,0.039283253,0.00206754,0.037215713
50109,1037,1276,0.206364513,0.229508197,0.184185149,0.162005786,0.104146577,0.058823529,0.00096432,0.054001929
50110,379,752,0.17414248,0.221635884,0.2823219,0.205804749,0.065963061,0.021108179,0,0.029023747
50111,613,1300,0.148450245,0.210440457,0.254486134,0.205546493,0.086460033,0.050570962,0,0.044045677
50112,556,1290,0.190647482,0.262589928,0.214028777,0.167266187,0.079136691,0.053956835,0,0.032374101
50113,384,789,0.169270833,0.1796875,0.278645833,0.25,0.075520833,0.015625,0.002604167,0.028645833
50114,492,1070,0.18699187,0.24796748,0.168699187,0.195121951,0.107723577,0.042682927,0.008130081,0.042682927
50115,511,1043,0.209393346,0.217221135,0.215264188,0.123287671,0.111545988,0.064579256,0.037181996,0.021526419
50116,565,1021,0.169911504,0.244247788,0.238938053,0.180530973,0.083185841,0.038938053,0.005309735,0.038938053
50117,515,935,0.147572816,0.236893204,0.269902913,0.188349515,0.07961165,0.029126214,0,0.048543689
50118,857,1485,0.147024504,0.219369895,0.266044341,0.166861144,0.124854142,0.042007001,0.001166861,0.032672112
50119,545,1062,0.188990826,0.19266055,0.227522936,0.194495413,0.062385321,0.062385321,0,0.071559633
50120,572,1072,0.167832168,0.22027972,0.218531469,0.208041958,0.111888112,0.054195804,0.005244755,0.013986014
50121,287,555,0.142857143,0.229965157,0.257839721,0.174216028,0.111498258,0.055749129,0,0.027874564
50122,355,653,0.2,0.169014085,0.242253521,0.216901408,0.092957746,0.047887324,0,0.030985915
50123,436,939,0.224770642,0.231651376,0.197247706,0.169724771,0.105504587,0.043577982,0,0.027522936
50124,472,1001,0.201271186,0.228813559,0.220338983,0.150423729,0.112288136,0.036016949,0.002118644,0.048728814
50125,335,659,0.113432836,0.265671642,0.223880597,0.194029851,0.065671642,0.056716418,0.044776119,0.035820896
50126,242,554,0.128099174,0.289256198,0.157024793,0.132231405,0.107438017,0.107438017,0.020661157,0.05785124
50201,1457,1483,0.246396706,0.262868909,0.140013727,0.123541524,0.115305422,0.070006863,0.001372684,0.040494166
50202,308,680,0.220779221,0.314935065,0.11038961,0.126623377,0.100649351,0.071428571,0.019480519,0.035714286
50203,555,1121,0.176576577,0.295495495,0.147747748,0.142342342,0.102702703,0.081081081,0.007207207,0.046846847
50204,616,1437,0.189935065,0.253246753,0.12012987,0.168831169,0.089285714,0.112012987,0.011363636,0.055194805
50301,1149,1295,0.28024369,0.229765013,0.143603133,0.128807659,0.131418625,0.052219321,0.000870322,0.033072237
50302,1307,1296,0.243305279,0.226472839,0.149196634,0.130833971,0.136189748,0.06503443,0.002295333,0.046671767
50303,1402,1588,0.319543509,0.236804565,0.108416548,0.097717546,0.164051355,0.05064194,0,0.022824536
50304,336,703,0.241071429,0.145833333,0.258928571,0.160714286,0.139880952,0.032738095,0.00297619,0.017857143
50305,379,734,0.232189974,0.269129288,0.137203166,0.142480211,0.129287599,0.047493404,0,0.042216359
50306,368,718,0.203804348,0.241847826,0.173913043,0.149456522,0.095108696,0.089673913,0.013586957,0.032608696
50307,339,736,0.197640118,0.259587021,0.10619469,0.174041298,0.103244838,0.09439528,0.01179941,0.053097345
50308,336,625,0.3125,0.160714286,0.18452381,0.142857143,0.148809524,0.038690476,0.00297619,0.008928571
50309,350,1129,0.345714286,0.397142857,0.08,0.04,0.077142857,0.057142857,0,0.002857143
50310,347,825,0.259365994,0.227665706,0.155619597,0.103746398,0.126801153,0.089337176,0,0.037463977
50311,345,959,0.249275362,0.263768116,0.069565217,0.115942029,0.127536232,0.110144928,0.020289855,0.043478261
50401,1440,1519,0.302777778,0.25,0.120833333,0.100694444,0.110416667,0.063888889,0.0125,0.038888889
50402,869,1190,0.258918297,0.288837745,0.108170311,0.101265823,0.107019563,0.067894131,0.010356732,0.057537399
50403,1482,1809,0.28340081,0.255060729,0.10391363,0.092442645,0.147098516,0.080296896,0.001349528,0.036437247
50404,1288,1621,0.321428571,0.236801242,0.10015528,0.086956522,0.145186335,0.057453416,0.007763975,0.044254658
50405,363,963,0.181818182,0.258953168,0.085399449,0.162534435,0.096418733,0.137741047,0.022038567,0.055096419
50406,797,1773,0.139272271,0.309912171,0.111668758,0.153074028,0.08281054,0.115432873,0.017565872,0.070263488
50407,278,628,0.190647482,0.262589928,0.172661871,0.169064748,0.104316547,0.04676259,0.007194245,0.04676259
50408,344,741,0.220930233,0.255813953,0.119186047,0.113372093,0.156976744,0.098837209,0.00872093,0.026162791
50409,314,686,0.219745223,0.289808917,0.143312102,0.117834395,0.117834395,0.070063694,0.015923567,0.025477707
50410,255,611,0.196078431,0.352941176,0.043137255,0.121568627,0.109803922,0.117647059,0.043137255,0.015686275
50411,325,724,0.163076923,0.264615385,0.12,0.138461538,0.123076923,0.104615385,0.024615385,0.061538462
50412,269,571,0.223048327,0.278810409,0.100371747,0.130111524,0.111524164,0.085501859,0.029739777,0.040892193
50413,471,1031,0.231422505,0.280254777,0.1507431,0.097664544,0.110403397,0.082802548,0.014861996,0.031847134
50414,505,1241,0.22970297,0.285148515,0.132673267,0.114851485,0.120792079,0.065346535,0.013861386,0.037623762
50501,1573,2043,0.230133503,0.274634456,0.108073744,0.122695486,0.119516847,0.089001907,0.002542912,0.053401144
50502,1403,1881,0.258018532,0.28510335,0.102637206,0.107626515,0.11404134,0.082679971,0.002851033,0.047042053
50503,1294,1344,0.266615147,0.250386399,0.108191654,0.103554869,0.13755796,0.086553323,0.00309119,0.044049459
50504,324,737,0.228395062,0.305555556,0.080246914,0.145061728,0.083333333,0.111111111,0.00617284,0.040123457
50505,608,1407,0.230263158,0.276315789,0.095394737,0.121710526,0.115131579,0.09375,0.026315789,0.041118421
50506,286,740,0.244755245,0.244755245,0.129370629,0.108391608,0.146853147,0.097902098,0.006993007,0.020979021
50507,351,710,0.267806268,0.259259259,0.105413105,0.108262108,0.142450142,0.082621083,0.002849003,0.031339031
50508,537,1440,0.240223464,0.258845438,0.108007449,0.124767225,0.09310987,0.087523277,0.033519553,0.054003724
50509,550,1319,0.254545455,0.265454545,0.089090909,0.105454545,0.143636364,0.092727273,0.018181818,0.030909091
50601,1298,1383,0.372881356,0.252696456,0.076271186,0.06009245,0.140215716,0.073189522,0.006163328,0.018489985
50602,1279,1517,0.346364347,0.248631744,0.089913995,0.078186083,0.125097733,0.072713057,0.003909304,0.035183737
50603,1397,1437,0.346456693,0.239083751,0.076592699,0.068718683,0.153901217,0.078740157,0.002147459,0.034359341
50604,318,642,0.371069182,0.198113208,0.081761006,0.113207547,0.13836478,0.059748428,0.006289308,0.031446541
50605,264,583,0.291666667,0.253787879,0.113636364,0.098484848,0.147727273,0.064393939,0.007575758,0.022727273
50606,326,630,0.300613497,0.236196319,0.13190184,0.088957055,0.13190184,0.073619632,0.009202454,0.027607362
50607,329,596,0.364741641,0.179331307,0.203647416,0.069908815,0.100303951,0.075987842,0,0.006079027
50608,384,715,0.359375,0.265625,0.1484375,0.072916667,0.09375,0.049479167,0,0.010416667
50609,248,508,0.338709677,0.189516129,0.169354839,0.068548387,0.108870968,0.092741935,0,0.032258065
50610,255,598,0.243137255,0.333333333,0.058823529,0.070588235,0.125490196,0.129411765,0,0.039215686
50611,271,576,0.317343173,0.21402214,0.092250923,0.066420664,0.114391144,0.158671587,0.011070111,0.025830258
50612,275,606,0.28,0.261818182,0.090909091,0.090909091,0.170909091,0.094545455,0,0.010909091
50613,452,1090,0.283185841,0.276548673,0.084070796,0.103982301,0.121681416,0.077433628,0.004424779,0.048672566
50614,489,1101,0.306748466,0.257668712,0.081799591,0.08793456,0.108384458,0.120654397,0.014314928,0.022494888
50701,1454,1856,0.262035763,0.282668501,0.07565337,0.092847318,0.116918845,0.105914718,0.01650619,0.047455296
50702,1546,1936,0.254204398,0.26778784,0.104786546,0.098318241,0.101552393,0.096377749,0.013583441,0.063389392
50703,291,602,0.288659794,0.271477663,0.130584192,0.099656357,0.096219931,0.072164948,0.013745704,0.027491409
50704,281,599,0.206405694,0.217081851,0.160142349,0.15658363,0.09252669,0.099644128,0.014234875,0.053380783
50705,552,1278,0.190217391,0.251811594,0.086956522,0.126811594,0.106884058,0.121376812,0.054347826,0.061594203
50706,453,834,0.209713024,0.253863135,0.145695364,0.134657837,0.097130243,0.052980132,0.072847682,0.033112583
50707,405,759,0.227160494,0.303703704,0.086419753,0.116049383,0.09382716,0.116049383,0.012345679,0.044444444
50708,453,1129,0.214128035,0.344370861,0.092715232,0.123620309,0.057395143,0.094922737,0.015452539,0.057395143
50709,494,1203,0.174089069,0.29757085,0.099190283,0.168016194,0.058704453,0.08097166,0.034412955,0.087044534
60101,1531,1824,0.334421946,0.255388635,0.079033312,0.050293926,0.149575441,0.083605487,0.006531679,0.041149575
60102,382,791,0.340314136,0.219895288,0.060209424,0.062827225,0.146596859,0.128272251,0,0.041884817
60103,382,758,0.308900524,0.243455497,0.047120419,0.060209424,0.130890052,0.12565445,0.018324607,0.065445026
60104,270,597,0.259259259,0.240740741,0.092592593,0.044444444,0.151851852,0.185185185,0.007407407,0.018518519
60105,354,839,0.257062147,0.262711864,0.081920904,0.053672316,0.127118644,0.141242938,0.002824859,0.073446328
60201,920,1165,0.364130435,0.213043478,0.1,0.061956522,0.166304348,0.075,0,0.019565217
60202,364,777,0.324175824,0.214285714,0.10989011,0.087912088,0.181318681,0.068681319,0,0.013736264
60301,1355,1506,0.339483395,0.25904059,0.056826568,0.07601476,0.119557196,0.104059041,0.010332103,0.034686347
60302,336,736,0.261904762,0.255952381,0.080357143,0.113095238,0.139880952,0.116071429,0.008928571,0.023809524
60303,462,1166,0.257575758,0.268398268,0.047619048,0.136363636,0.082251082,0.151515152,0.025974026,0.03030303
60304,385,913,0.225974026,0.251948052,0.046753247,0.116883117,0.098701299,0.2,0.018181818,0.041558442
60305,409,1136,0.207823961,0.310513447,0.034229829,0.112469438,0.051344743,0.17603912,0.058679707,0.048899756
60306,436,973,0.236238532,0.291284404,0.03440367,0.123853211,0.068807339,0.176605505,0.016055046,0.052752294
60401,1202,1398,0.366056572,0.265391015,0.070715474,0.058236273,0.108153078,0.086522463,0.008319468,0.036605657
60402,958,1089,0.350730689,0.278705637,0.06993737,0.060542797,0.129436326,0.074112735,0.003131524,0.033402923
60403,463,1039,0.259179266,0.30237581,0.079913607,0.079913607,0.127429806,0.114470842,0.008639309,0.028077754
60404,409,933,0.251833741,0.283618582,0.080684597,0.100244499,0.085574572,0.151589242,0.012224939,0.034229829
60405,476,1174,0.317226891,0.241596639,0.071428571,0.06302521,0.138655462,0.119747899,0.004201681,0.044117647
60501,949,1540,0.342465753,0.259220232,0.05374078,0.075869336,0.106427819,0.125395153,0.007376185,0.029504742
60502,468,1103,0.239316239,0.284188034,0.05982906,0.083333333,0.094017094,0.170940171,0.025641026,0.042735043
60601,953,1134,0.357817419,0.26023085,0.053515215,0.067156348,0.150052466,0.07660021,0.004197272,0.03043022
60602,705,994,0.361702128,0.279432624,0.039716312,0.029787234,0.167375887,0.089361702,0.00141844,0.031205674
60603,1201,1598,0.340549542,0.247293922,0.055786844,0.064945878,0.150707744,0.095753539,0.004163197,0.040799334
60604,236,633,0.372881356,0.266949153,0.063559322,0.072033898,0.110169492,0.101694915,0,0.012711864
60605,252,588,0.373015873,0.23015873,0.05952381,0.047619048,0.178571429,0.083333333,0,0.027777778
60606,510,1177,0.284313725,0.274509804,0.082352941,0.078431373,0.145098039,0.096078431,0.005882353,0.033333333
60607,295,587,0.281355932,0.254237288,0.081355932,0.105084746,0.138983051,0.108474576,0.010169492,0.020338983
60608,257,578,0.338521401,0.291828794,0.058365759,0.073929961,0.081712062,0.120622568,0,0.035019455
60701,1220,1411,0.356557377,0.222131148,0.07295082,0.050819672,0.166393443,0.096721311,0.004918033,0.029508197
60702,1054,1127,0.397533207,0.217267552,0.072106262,0.048387097,0.161290323,0.085388994,0.003795066,0.014231499
60703,315,615,0.336507937,0.215873016,0.095238095,0.06984127,0.142857143,0.111111111,0,0.028571429
60704,252,540,0.297619048,0.202380952,0.115079365,0.079365079,0.150793651,0.119047619,0.007936508,0.027777778
60705,549,1141,0.353369763,0.27140255,0.071038251,0.058287796,0.116575592,0.076502732,0.012750455,0.04007286
60706,364,785,0.313186813,0.244505495,0.082417582,0.057692308,0.14010989,0.137362637,0,0.024725275
60707,272,601,0.323529412,0.183823529,0.106617647,0.077205882,0.154411765,0.125,0.003676471,0.025735294
