stimmbezirk,eligible_voters,valid_votes,spd,cdu_csu,gruene,fdp,linke_pds,ad_demokraten,afd,other
10405,1198,741,0.245614035,0.186234818,0.174089069,0.168690958,0.132253711,0.001349528,0.039136302,0.052631579
10406,1163,778,0.271208226,0.199228792,0.195372751,0.145244216,0.124678663,0,0.03470437,0.029562982
10407,1473,998,0.288577154,0.231462926,0.164328657,0.157314629,0.082164329,0.002004008,0.036072144,0.038076152
10408,1360,1013,0.263573544,0.212240869,0.170779862,0.157946693,0.123395854,0,0.02171767,0.050345508
10409,1635,1204,0.241694352,0.254152824,0.174418605,0.179401993,0.080564784,0,0.035714286,0.034053156
10410,721,354,0.220338983,0.214689266,0.18079096,0.183615819,0.115819209,0,0.02259887,0.062146893
10411,1569,698,0.232091691,0.17765043,0.1747851,0.160458453,0.143266476,0,0.054441261,0.05730659
10412,1271,556,0.291366906,0.174460432,0.170863309,0.122302158,0.134892086,0.008992806,0.032374101,0.064748201
10413,1411,669,0.272047833,0.139013453,0.225710015,0.130044843,0.143497758,0,0.023916293,0.065769806
10414,682,305,0.249180328,0.170491803,0.239344262,0.062295082,0.186885246,0,0.036065574,0.055737705
10415,710,359,0.292479109,0.239554318,0.167130919,0.077994429,0.133704735,0.002785515,0.036211699,0.050139276
10416,732,426,0.276995305,0.164319249,0.199530516,0.112676056,0.15258216,0,0.028169014,0.0657277
10417,715,332,0.246987952,0.231927711,0.15060241,0.129518072,0.138554217,0,0.051204819,0.051204819
10418,688,350,0.342857143,0.182857143,0.162857143,0.125714286,0.122857143,0,0.017142857,0.045714286
10419,616,324,0.299382716,0.212962963,0.197530864,0.104938272,0.12037037,0.00308642,0.012345679,0.049382716
10420,750,415,0.286746988,0.161445783,0.265060241,0.108433735,0.122891566,0,0.024096386,0.031325301
10421,636,353,0.260623229,0.181303116,0.21529745,0.124645892,0.138810198,0,0.031161473,0.04815864
10422,1337,722,0.247922438,0.175900277,0.210526316,0.105263158,0.16066482,0.002770083,0.037396122,0.059556787
10423,1191,561,0.258467023,0.258467023,0.171122995,0.140819964,0.092691622,0.001782531,0.037433155,0.039215686
10424,697,348,0.25862069,0.287356322,0.117816092,0.186781609,0.063218391,0,0.043103448,0.043103448
10425,890,497,0.241448692,0.191146881,0.191146881,0.14084507,0.154929577,0,0.028169014,0.052313883
10501,1491,1035,0.263768116,0.231884058,0.191304348,0.133333333,0.085990338,0.000966184,0.043478261,0.049275362
10502,1822,1120,0.261607143,0.275,0.140178571,0.125,0.100892857,0.001785714,0.047321429,0.048214286
10503,1375,998,0.275551102,0.24248497,0.142284569,0.135270541,0.086172345,0,0.038076152,0.080160321
10504,1193,804,0.286069652,0.327114428,0.108208955,0.105721393,0.077114428,0,0.047263682,0.048507463
10505,1384,991,0.297679112,0.271442987,0.13925328,0.106962664,0.097880928,0,0.02320888,0.063572149
10506,695,352,0.278409091,0.201704545,0.170454545,0.119318182,0.088068182,0,0.0625,0.079545455
10507,1291,464,0.318965517,0.176724138,0.168103448,0.092672414,0.112068966,0.002155172,0.068965517,0.060344828
10508,701,365,0.271232877,0.257534247,0.2,0.093150685,0.095890411,0,0.032876712,0.049315068
10509,643,300,0.366666667,0.233333333,0.12,0.08,0.106666667,0,0.043333333,0.05
10510,1119,577,0.273830156,0.223570191,0.162911612,0.10745234,0.131715771,0.001733102,0.055459272,0.043327556
10511,1285,534,0.282771536,0.235955056,0.151685393,0.121722846,0.101123596,0.001872659,0.065543071,0.039325843
10512,647,279,0.329749104,0.247311828,0.103942652,0.132616487,0.086021505,0.007168459,0.043010753,0.050179211
10513,820,338,0.295857988,0.236686391,0.133136095,0.112426036,0.109467456,0,0.053254438,0.059171598
20101,1431,1060,0.259433962,0.231132075,0.129245283,0.174528302,0.108490566,0.004716981,0.033018868,0.059433962
20102,2085,1473,0.22946368,0.294636796,0.11473184,0.202987101,0.075356415,0,0.040733198,0.042090971
20103,864,402,0.26119403,0.201492537,0.171641791,0.149253731,0.124378109,0,0.034825871,0.05721393
20104,881,405,0.296296296,0.22962963,0.140740741,0.148148148,0.086419753,0.002469136,0.034567901,0.061728395
20105,1167,530,0.224528302,0.301886792,0.124528302,0.213207547,0.062264151,0,0.037735849,0.035849057
20106,937,424,0.186320755,0.254716981,0.155660377,0.287735849,0.049528302,0,0.04009434,0.025943396
20107,730,371,0.215633423,0.315363881,0.094339623,0.226415094,0.088948787,0,0.029649596,0.029649596
20108,633,272,0.272058824,0.235294118,0.136029412,0.147058824,0.106617647,0,0.040441176,0.0625
20201,694,312,0.141025641,0.378205128,0.112179487,0.288461538,0.03525641,0,0.032051282,0.012820513
20202,1212,700,0.211428571,0.362857143,0.06,0.208571429,0.051428571,0.004285714,0.067142857,0.034285714
20203,2214,1508,0.111405836,0.399204244,0.063660477,0.344164456,0.026525199,0,0.036472149,0.018567639
20204,1968,841,0.209274673,0.337693222,0.107015458,0.191438763,0.05588585,0,0.061831153,0.03686088
20301,2299,1437,0.290883786,0.225469729,0.132219903,0.116214335,0.090466249,0.001391788,0.06263048,0.08072373
20302,1510,551,0.31215971,0.20508167,0.108892922,0.119782214,0.128856624,0,0.070780399,0.054446461
20303,1442,690,0.291304348,0.228985507,0.149275362,0.147826087,0.102898551,0,0.037681159,0.042028986
20401,1759,1266,0.25671406,0.29778831,0.106635071,0.166666667,0.069510269,0,0.052132701,0.050552923
20402,1073,456,0.269736842,0.271929825,0.100877193,0.146929825,0.074561404,0,0.059210526,0.076754386
20403,919,415,0.330120482,0.245783133,0.081927711,0.113253012,0.103614458,0.007228916,0.077108434,0.040963855
20404,717,312,0.275641026,0.266025641,0.144230769,0.080128205,0.137820513,0,0.064102564,0.032051282
20501,2666,1582,0.31289507,0.269279393,0.097977244,0.156131479,0.061946903,0,0.058154235,0.043615676
20502,1476,971,0.312049434,0.233779609,0.101956746,0.121524202,0.104016478,0,0.052523172,0.07415036
20503,1271,826,0.253026634,0.233656174,0.17433414,0.107748184,0.115012107,0.001210654,0.03874092,0.076271186
20504,1372,980,0.32755102,0.206122449,0.132653061,0.117346939,0.103061224,0.001020408,0.058163265,0.054081633
20505,1182,819,0.316239316,0.251526252,0.141636142,0.084249084,0.084249084,0.001221001,0.070818071,0.05006105
20506,1355,925,0.335135135,0.24972973,0.095135135,0.095135135,0.081081081,0,0.075675676,0.068108108
20507,917,372,0.349462366,0.266129032,0.11827957,0.107526882,0.077956989,0,0.040322581,0.040322581
20508,848,389,0.293059126,0.213367609,0.146529563,0.102827763,0.12596401,0,0.051413882,0.066838046
20509,1543,654,0.305810398,0.183486239,0.165137615,0.123853211,0.136085627,0,0.044342508,0.041284404
20510,1320,572,0.281468531,0.208041958,0.155594406,0.134615385,0.101398601,0,0.062937063,0.055944056
20511,702,303,0.339933993,0.191419142,0.122112211,0.066006601,0.138613861,0.00330033,0.066006601,0.072607261
20512,751,323,0.291021672,0.160990712,0.167182663,0.089783282,0.123839009,0.003095975,0.095975232,0.068111455
20513,763,321,0.370716511,0.205607477,0.090342679,0.093457944,0.080996885,0.003115265,0.062305296,0.093457944
20514,680,315,0.273015873,0.231746032,0.146031746,0.114285714,0.092063492,0,0.073015873,0.06984127
20515,685,291,0.309278351,0.213058419,0.134020619,0.082474227,0.140893471,0,0.058419244,0.06185567
20516,663,284,0.348591549,0.197183099,0.088028169,0.095070423,0.084507042,0,0.116197183,0.070422535
20517,560,270,0.311111111,0.166666667,0.125925926,0.12962963,0.118518519,0.003703704,0.040740741,0.103703704
20518,1386,509,0.306483301,0.237721022,0.100196464,0.106090373,0.111984283,0,0.076620825,0.060903733
20601,1256,828,0.235507246,0.394927536,0.050724638,0.15942029,0.039855072,0,0.064009662,0.055555556
20602,1272,898,0.281737194,0.380846325,0.047884187,0.153674833,0.028953229,0,0.067928731,0.038975501
20603,1234,831,0.220216606,0.397111913,0.055354994,0.180505415,0.036101083,0,0.077015644,0.033694344
20604,674,260,0.223076923,0.346153846,0.038461538,0.192307692,0.053846154,0,0.1,0.046153846
20605,643,283,0.233215548,0.371024735,0.081272085,0.197879859,0.035335689,0,0.067137809,0.014134276
20606,595,346,0.257225434,0.375722543,0.10982659,0.141618497,0.020231214,0,0.063583815,0.031791908
20607,768,371,0.242587601,0.342318059,0.070080863,0.188679245,0.04851752,0,0.061994609,0.045822102
20608,726,373,0.27613941,0.300268097,0.123324397,0.131367292,0.040214477,0,0.085790885,0.042895442
20609,768,328,0.228658537,0.362804878,0.06097561,0.210365854,0.033536585,0,0.082317073,0.021341463
20610,763,327,0.256880734,0.357798165,0.091743119,0.168195719,0.03058104,0.003058104,0.036697248,0.055045872
20701,1279,852,0.063380282,0.468309859,0.034037559,0.355633803,0.011737089,0,0.052816901,0.014084507
20702,642,328,0.045731707,0.570121951,0.030487805,0.298780488,0.009146341,0,0.033536585,0.012195122
20801,1253,921,0.254071661,0.352877307,0.094462541,0.1834962,0.042345277,0,0.043431053,0.029315961
20802,1306,987,0.212765957,0.372847011,0.111448835,0.182370821,0.044579534,0,0.050658561,0.025329281
20803,1773,1111,0.202520252,0.390639064,0.094509451,0.209720972,0.03150315,0,0.052205221,0.01890189
20804,1960,1253,0.233838787,0.361532322,0.078212291,0.200319234,0.055865922,0,0.041500399,0.028731045
20805,2068,1393,0.189519024,0.393395549,0.068916009,0.244795406,0.027279253,0,0.048097631,0.027997128
20806,675,323,0.114551084,0.439628483,0.074303406,0.275541796,0.040247678,0.003095975,0.043343653,0.009287926
20807,703,347,0.146974063,0.435158501,0.100864553,0.219020173,0.028818444,0,0.04610951,0.023054755
20808,769,382,0.230366492,0.371727749,0.117801047,0.128272251,0.068062827,0,0.041884817,0.041884817
20809,857,321,0.205607477,0.308411215,0.087227414,0.224299065,0.046728972,0,0.07165109,0.056074766
20810,998,486,0.234567901,0.306584362,0.113168724,0.24691358,0.04526749,0,0.032921811,0.020576132
20811,849,376,0.271276596,0.263297872,0.087765957,0.210106383,0.050531915,0,0.095744681,0.021276596
20812,739,283,0.183745583,0.385159011,0.077738516,0.25795053,0.021201413,0,0.03180212,0.042402827
20813,770,288,0.142361111,0.40625,0.069444444,0.284722222,0.03125,0,0.041666667,0.024305556
20814,1271,456,0.162280702,0.324561404,0.162280702,0.228070175,0.046052632,0.002192982,0.050438596,0.024122807
20901,1406,992,0.283266129,0.340725806,0.085685484,0.171370968,0.046370968,0,0.053427419,0.019153226
20902,1289,902,0.202882483,0.370288248,0.092017738,0.211751663,0.043237251,0,0.053215078,0.026607539
20903,807,354,0.257062147,0.316384181,0.087570621,0.18079096,0.062146893,0,0.059322034,0.036723164
20904,700,317,0.195583596,0.312302839,0.1829653,0.160883281,0.063091483,0,0.047318612,0.03785489
20905,750,437,0.249427918,0.354691076,0.121281465,0.151029748,0.073226545,0,0.018306636,0.032036613
20906,628,291,0.216494845,0.360824742,0.113402062,0.195876289,0.030927835,0,0.041237113,0.041237113
21001,1360,946,0.264270613,0.332980973,0.086680761,0.187103594,0.044397463,0,0.04756871,0.036997886
21002,1316,874,0.273455378,0.300915332,0.085812357,0.181922197,0.060640732,0,0.049199085,0.04805492
21003,1540,1167,0.209083119,0.348757498,0.119965724,0.220222793,0.039417309,0,0.035132819,0.027420737
21004,1029,505,0.291089109,0.245544554,0.112871287,0.166336634,0.069306931,0.005940594,0.04950495,0.059405941
21005,869,417,0.28057554,0.268585132,0.127098321,0.206235012,0.057553957,0,0.040767386,0.019184652
21006,790,299,0.27090301,0.287625418,0.133779264,0.110367893,0.066889632,0,0.076923077,0.053511706
21007,1012,532,0.184210526,0.336466165,0.163533835,0.182330827,0.056390977,0,0.046992481,0.030075188
21008,675,325,0.261538462,0.298461538,0.126153846,0.178461538,0.033846154,0,0.070769231,0.030769231
21009,1275,622,0.204180064,0.382636656,0.093247588,0.196141479,0.059485531,0.001607717,0.028938907,0.033762058
21101,990,524,0.322519084,0.288167939,0.062977099,0.095419847,0.072519084,0.001908397,0.09351145,0.062977099
21102,793,302,0.298013245,0.367549669,0.049668874,0.109271523,0.036423841,0.003311258,0.082781457,0.052980132
21201,988,594,0.34006734,0.31986532,0.053872054,0.136363636,0.021885522,0,0.079124579,0.048821549
21202,754,321,0.271028037,0.336448598,0.096573209,0.14953271,0.049844237,0,0.056074766,0.040498442
21301,1218,873,0.302405498,0.337915235,0.054982818,0.105383734,0.038946163,0.001145475,0.092783505,0.066437572
21302,589,283,0.371024735,0.265017668,0.038869258,0.113074205,0.056537102,0,0.09540636,0.060070671
21303,1347,521,0.3243762,0.299424184,0.038387716,0.130518234,0.047984645,0.003838772,0.090211132,0.065259117
21304,994,200,0.31,0.22,0.04,0.08,0.05,0.055,0.115,0.13
30101,2237,1446,0.218533887,0.325034578,0.130013831,0.188105118,0.06362379,0,0.041493776,0.033195021
30102,1301,978,0.258691207,0.250511247,0.152351738,0.173824131,0.088957055,0,0.037832311,0.037832311
30103,1613,1195,0.290376569,0.248535565,0.171548117,0.144769874,0.080334728,0,0.025104603,0.039330544
30104,758,432,0.266203704,0.233796296,0.19212963,0.113425926,0.136574074,0,0.030092593,0.027777778
30105,732,390,0.302564103,0.241025641,0.156410256,0.11025641,0.092307692,0,0.035897436,0.061538462
30106,627,343,0.29154519,0.177842566,0.177842566,0.12244898,0.148688047,0,0.055393586,0.026239067
30107,529,318,0.327044025,0.191823899,0.188679245,0.135220126,0.106918239,0,0.028301887,0.022012579
30108,686,353,0.300283286,0.172804533,0.201133144,0.110481586,0.130311615,0,0.028328612,0.056657224
30109,641,368,0.266304348,0.239130435,0.217391304,0.144021739,0.081521739,0,0.008152174,0.043478261
30110,1396,698,0.279369628,0.203438395,0.194842407,0.156160458,0.107449857,0.001432665,0.022922636,0.034383954
30201,1424,1084,0.276752768,0.240774908,0.1900369,0.143911439,0.065498155,0,0.021217712,0.061808118
30202,1453,1096,0.260036496,0.252737226,0.162408759,0.156021898,0.085766423,0,0.041970803,0.041058394
30203,1533,986,0.242393509,0.245436105,0.15821501,0.145030426,0.118661258,0,0.039553753,0.050709939
30204,1671,1106,0.257685353,0.265822785,0.169981917,0.150090416,0.085895118,0,0.039783002,0.03074141
30205,1498,1070,0.261682243,0.246728972,0.170093458,0.153271028,0.088785047,0,0.039252336,0.040186916
30206,1140,758,0.253298153,0.30474934,0.142480211,0.137203166,0.093667546,0,0.026385224,0.042216359
30207,1595,1108,0.27166065,0.250902527,0.168772563,0.145306859,0.099277978,0,0.027075812,0.03700361
30208,1582,1141,0.23225241,0.248028046,0.181419807,0.154250657,0.107800175,0,0.023663453,0.052585451
30209,1277,952,0.260504202,0.201680672,0.211134454,0.137605042,0.098739496,0.00105042,0.023109244,0.066176471
30210,1245,908,0.292951542,0.226872247,0.194933921,0.106828194,0.11123348,0,0.030837004,0.036343612
30211,1379,973,0.244604317,0.285714286,0.156217883,0.156217883,0.073997945,0.001027749,0.038026721,0.044193217
30212,1419,1009,0.218037661,0.318136769,0.136769078,0.174430129,0.080277502,0,0.03468781,0.037661051
30213,773,371,0.269541779,0.226415094,0.172506739,0.153638814,0.091644205,0,0.037735849,0.04851752
30214,739,369,0.249322493,0.230352304,0.170731707,0.149051491,0.113821138,0,0.046070461,0.040650407
30215,688,351,0.185185185,0.327635328,0.182336182,0.153846154,0.088319088,0,0.022792023,0.03988604
30216,612,332,0.228915663,0.289156627,0.180722892,0.15060241,0.075301205,0,0.030120482,0.045180723
30217,734,380,0.321052632,0.228947368,0.144736842,0.110526316,0.105263158,0,0.039473684,0.05
30218,998,519,0.27938343,0.263969171,0.192678227,0.134874759,0.078998073,0,0.013487476,0.036608863
30219,1341,717,0.331938633,0.19665272,0.147838215,0.131101813,0.122733612,0,0.025104603,0.044630404
30220,867,430,0.255813953,0.262790698,0.204651163,0.081395349,0.113953488,0,0.044186047,0.037209302
30221,882,454,0.27753304,0.226872247,0.176211454,0.176211454,0.083700441,0,0.026431718,0.033039648
30222,1201,566,0.296819788,0.190812721,0.19434629,0.136042403,0.109540636,0,0.022968198,0.049469965
30223,1118,558,0.241935484,0.207885305,0.184587814,0.134408602,0.152329749,0,0.032258065,0.046594982
30224,1245,639,0.286384977,0.161189358,0.212832551,0.10485133,0.158059468,0,0.026604069,0.050078247
30225,771,393,0.272264631,0.201017812,0.198473282,0.127226463,0.114503817,0,0.020356234,0.066157761
30226,711,364,0.260989011,0.167582418,0.222527473,0.137362637,0.123626374,0,0.024725275,0.063186813
30227,787,431,0.334106729,0.208816705,0.160092807,0.125290023,0.088167053,0,0.032482599,0.051044084
30228,716,350,0.334285714,0.182857143,0.174285714,0.1,0.122857143,0,0.02,0.065714286
30229,659,313,0.265175719,0.271565495,0.137380192,0.124600639,0.095846645,0.003194888,0.047923323,0.054313099
30230,600,320,0.253125,0.2875,0.134375,0.165625,0.090625,0,0.05,0.01875
30231,506,332,0.304216867,0.268072289,0.144578313,0.102409639,0.102409639,0,0.048192771,0.030120482
30232,597,316,0.262658228,0.256329114,0.174050633,0.129746835,0.094936709,0,0.037974684,0.044303797
30233,1163,572,0.204545455,0.284965035,0.146853147,0.236013986,0.061188811,0,0.047202797,0.019230769
30234,1276,577,0.329289428,0.294627383,0.114384749,0.08492201,0.098786828,0,0.039861352,0.03812825
30301,1975,1288,0.23447205,0.295807453,0.152950311,0.178571429,0.072204969,0,0.029503106,0.036490683
30302,1736,1186,0.240303541,0.298482293,0.120573356,0.18549747,0.081787521,0,0.038785835,0.034569983
30303,1677,1184,0.262668919,0.262668919,0.17652027,0.142736486,0.080236486,0,0.033783784,0.041385135
30304,1297,898,0.227171492,0.28285078,0.153674833,0.199331849,0.082405345,0,0.023385301,0.031180401
30305,1420,1066,0.255159475,0.299249531,0.130393996,0.165103189,0.070356473,0.002814259,0.030018762,0.046904315
30306,1428,1010,0.221782178,0.312871287,0.130693069,0.191089109,0.078217822,0,0.037623762,0.027722772
30307,1417,961,0.176899063,0.363163371,0.10301769,0.234131113,0.048907388,0,0.039542144,0.03433923
30308,1468,1117,0.215756491,0.357206804,0.097582811,0.231871083,0.039391226,0.000895255,0.03312444,0.024171889
30309,1296,860,0.206976744,0.309302326,0.159302326,0.193023256,0.06744186,0,0.030232558,0.03372093
30310,1403,906,0.186534216,0.334437086,0.134657837,0.221854305,0.067328918,0,0.020971302,0.034216336
30311,1820,1361,0.227038942,0.340191036,0.130051433,0.180014695,0.052902278,0,0.027185893,0.042615724
30312,730,299,0.264214047,0.180602007,0.180602007,0.200668896,0.090301003,0,0.026755853,0.056856187
30313,748,306,0.251633987,0.277777778,0.133986928,0.199346405,0.068627451,0,0.032679739,0.035947712
30314,713,342,0.225146199,0.289473684,0.175438596,0.198830409,0.043859649,0,0.023391813,0.043859649
30315,698,314,0.24522293,0.321656051,0.156050955,0.181528662,0.063694268,0,0.01910828,0.012738854
30316,768,390,0.166666667,0.371794872,0.161538462,0.212820513,0.033333333,0,0.033333333,0.020512821
30317,866,463,0.196544276,0.257019438,0.149028078,0.20950324,0.090712743,0,0.045356371,0.051835853
30318,1064,496,0.102822581,0.473790323,0.088709677,0.254032258,0.02016129,0,0.050403226,0.010080645
30319,616,302,0.158940397,0.397350993,0.119205298,0.271523179,0.009933775,0,0.023178808,0.01986755
30320,757,369,0.214092141,0.311653117,0.100271003,0.216802168,0.059620596,0,0.051490515,0.046070461
30321,744,316,0.186708861,0.344936709,0.091772152,0.265822785,0.037974684,0,0.053797468,0.018987342
30322,694,337,0.400593472,0.192878338,0.151335312,0.136498516,0.050445104,0,0.044510386,0.023738872
30323,1485,648,0.266975309,0.277777778,0.137345679,0.163580247,0.074074074,0,0.020061728,0.060185185
30324,1377,656,0.176829268,0.332317073,0.160060976,0.196646341,0.057926829,0,0.047256098,0.028963415
30325,1323,638,0.249216301,0.280564263,0.175548589,0.153605016,0.059561129,0.003134796,0.043887147,0.034482759
30326,1695,783,0.259259259,0.277139208,0.137931034,0.173690932,0.086845466,0,0.017879949,0.047254151
30401,2119,1399,0.284488921,0.268048606,0.137240886,0.152251608,0.075768406,0,0.038598999,0.043602573
30402,1374,1024,0.205078125,0.349609375,0.1171875,0.219726563,0.053710938,0,0.02734375,0.02734375
30403,2094,1294,0.231066461,0.307573416,0.116692427,0.2187017,0.057187017,0,0.031684699,0.037094281
30404,1904,1157,0.219533276,0.332757131,0.111495246,0.21434745,0.04494382,0,0.036300778,0.040622299
30405,1320,624,0.225961538,0.315705128,0.113782051,0.185897436,0.064102564,0,0.036858974,0.057692308
30406,736,307,0.237785016,0.299674267,0.146579805,0.198697068,0.071661238,0.003257329,0.016286645,0.026058632
30407,742,316,0.199367089,0.294303797,0.126582278,0.234177215,0.082278481,0,0.034810127,0.028481013
30408,739,330,0.306060606,0.215151515,0.127272727,0.133333333,0.084848485,0,0.066666667,0.066666667
30409,717,339,0.203539823,0.300884956,0.126843658,0.227138643,0.061946903,0,0.029498525,0.050147493
30501,1824,909,0.273927393,0.256325633,0.105610561,0.189218922,0.056105611,0.00220022,0.051705171,0.064906491
30502,1778,1414,0.169024045,0.384724187,0.07708628,0.281471004,0.025459689,0,0.046676096,0.015558699
30503,857,380,0.239473684,0.257894737,0.110526316,0.218421053,0.092105263,0.007894737,0.034210526,0.039473684
30504,821,340,0.214705882,0.367647059,0.097058824,0.258823529,0.020588235,0,0.023529412,0.017647059
30505,864,349,0.151862464,0.366762178,0.100286533,0.266475645,0.042979943,0,0.022922636,0.048710602
30506,802,404,0.126237624,0.467821782,0.02970297,0.29950495,0.007425743,0,0.064356436,0.004950495
30507,777,385,0.101298701,0.506493506,0.028571429,0.27012987,0.023376623,0,0.051948052,0.018181818
30601,1479,1140,0.161403509,0.43245614,0.074561404,0.25,0.022807018,0,0.031578947,0.027192982
30602,1702,1211,0.143682907,0.423616846,0.0776218,0.262592898,0.02807597,0,0.039636664,0.024772915
30603,1980,1414,0.202263083,0.369165488,0.091230552,0.23903819,0.043140028,0.000707214,0.028995757,0.025459689
30604,1360,979,0.229826353,0.351378958,0.074565884,0.24412666,0.032686415,0,0.026557712,0.040858018
30605,1465,711,0.109704641,0.452883263,0.087201125,0.303797468,0.019690577,0,0.015471167,0.011251758
30606,1376,675,0.148148148,0.361481481,0.122962963,0.296296296,0.032592593,0,0.017777778,0.020740741
30607,1000,348,0.287356322,0.264367816,0.114942529,0.16091954,0.063218391,0,0.068965517,0.040229885
30608,1404,663,0.202111614,0.378582202,0.102564103,0.208144796,0.036199095,0,0.042232278,0.030165913
30609,733,269,0.219330855,0.278810409,0.100371747,0.144981413,0.144981413,0.003717472,0.055762082,0.05204461
30610,901,412,0.189320388,0.376213592,0.09223301,0.235436893,0.031553398,0.002427184,0.048543689,0.024271845
30701,1595,1201,0.243963364,0.335553705,0.081598668,0.195670275,0.04746045,0.000832639,0.053288926,0.041631973
30702,1405,1012,0.26284585,0.29743083,0.081027668,0.194664032,0.046442688,0,0.066205534,0.051383399
30703,1871,1251,0.235811351,0.386091127,0.045563549,0.199840128,0.036770584,0,0.051159073,0.044764189
30704,1946,1291,0.258714175,0.335398916,0.075910147,0.189000775,0.049573974,0,0.06041828,0.030983734
30705,1207,539,0.226345083,0.33580705,0.118738404,0.200371058,0.033395176,0,0.046382189,0.038961039
30706,1050,465,0.255913978,0.331182796,0.111827957,0.165591398,0.049462366,0,0.043010753,0.043010753
30707,677,306,0.222222222,0.326797386,0.091503268,0.202614379,0.058823529,0,0.071895425,0.026143791
30708,774,327,0.262996942,0.354740061,0.06116208,0.143730887,0.070336391,0.003058104,0.058103976,0.04587156
30709,1091,480,0.229166667,0.297916667,0.09375,0.229166667,0.047916667,0.004166667,0.064583333,0.033333333
30710,1124,448,0.310267857,0.254464286,0.069196429,0.158482143,0.078125,0,0.080357143,0.049107143
30711,1167,392,0.308673469,0.272959184,0.091836735,0.112244898,0.081632653,0.00255102,0.089285714,0.040816327
30712,656,301,0.282392027,0.332225914,0.093023256,0.136212625,0.046511628,0,0.083056478,0.026578073
30713,884,294,0.360544218,0.261904762,0.074829932,0.129251701,0.088435374,0,0.034013605,0.051020408
30801,1345,1049,0.285033365,0.341277407,0.078169685,0.183031459,0.045757865,0,0.041944709,0.02478551
30802,1539,1246,0.223113965,0.379614767,0.077046549,0.21187801,0.035313002,0,0.039325843,0.033707865
30803,607,297,0.282828283,0.326599327,0.084175084,0.185185185,0.04040404,0,0.053872054,0.026936027
30804,631,320,0.29375,0.25,0.075,0.159375,0.065625,0,0.08125,0.075
30805,690,339,0.235988201,0.398230088,0.097345133,0.174041298,0.050147493,0,0.020648968,0.02359882
30806,584,247,0.194331984,0.400809717,0.105263158,0.141700405,0.032388664,0,0.056680162,0.068825911
30807,1133,530,0.186792453,0.366037736,0.08490566,0.247169811,0.037735849,0.001886792,0.050943396,0.024528302
30808,1071,638,0.213166144,0.418495298,0.109717868,0.192789969,0.017241379,0,0.021943574,0.026645768
30809,770,440,0.206818182,0.384090909,0.077272727,0.225,0.036363636,0,0.038636364,0.031818182
30901,3156,2235,0.207158837,0.3901566,0.072930649,0.212975391,0.034451902,0.000447427,0.053691275,0.028187919
30902,1832,1243,0.233306516,0.383748994,0.079646018,0.193081255,0.038616251,0.006436042,0.034593725,0.030571199
30903,1502,740,0.243243243,0.401351351,0.07972973,0.156756757,0.047297297,0.001351351,0.043243243,0.027027027
30904,1208,601,0.232945092,0.342762063,0.09484193,0.214642263,0.046589018,0.001663894,0.034941764,0.031613977
30905,925,391,0.199488491,0.3657289,0.086956522,0.176470588,0.074168798,0.002557545,0.074168798,0.020460358
30906,805,375,0.293333333,0.376,0.053333333,0.170666667,0.034666667,0,0.042666667,0.029333333
40101,2649,1629,0.268876611,0.198281154,0.182934316,0.120319214,0.119705341,0.001227747,0.031307551,0.077348066
40102,2561,1484,0.283018868,0.190026954,0.169137466,0.123315364,0.121293801,0.002021563,0.033692722,0.077493261
40103,1616,1165,0.278969957,0.184549356,0.206866953,0.09527897,0.144206009,0.000858369,0.030042918,0.059227468
40104,1876,1227,0.26405868,0.193154034,0.203748981,0.117359413,0.118174409,0,0.039119804,0.064384678
40105,2003,1335,0.278651685,0.158801498,0.202247191,0.088389513,0.158801498,0,0.035205993,0.077902622
40106,1405,993,0.249748238,0.178247734,0.198388721,0.080563948,0.18529708,0.005035247,0.027190332,0.075528701
40107,1013,640,0.2984375,0.1515625,0.203125,0.0765625,0.1640625,0,0.0359375,0.0703125
40108,2076,1661,0.272125226,0.190848886,0.189644792,0.119807345,0.117399157,0.000602047,0.038531005,0.071041541
40109,1023,556,0.29676259,0.197841727,0.194244604,0.111510791,0.120503597,0,0.03057554,0.048561151
40110,896,433,0.27482679,0.182448037,0.226327945,0.101616628,0.140877598,0,0.025404157,0.048498845
40111,885,396,0.305555556,0.171717172,0.194444444,0.095959596,0.146464646,0.002525253,0.025252525,0.058080808
40112,781,352,0.284090909,0.153409091,0.221590909,0.079545455,0.170454545,0.002840909,0.036931818,0.051136364
40113,802,434,0.292626728,0.140552995,0.223502304,0.115207373,0.165898618,0.002304147,0.01843318,0.041474654
40114,725,401,0.311720698,0.139650873,0.221945137,0.074812968,0.154613466,0,0.032418953,0.064837905
40115,773,385,0.280519481,0.124675325,0.225974026,0.090909091,0.18961039,0.002597403,0.031168831,0.054545455
40116,1259,586,0.278156997,0.129692833,0.228668942,0.075085324,0.203071672,0.003412969,0.020477816,0.061433447
40117,1128,524,0.269083969,0.154580153,0.208015267,0.083969466,0.190839695,0.001908397,0.02480916,0.066793893
40118,1335,578,0.273356401,0.119377163,0.190311419,0.076124567,0.212802768,0,0.031141869,0.096885813
40119,1111,487,0.27926078,0.09650924,0.207392197,0.106776181,0.203285421,0,0.034907598,0.071868583
40120,1211,608,0.268092105,0.121710526,0.208881579,0.065789474,0.210526316,0,0.026315789,0.098684211
40121,1133,532,0.246240602,0.110902256,0.206766917,0.110902256,0.167293233,0,0.031954887,0.12593985
